id,Scenario,Region,WAT,Fossil,CO2,Costs,Consumption,Withdrawal,Inflow,Curtailment,ShedLoad,Label_1,Label_2
1990,Connected,SAPP,46.57308442,265.2027195,619.3628737,17.24491453,1.134742906,13.87998557,1821.067694,0.004804077,0,,
1991,Connected,SAPP,45.92515852,265.7014898,620.8849636,17.28643978,1.135832855,13.88827413,1851.494759,1.43E-04,0,,
1992,Connected,SAPP,42.22905426,271.4197839,630.1423777,17.54518475,1.153103669,13.9330281,1659.673522,0.002266008,0,,
1993,Connected,SAPP,41.9822404,271.6848901,630.7470063,17.56440745,1.150410048,13.89162221,1703.239829,0.012003557,0,,
1994,Connected,SAPP,43.49480254,269.1987564,626.9271394,17.4543204,1.147734094,13.913557,1724.973101,0.002070802,0,,
1995,Connected,SAPP,47.78992829,264.3908792,616.686599,17.17250032,1.129311005,13.84344379,1889.588121,0.00E+00,0,,
1996,Connected,SAPP,38.37775823,274.148574,638.3694487,17.77337123,1.164675126,14.00655035,1573.375742,0.015813688,0,,
1997,Connected,SAPP,37.36952042,275.0897014,641.0200355,17.84225794,1.171806008,14.02720828,1517.673894,0.007420444,0,,
1998,Connected,SAPP,56.06152634,255.0658663,596.882379,16.64014594,1.094162198,13.71207427,2443.965622,13.77213933,0,,
1999,Connected,SAPP,39.67049461,271.6674671,635.046402,17.68366209,1.159237039,13.99287875,1556.740559,0.001508295,0,,
2000,Connected,SAPP,31.77469024,280.5293161,653.5380056,18.18805048,1.192349474,14.13692011,1281.289433,0.002457824,0,,
2001,Connected,SAPP,45.19125216,266.616714,622.496454,17.33617268,1.139673683,13.8987704,1801.782649,0.00E+00,0,,
2002,Connected,SAPP,40.99434912,271.4793154,632.5758956,17.61292928,1.155598932,13.94957582,1683.45221,0.003840962,0,,
2003,Connected,SAPP,39.57822193,273.7181608,636.4600495,17.7158689,1.162215431,13.96195936,1611.863357,0.00357415,0,,
2004,Connected,SAPP,36.231561,276.4133068,643.4991304,17.91030489,1.175000391,14.05376401,1473.920809,0.024629186,0,,
2005,Connected,SAPP,39.04344429,273.9857161,637.2980972,17.74342537,1.163679498,13.97016672,1600.769763,0.007402582,0,,
2006,Connected,SAPP,36.8049492,275.3770266,642.2378941,17.87596407,1.174788841,14.04735732,1551.234527,0.004733247,0,,
2007,Connected,SAPP,45.16378035,267.2887353,622.8627494,17.34889834,1.13932878,13.8776317,1842.925519,0.00E+00,0,,
2008,Connected,SAPP,36.59843181,276.6318763,642.9784557,17.89581481,1.173519138,14.0320123,1501.599944,0.011324984,0,,
2009,Connected,SAPP,34.7368145,277.8193164,646.8377846,18.0093793,1.180784076,14.05303336,1406.198958,0.010750954,0,,
2010,Connected,SAPP,49.61994982,260.6775017,611.546649,17.03794693,1.121166262,13.8585937,1925.281532,0.002079139,0,,
2011,Connected,SAPP,41.60207728,269.4722086,630.4325469,17.55214339,1.153209361,13.97580119,1689.816933,0.009747549,0,,
2012,Connected,SAPP,41.20221792,271.2052535,631.8968705,17.59594628,1.154876535,13.97078846,1662.775551,0.001600472,0,,
2013,Connected,SAPP,43.81725844,268.1880569,625.7786384,17.4261589,1.145669734,13.92089657,1756.7484,0.00E+00,0,,
2014,Connected,SAPP,42.08662703,269.9243033,629.7559254,17.53813519,1.148769337,13.92793623,1726.171694,0.004577967,0,,
2015,Connected,SAPP,42.43019466,271.1116885,629.7957888,17.53117486,1.154255858,13.92273253,1691.90669,0.001181187,0,,
2016,Connected,SAPP,47.78412244,266.0588148,617.2147651,17.19115332,1.125573765,13.79768866,1894.399998,0.000893253,0,,
2017,Connected,SAPP,38.71112226,274.7544013,638.1643919,17.76689769,1.164024868,13.9578674,1650.464222,0.004658704,0,,
2018,Connected,SAPP,49.73415113,262.8394584,612.3299291,17.05663197,1.122284627,13.80126045,2011.465928,0.000351477,0,,
1980,Connected,WAPP,29.85658592,38.26669751,240.4703184,18.42566239,0.191404526,16.00438415,1389.556774,0.308032442,0,,
1981,Connected,WAPP,29.89630609,38.35237449,240.6502345,18.49745422,0.191255,16.12507144,1426.645501,0.137922413,0,,
1982,Connected,WAPP,29.24973029,38.36090802,243.1201574,18.67446424,0.192940484,16.14222092,1381.933278,0.292876739,0,,
1983,Connected,WAPP,26.04042723,40.82767464,262.5002815,20.59484805,0.198508546,20.29733202,1238.109454,1.27E-04,0,,
1984,Connected,WAPP,26.60632896,40.5449748,259.4388312,20.32099549,0.198767526,19.11530755,1243.089463,0.229278803,0,,
1985,Connected,WAPP,33.60649586,36.09540941,221.8396615,16.70579147,0.182846749,12.35936747,1695.019214,0.982097852,0,,
1986,Connected,WAPP,31.31031199,37.08746391,231.7872537,17.60033674,0.189735084,13.8749147,1527.437015,0.407364198,0,,
1987,Connected,WAPP,29.57101978,38.37114217,241.8708514,18.56654154,0.191412776,16.39478668,1459.816998,0.461183944,0,,
1988,Connected,WAPP,31.51456103,36.88044863,230.6046287,17.47877985,0.189509566,13.39651758,1528.687831,0.694625613,0,,
1989,Connected,WAPP,26.54386171,40.37007155,259.2415663,20.27976104,0.198675867,19.17788001,1322.246624,0.762000133,0,,WAPP
1990,Connected,WAPP,28.89285376,38.61246984,245.3541108,18.90057252,0.193316148,16.42266045,1406.096812,0.425897861,0,,
1991,Connected,WAPP,29.23948451,38.29821958,242.5919291,18.62778133,0.194311857,16.03302197,1397.458613,0.202789573,0,,
1992,Connected,WAPP,27.15512767,40.03610576,255.679551,19.92302995,0.197889973,18.58008943,1218.434845,1.46E-04,0,,
1993,Connected,WAPP,26.42983268,40.54946382,260.1602492,20.37698965,0.198245162,19.64966651,1233.020167,0.123880953,0,,
1994,Connected,WAPP,29.32629678,38.05187274,241.6134025,18.50190781,0.193517966,15.83442168,1328.715736,0.166088701,0,,
1995,Connected,WAPP,29.26739865,38.52560689,243.729573,18.76507623,0.192749923,16.14179908,1350.932598,0.496445068,0,,
1996,Connected,WAPP,29.44843936,37.42454308,239.1078804,18.20279764,0.195670021,14.49160685,1394.901986,0.161599746,0,,
1997,Connected,WAPP,25.97676686,40.69457574,262.2697585,20.55890419,0.199020637,20.04441657,1271.003276,0.740337569,0,WAPP,
1998,Connected,WAPP,30.04989937,38.35117109,240.1876305,18.43972105,0.189733648,16.31711629,1461.448675,0.604460024,0,,
1999,Connected,WAPP,27.38610516,39.79312978,254.1839596,19.79574247,0.197112902,18.28833559,1266.231871,0.041873381,0,,
2000,Connected,WAPP,25.69438213,41.12666425,264.5513815,20.78913189,0.199342703,20.60995198,1164.323149,2.74E-04,0,,
2001,Connected,WAPP,25.04189456,41.02958828,267.0203233,20.99108718,0.200984907,20.80021464,1178.220679,1.83E-17,0,,
2002,Connected,WAPP,21.79948743,43.83116949,290.2016223,23.43622719,0.209320701,22.48787484,1019.715899,0.115673371,0,,
2003,Connected,WAPP,22.81613704,42.88503878,282.6436339,22.63249402,0.206592189,21.93124349,1087.557317,0.157277137,0,,
2004,Connected,WAPP,22.36291341,43.57011959,286.4447482,23.06164896,0.207978211,22.20742841,1040.785439,0.271499713,0,,
2005,Connected,WAPP,21.5140589,44.16866055,292.5919219,23.69037778,0.210223131,22.65313162,1002.084164,0.024928834,0,,
2006,Connected,WAPP,22.44417866,43.14866402,285.1517429,22.88723216,0.207828017,22.09706539,1106.031648,0.207988587,0,,
2007,Connected,WAPP,25.77511661,40.91686024,263.7166345,20.70324468,0.199075894,20.43686905,1231.797342,0.039039738,0,,
2008,Connected,WAPP,21.83222484,44.09018789,290.5145558,23.49328533,0.209339968,22.51049125,1081.252937,0.879195993,0,,
2009,Connected,WAPP,20.73831693,43.82605192,294.6156127,23.79683734,0.212561718,22.84080492,980.6414292,3.84E-04,0,,
2010,Connected,WAPP,25.22063304,40.84346944,265.673545,20.85579922,0.200967974,20.51573274,1235.604157,0.211082943,0,,
2011,Connected,WAPP,23.1133683,42.593967,280.2419308,22.37726835,0.205550183,21.77459242,1111.918089,0.158720195,0,,
2012,Connected,WAPP,23.71373726,42.18046843,276.5106754,21.95709132,0.204544829,21.4886493,1129.997754,0.012451118,0,,
2013,Connected,WAPP,25.53662863,40.98449494,264.8620454,20.81271071,0.199640518,20.59126592,1211.15854,0.151212137,0,,
2014,Connected,WAPP,23.81147457,41.98038961,275.3192953,21.84708672,0.203724381,21.42089015,1106.924628,4.03E-17,0,,
2015,Connected,WAPP,22.11844651,42.86674395,285.3323822,22.84718266,0.208691406,22.14826563,1060.069705,0.24312003,0,,
2016,Connected,WAPP,22.30642727,43.56399402,286.7432566,23.08058187,0.207936908,22.24605705,1007.611235,0.025962038,0,,
2017,Connected,WAPP,20.33754246,45.29569592,301.6743691,24.6312983,0.214204509,23.23306386,969.7735806,1.99E-04,0,,
2018,Connected,WAPP,22.59470869,42.99124218,283.7869821,22.74633315,0.207157339,22.02444307,1122.134453,0.653669202,0,,
