Scenario,Week,Region,Level,id
Baseline,6,CAPP,153273.5236,2017
Baseline,7,CAPP,185832.6303,2017
Baseline,8,CAPP,232422.1611,2017
Baseline,9,CAPP,292462.3115,2017
Baseline,10,CAPP,340174.0829,2017
Baseline,11,CAPP,379315.1718,2017
Baseline,12,CAPP,404488.789,2017
Baseline,13,CAPP,412792.4657,2017
Baseline,14,CAPP,420375.4347,2017
Baseline,15,CAPP,429797.6281,2017
Baseline,16,CAPP,439581.1261,2017
Baseline,17,CAPP,458239.0813,2017
Baseline,18,CAPP,468605.1231,2017
Baseline,19,CAPP,467824.5135,2017
Baseline,20,CAPP,462433.0397,2017
Baseline,21,CAPP,458727.1757,2017
Baseline,22,CAPP,457680.9609,2017
Baseline,23,CAPP,454974.3478,2017
Baseline,24,CAPP,452377.6187,2017
Baseline,25,CAPP,453516.1578,2017
Baseline,26,CAPP,454537.4271,2017
Baseline,27,CAPP,451736.1088,2017
Baseline,28,CAPP,449103.6443,2017
Baseline,29,CAPP,447588.8036,2017
Baseline,30,CAPP,441395.9697,2017
Baseline,31,CAPP,431311.3267,2017
Baseline,32,CAPP,418193.4041,2017
Baseline,33,CAPP,406225.9504,2017
Baseline,34,CAPP,392546.5944,2017
Baseline,35,CAPP,380481.1406,2017
Baseline,36,CAPP,364787.0068,2017
Baseline,37,CAPP,347483.9491,2017
Baseline,38,CAPP,327101.9891,2017
Baseline,39,CAPP,307881.6889,2017
Baseline,40,CAPP,304384.7088,2017
Baseline,41,CAPP,304999.8367,2017
Baseline,42,CAPP,307518.0518,2017
Baseline,43,CAPP,295928.309,2017
Baseline,44,CAPP,273087.0055,2017
Baseline,45,CAPP,251849.8399,2017
Baseline,46,CAPP,241569.3361,2017
Baseline,47,CAPP,233681.9191,2017
Baseline,48,CAPP,231506.0293,2017
Baseline,49,CAPP,231281.9823,2017
Baseline,50,CAPP,231279.852,2017
Baseline,51,CAPP,234408.7369,2017
Baseline,52,CAPP,235492.6804,2017
Baseline,0,EAPP,14033011.17,2017
Baseline,1,EAPP,14135906.11,2017
Baseline,2,EAPP,14169206.08,2017
Baseline,3,EAPP,14100183.52,2017
Baseline,4,EAPP,14106682.39,2017
Baseline,5,EAPP,14171843.98,2017
Baseline,6,EAPP,14254233.24,2017
Baseline,7,EAPP,14342455.12,2017
Baseline,8,EAPP,14566663.64,2017
Baseline,9,EAPP,14884207.46,2017
Baseline,10,EAPP,15128671.71,2017
Baseline,11,EAPP,15303891.99,2017
Baseline,12,EAPP,15345957.07,2017
Baseline,13,EAPP,15328191.23,2017
Baseline,14,EAPP,15312815.95,2017
Baseline,15,EAPP,15325696.24,2017
Baseline,16,EAPP,15342732.53,2017
Baseline,17,EAPP,15340258.13,2017
Baseline,18,EAPP,15327295.69,2017
Baseline,19,EAPP,15291822.31,2017
Baseline,20,EAPP,15182752.89,2017
Baseline,21,EAPP,15058333.21,2017
Baseline,22,EAPP,14903640.89,2017
Baseline,23,EAPP,14735123.15,2017
Baseline,24,EAPP,14547411,2017
Baseline,25,EAPP,14392376.54,2017
Baseline,26,EAPP,14220849.15,2017
Baseline,27,EAPP,14023077.25,2017
Baseline,28,EAPP,13794070.48,2017
Baseline,29,EAPP,13561692.48,2017
Baseline,30,EAPP,13329914.73,2017
Baseline,31,EAPP,13098641.8,2017
Baseline,32,EAPP,12923613.93,2017
Baseline,33,EAPP,12916295.13,2017
Baseline,34,EAPP,12855689.92,2017
Baseline,35,EAPP,12729948.97,2017
Baseline,36,EAPP,12595344.88,2017
Baseline,37,EAPP,12508406.76,2017
Baseline,38,EAPP,12449479.19,2017
Baseline,39,EAPP,12407613.8,2017
Baseline,40,EAPP,12368280.68,2017
Baseline,41,EAPP,12407081.03,2017
Baseline,42,EAPP,12532870.95,2017
Baseline,43,EAPP,12643915.57,2017
Baseline,44,EAPP,12743106.43,2017
Baseline,45,EAPP,12961780.75,2017
Baseline,46,EAPP,13170390.34,2017
Baseline,47,EAPP,13324986.27,2017
Baseline,48,EAPP,13477750.97,2017
Baseline,49,EAPP,13617092.76,2017
Baseline,50,EAPP,13746152.84,2017
Baseline,51,EAPP,13888727.36,2017
Baseline,52,EAPP,13963990.79,2017
Baseline,0,NAPP,143340.436,2017
Baseline,1,NAPP,144471.3017,2017
Baseline,2,NAPP,147260.8697,2017
Baseline,3,NAPP,150767.6173,2017
Baseline,4,NAPP,155086.5986,2017
Baseline,5,NAPP,159142.462,2017
Baseline,6,NAPP,163283.6405,2017
Baseline,7,NAPP,167832.8579,2017
Baseline,8,NAPP,170947.027,2017
Baseline,9,NAPP,174676.1752,2017
Baseline,10,NAPP,179744.4287,2017
Baseline,11,NAPP,185103.8309,2017
Baseline,12,NAPP,187732.3932,2017
Baseline,13,NAPP,190606.8928,2017
Baseline,14,NAPP,193574.8145,2017
Baseline,15,NAPP,195406.7982,2017
Baseline,16,NAPP,198272.9833,2017
Baseline,17,NAPP,199304.1046,2017
Baseline,18,NAPP,198860.6126,2017
Baseline,19,NAPP,195539.3144,2017
Baseline,20,NAPP,194878.4278,2017
Baseline,21,NAPP,191086.2058,2017
Baseline,22,NAPP,186202.1553,2017
Baseline,23,NAPP,182489.1394,2017
Baseline,24,NAPP,177541.4045,2017
Baseline,25,NAPP,172065.9148,2017
Baseline,26,NAPP,166701.1765,2017
Baseline,27,NAPP,159895.0331,2017
Baseline,28,NAPP,151221.4271,2017
Baseline,29,NAPP,145566.1034,2017
Baseline,30,NAPP,141905.2663,2017
Baseline,31,NAPP,135297.0518,2017
Baseline,32,NAPP,130676.4259,2017
Baseline,33,NAPP,126799.306,2017
Baseline,34,NAPP,124129.3244,2017
Baseline,35,NAPP,124467.0608,2017
Baseline,36,NAPP,126030.0211,2017
Baseline,37,NAPP,129412.9015,2017
Baseline,38,NAPP,134157.5231,2017
Baseline,39,NAPP,134498.949,2017
Baseline,40,NAPP,131950.6788,2017
Baseline,41,NAPP,130666.337,2017
Baseline,42,NAPP,130250.1049,2017
Baseline,43,NAPP,131910.2528,2017
Baseline,44,NAPP,131748.9126,2017
Baseline,45,NAPP,131467.8069,2017
Baseline,46,NAPP,134449.7187,2017
Baseline,47,NAPP,135112.9247,2017
Baseline,48,NAPP,136718.7733,2017
Baseline,49,NAPP,137860.8639,2017
Baseline,50,NAPP,138662.5475,2017
Baseline,51,NAPP,140759.4718,2017
Baseline,52,NAPP,140527.0611,2017
Baseline,0,SAPP,13085614.34,2017
Baseline,1,SAPP,13030498.08,2017
Baseline,2,SAPP,12992102.62,2017
Baseline,3,SAPP,12954175.21,2017
Baseline,4,SAPP,12937242.73,2017
Baseline,5,SAPP,12955155.83,2017
Baseline,6,SAPP,13008899.59,2017
Baseline,7,SAPP,13096528.59,2017
Baseline,8,SAPP,13205240.43,2017
Baseline,9,SAPP,13304510.4,2017
Baseline,10,SAPP,13406401.76,2017
Baseline,11,SAPP,13494496.02,2017
Baseline,12,SAPP,13568121.25,2017
Baseline,13,SAPP,13654166.9,2017
Baseline,14,SAPP,13718271.03,2017
Baseline,15,SAPP,13760885.98,2017
Baseline,16,SAPP,13815470.88,2017
Baseline,17,SAPP,13847535.48,2017
Baseline,18,SAPP,13880812.33,2017
Baseline,19,SAPP,13893160.84,2017
Baseline,20,SAPP,13875494.5,2017
Baseline,21,SAPP,13804173.17,2017
Baseline,22,SAPP,13710761.13,2017
Baseline,23,SAPP,13645985.49,2017
Baseline,24,SAPP,13658112.2,2017
Baseline,25,SAPP,13643077.11,2017
Baseline,26,SAPP,13643972.39,2017
Baseline,27,SAPP,13611591.05,2017
Baseline,28,SAPP,13528217.13,2017
Baseline,29,SAPP,13436076.81,2017
Baseline,30,SAPP,13373939.7,2017
Baseline,31,SAPP,13342774.6,2017
Baseline,32,SAPP,13299885.59,2017
Baseline,33,SAPP,13294931.65,2017
Baseline,34,SAPP,13330150.74,2017
Baseline,35,SAPP,13346314.14,2017
Baseline,36,SAPP,13401320.09,2017
Baseline,37,SAPP,13526847.55,2017
Baseline,38,SAPP,13595062.49,2017
Baseline,39,SAPP,13626263.05,2017
Baseline,40,SAPP,13621165.12,2017
Baseline,41,SAPP,13616723.58,2017
Baseline,42,SAPP,13609264.01,2017
Baseline,43,SAPP,13543364.67,2017
Baseline,44,SAPP,13447460.91,2017
Baseline,45,SAPP,13359791.57,2017
Baseline,46,SAPP,13278238.5,2017
Baseline,47,SAPP,13183266.53,2017
Baseline,48,SAPP,13153283.11,2017
Baseline,49,SAPP,13129327.83,2017
Baseline,50,SAPP,13129680.12,2017
Baseline,51,SAPP,13109840.64,2017
Baseline,52,SAPP,13093475.54,2017
Baseline,0,WAPP,9398052.529,2017
Baseline,1,WAPP,9372337.869,2017
Baseline,2,WAPP,9337190.379,2017
Baseline,3,WAPP,9287720.653,2017
Baseline,4,WAPP,9235443.324,2017
Baseline,5,WAPP,9169177.995,2017
Baseline,6,WAPP,9093142.87,2017
Baseline,7,WAPP,9027657.282,2017
Baseline,8,WAPP,8969221.609,2017
Baseline,9,WAPP,8912232.792,2017
Baseline,10,WAPP,8847921.709,2017
Baseline,11,WAPP,8773651.007,2017
Baseline,12,WAPP,8711491.81,2017
Baseline,13,WAPP,8638820.662,2017
Baseline,14,WAPP,8556362.623,2017
Baseline,15,WAPP,8473502.227,2017
Baseline,16,WAPP,8387493.171,2017
Baseline,17,WAPP,8311949.409,2017
Baseline,18,WAPP,8260344.598,2017
Baseline,19,WAPP,8225211.208,2017
Baseline,20,WAPP,8196306.573,2017
Baseline,21,WAPP,8174377.617,2017
Baseline,22,WAPP,8172156.666,2017
Baseline,23,WAPP,8173878.062,2017
Baseline,24,WAPP,8181374.677,2017
Baseline,25,WAPP,8196606.455,2017
Baseline,26,WAPP,8217453.525,2017
Baseline,27,WAPP,8244281.154,2017
Baseline,28,WAPP,8276157.644,2017
Baseline,29,WAPP,8318658.597,2017
Baseline,30,WAPP,8371492.396,2017
Baseline,31,WAPP,8439389.394,2017
Baseline,32,WAPP,8524981.255,2017
Baseline,33,WAPP,8629927.416,2017
Baseline,34,WAPP,8738049.202,2017
Baseline,35,WAPP,8842556.27,2017
Baseline,36,WAPP,8955585.044,2017
Baseline,37,WAPP,9076023.568,2017
Baseline,38,WAPP,9190070.752,2017
Baseline,39,WAPP,9297224.201,2017
Baseline,40,WAPP,9382785.719,2017
Baseline,41,WAPP,9458519.571,2017
Baseline,42,WAPP,9537789.35,2017
Baseline,43,WAPP,9598104.922,2017
Baseline,44,WAPP,9625818.704,2017
Baseline,45,WAPP,9645364.255,2017
Baseline,46,WAPP,9640222.009,2017
Baseline,47,WAPP,9610040.106,2017
Baseline,48,WAPP,9577441.562,2017
Baseline,49,WAPP,9540147.663,2017
Baseline,50,WAPP,9492063.073,2017
Baseline,51,WAPP,9440679.471,2017
Baseline,52,WAPP,9422555.138,2017
Connected,0,CAPP,206843.9819,1981
Connected,1,CAPP,168951.697,1981
Connected,2,CAPP,139331.5195,1981
Connected,3,CAPP,117865.1369,1981
Connected,4,CAPP,99907.25637,1981
Connected,5,CAPP,81258.26988,1981
Connected,6,CAPP,66634.55816,1981
Connected,7,CAPP,99396.11014,1981
Connected,8,CAPP,124577.1702,1981
Connected,9,CAPP,159113.8804,1981
Connected,10,CAPP,173541.9558,1981
Connected,11,CAPP,184947.597,1981
Connected,12,CAPP,188776.3551,1981
Connected,13,CAPP,198290.1565,1981
Connected,14,CAPP,214597.0399,1981
Connected,15,CAPP,216975.1529,1981
Connected,16,CAPP,225423.9416,1981
Connected,17,CAPP,247305.6076,1981
Connected,18,CAPP,269131.0084,1981
Connected,19,CAPP,286399.2706,1981
Connected,20,CAPP,294326.561,1981
Connected,21,CAPP,293399.0537,1981
Connected,22,CAPP,291951.9765,1981
Connected,23,CAPP,286407.9206,1981
Connected,24,CAPP,278535.5542,1981
Connected,25,CAPP,273432.3868,1981
Connected,26,CAPP,274364.7063,1981
Connected,27,CAPP,281515.6515,1981
Connected,28,CAPP,285814.3864,1981
Connected,29,CAPP,287004.6567,1981
Connected,30,CAPP,285786.6651,1981
Connected,31,CAPP,280697.5932,1981
Connected,32,CAPP,274952.4888,1981
Connected,33,CAPP,270944.5319,1981
Connected,34,CAPP,271860.9893,1981
Connected,35,CAPP,274106.047,1981
Connected,36,CAPP,272105.409,1981
Connected,37,CAPP,271492.8878,1981
Connected,38,CAPP,274037.3013,1981
Connected,39,CAPP,278000.083,1981
Connected,40,CAPP,274762.254,1981
Connected,41,CAPP,268674.439,1981
Connected,42,CAPP,259496.2037,1981
Connected,43,CAPP,262829.9919,1981
Connected,44,CAPP,264449.7374,1981
Connected,45,CAPP,262656.4239,1981
Connected,46,CAPP,256832.5177,1981
Connected,47,CAPP,253767.3442,1981
Connected,48,CAPP,250069.3978,1981
Connected,49,CAPP,244460.8414,1981
Connected,50,CAPP,236681.8351,1981
Connected,51,CAPP,234199.6962,1981
Connected,52,CAPP,234335.8415,1981
Connected,0,EAPP,13972108.16,1981
Connected,1,EAPP,14128310.97,1981
Connected,2,EAPP,14234341.82,1981
Connected,3,EAPP,14282608.24,1981
Connected,4,EAPP,14409099.46,1981
Connected,5,EAPP,14554078.03,1981
Connected,6,EAPP,14698100.05,1981
Connected,7,EAPP,14818680.02,1981
Connected,8,EAPP,14880521.06,1981
Connected,9,EAPP,14914287.31,1981
Connected,10,EAPP,15045051.82,1981
Connected,11,EAPP,15153316.35,1981
Connected,12,EAPP,15204555.56,1981
Connected,13,EAPP,15235140.84,1981
Connected,14,EAPP,15513157.21,1981
Connected,15,EAPP,15961015.6,1981
Connected,16,EAPP,16164396.53,1981
Connected,17,EAPP,16208070.33,1981
Connected,18,EAPP,16293084.52,1981
Connected,19,EAPP,16534106.44,1981
Connected,20,EAPP,16608283.15,1981
Connected,21,EAPP,16496011.22,1981
Connected,22,EAPP,16354720.38,1981
Connected,23,EAPP,16155207.46,1981
Connected,24,EAPP,15865833.95,1981
Connected,25,EAPP,15558032.74,1981
Connected,26,EAPP,15251693.97,1981
Connected,27,EAPP,14949946.64,1981
Connected,28,EAPP,14656817.04,1981
Connected,29,EAPP,14354715.81,1981
Connected,30,EAPP,14083407.43,1981
Connected,31,EAPP,13818022.62,1981
Connected,32,EAPP,13579380.16,1981
Connected,33,EAPP,13411184.36,1981
Connected,34,EAPP,13233583.05,1981
Connected,35,EAPP,13123274.22,1981
Connected,36,EAPP,13002569.54,1981
Connected,37,EAPP,12915702.63,1981
Connected,38,EAPP,12812204.51,1981
Connected,39,EAPP,12947386.68,1981
Connected,40,EAPP,13042731.37,1981
Connected,41,EAPP,13025956.11,1981
Connected,42,EAPP,13016338.05,1981
Connected,43,EAPP,13246387.47,1981
Connected,44,EAPP,13393538.41,1981
Connected,45,EAPP,13427051.16,1981
Connected,46,EAPP,13366769.64,1981
Connected,47,EAPP,13378369.69,1981
Connected,48,EAPP,13499173.76,1981
Connected,49,EAPP,13646894.4,1981
Connected,50,EAPP,13832757.21,1981
Connected,51,EAPP,13980435.26,1981
Connected,52,EAPP,14031370.68,1981
Connected,0,NAPP,145176.0747,1981
Connected,1,NAPP,149743.3935,1981
Connected,2,NAPP,154997.307,1981
Connected,3,NAPP,158370.7755,1981
Connected,4,NAPP,161711.9728,1981
Connected,5,NAPP,165554.107,1981
Connected,6,NAPP,168955.563,1981
Connected,7,NAPP,173679.5037,1981
Connected,8,NAPP,181459.049,1981
Connected,9,NAPP,184443.9784,1981
Connected,10,NAPP,188638.8073,1981
Connected,11,NAPP,193905.1179,1981
Connected,12,NAPP,199779.6692,1981
Connected,13,NAPP,206225.6266,1981
Connected,14,NAPP,215282.8033,1981
Connected,15,NAPP,223777.715,1981
Connected,16,NAPP,229376.833,1981
Connected,17,NAPP,232966.3078,1981
Connected,18,NAPP,230943.8955,1981
Connected,19,NAPP,226076.8912,1981
Connected,20,NAPP,225075.5081,1981
Connected,21,NAPP,221111.1823,1981
Connected,22,NAPP,215666.6004,1981
Connected,23,NAPP,211079.614,1981
Connected,24,NAPP,205341.7585,1981
Connected,25,NAPP,192523.116,1981
Connected,26,NAPP,176577.6224,1981
Connected,27,NAPP,162010.2605,1981
Connected,28,NAPP,150639.1264,1981
Connected,29,NAPP,139195.3155,1981
Connected,30,NAPP,124798.5137,1981
Connected,31,NAPP,110492.7799,1981
Connected,32,NAPP,103429.1682,1981
Connected,33,NAPP,99440.74685,1981
Connected,34,NAPP,93651.21719,1981
Connected,35,NAPP,92420.63918,1981
Connected,36,NAPP,92180.21546,1981
Connected,37,NAPP,92430.01237,1981
Connected,38,NAPP,99124.79328,1981
Connected,39,NAPP,104625.5972,1981
Connected,40,NAPP,108240.3113,1981
Connected,41,NAPP,109809.9553,1981
Connected,42,NAPP,113226.2823,1981
Connected,43,NAPP,116593.889,1981
Connected,44,NAPP,120625.2495,1981
Connected,45,NAPP,123860.2857,1981
Connected,46,NAPP,127232.7955,1981
Connected,47,NAPP,129287.8198,1981
Connected,48,NAPP,131817.0405,1981
Connected,49,NAPP,134474.6262,1981
Connected,50,NAPP,137261.6497,1981
Connected,51,NAPP,140339.1451,1981
Connected,52,NAPP,141494.9461,1981
Connected,0,SAPP,13056695.33,1981
Connected,1,SAPP,12954030.29,1981
Connected,2,SAPP,12870610.94,1981
Connected,3,SAPP,12752517.23,1981
Connected,4,SAPP,12653349.63,1981
Connected,5,SAPP,12592214.78,1981
Connected,6,SAPP,12533511.44,1981
Connected,7,SAPP,12525206.1,1981
Connected,8,SAPP,12527697.79,1981
Connected,9,SAPP,12499365.39,1981
Connected,10,SAPP,12506827.37,1981
Connected,11,SAPP,12555544.1,1981
Connected,12,SAPP,12637676.96,1981
Connected,13,SAPP,12749319.83,1981
Connected,14,SAPP,12858878.86,1981
Connected,15,SAPP,12952739.38,1981
Connected,16,SAPP,13040057.9,1981
Connected,17,SAPP,13120754.95,1981
Connected,18,SAPP,13209101.99,1981
Connected,19,SAPP,13305533.41,1981
Connected,20,SAPP,13388401.94,1981
Connected,21,SAPP,13392554.56,1981
Connected,22,SAPP,13349477.02,1981
Connected,23,SAPP,13268081.95,1981
Connected,24,SAPP,13161502.62,1981
Connected,25,SAPP,13071079.52,1981
Connected,26,SAPP,13008626.86,1981
Connected,27,SAPP,13035882.78,1981
Connected,28,SAPP,13175381.26,1981
Connected,29,SAPP,13239811.67,1981
Connected,30,SAPP,13230179.61,1981
Connected,31,SAPP,13247333.14,1981
Connected,32,SAPP,13266877.14,1981
Connected,33,SAPP,13328915.07,1981
Connected,34,SAPP,13349845.88,1981
Connected,35,SAPP,13312208.54,1981
Connected,36,SAPP,13314696.6,1981
Connected,37,SAPP,13338921.24,1981
Connected,38,SAPP,13357511.8,1981
Connected,39,SAPP,13372704.33,1981
Connected,40,SAPP,13358155.47,1981
Connected,41,SAPP,13341797.78,1981
Connected,42,SAPP,13319016.05,1981
Connected,43,SAPP,13319464.66,1981
Connected,44,SAPP,13321888.08,1981
Connected,45,SAPP,13274556.44,1981
Connected,46,SAPP,13229097.02,1981
Connected,47,SAPP,13188590.99,1981
Connected,48,SAPP,13158607.68,1981
Connected,49,SAPP,13133693.08,1981
Connected,50,SAPP,13125924.5,1981
Connected,51,SAPP,13107541.08,1981
Connected,52,SAPP,13098257.45,1981
Connected,0,WAPP,9368270.063,1981
Connected,1,WAPP,9293971.831,1981
Connected,2,WAPP,9212532.901,1981
Connected,3,WAPP,9119745.27,1981
Connected,4,WAPP,9010038.75,1981
Connected,5,WAPP,8906720.443,1981
Connected,6,WAPP,8804863.035,1981
Connected,7,WAPP,8709325.004,1981
Connected,8,WAPP,8604681.342,1981
Connected,9,WAPP,8486702.733,1981
Connected,10,WAPP,8367568.406,1981
Connected,11,WAPP,8257478.431,1981
Connected,12,WAPP,8158455.577,1981
Connected,13,WAPP,8073135.189,1981
Connected,14,WAPP,7994095.961,1981
Connected,15,WAPP,7914189.46,1981
Connected,16,WAPP,7842300.412,1981
Connected,17,WAPP,7785307.575,1981
Connected,18,WAPP,7732767.197,1981
Connected,19,WAPP,7698541.669,1981
Connected,20,WAPP,7679155.628,1981
Connected,21,WAPP,7644373.109,1981
Connected,22,WAPP,7618449.108,1981
Connected,23,WAPP,7602271.255,1981
Connected,24,WAPP,7588957.702,1981
Connected,25,WAPP,7570640.685,1981
Connected,26,WAPP,7558834.326,1981
Connected,27,WAPP,7567282.524,1981
Connected,28,WAPP,7596724.773,1981
Connected,29,WAPP,7665517.148,1981
Connected,30,WAPP,7762143.77,1981
Connected,31,WAPP,7874845.982,1981
Connected,32,WAPP,7997296.596,1981
Connected,33,WAPP,8133235.515,1981
Connected,34,WAPP,8277080.847,1981
Connected,35,WAPP,8428370.181,1981
Connected,36,WAPP,8594327.99,1981
Connected,37,WAPP,8761855.616,1981
Connected,38,WAPP,8913317.749,1981
Connected,39,WAPP,9045490.706,1981
Connected,40,WAPP,9165776.526,1981
Connected,41,WAPP,9267919.812,1981
Connected,42,WAPP,9364502.219,1981
Connected,43,WAPP,9447350.776,1981
Connected,44,WAPP,9516481.989,1981
Connected,45,WAPP,9572042.414,1981
Connected,46,WAPP,9589102.694,1981
Connected,47,WAPP,9596727.231,1981
Connected,48,WAPP,9576159.781,1981
Connected,49,WAPP,9536677.024,1981
Connected,50,WAPP,9487457.145,1981
Connected,51,WAPP,9439303.536,1981
Connected,52,WAPP,9415389.112,1981
Connected,0,CAPP,198140.7038,1985
Connected,1,CAPP,178041.5014,1985
Connected,2,CAPP,189581.9835,1985
Connected,3,CAPP,196557.7474,1985
Connected,4,CAPP,191105.3679,1985
Connected,5,CAPP,171215.3608,1985
Connected,6,CAPP,168509.9043,1985
Connected,7,CAPP,173543.8082,1985
Connected,8,CAPP,186301.0292,1985
Connected,9,CAPP,193039.7574,1985
Connected,10,CAPP,191585.2449,1985
Connected,11,CAPP,177733.9824,1985
Connected,12,CAPP,174366.1878,1985
Connected,13,CAPP,172965.8534,1985
Connected,14,CAPP,170126.8292,1985
Connected,15,CAPP,184875.0784,1985
Connected,16,CAPP,194983.6815,1985
Connected,17,CAPP,220771.9417,1985
Connected,18,CAPP,317954.0348,1985
Connected,19,CAPP,384500.2026,1985
Connected,20,CAPP,420202.6556,1985
Connected,21,CAPP,441386.5396,1985
Connected,22,CAPP,452224.2425,1985
Connected,23,CAPP,458527.9432,1985
Connected,24,CAPP,464359.522,1985
Connected,25,CAPP,461330.3654,1985
Connected,26,CAPP,452438.5222,1985
Connected,27,CAPP,442779.1085,1985
Connected,28,CAPP,430909.1062,1985
Connected,29,CAPP,415403.0269,1985
Connected,30,CAPP,395311.9828,1985
Connected,31,CAPP,375025.8553,1985
Connected,32,CAPP,351686.667,1985
Connected,33,CAPP,327279.0887,1985
Connected,34,CAPP,299131.5892,1985
Connected,35,CAPP,271479.1908,1985
Connected,36,CAPP,240500.4119,1985
Connected,37,CAPP,215279.6637,1985
Connected,38,CAPP,189469.6063,1985
Connected,39,CAPP,170132.6853,1985
Connected,40,CAPP,155056.8653,1985
Connected,41,CAPP,142585.0548,1985
Connected,42,CAPP,147750.5006,1985
Connected,43,CAPP,151146.4598,1985
Connected,44,CAPP,146848.2656,1985
Connected,45,CAPP,141410.4877,1985
Connected,46,CAPP,173459.5974,1985
Connected,47,CAPP,207490.6348,1985
Connected,48,CAPP,239399.8461,1985
Connected,49,CAPP,243359.2863,1985
Connected,50,CAPP,247715.3323,1985
Connected,51,CAPP,242494.5424,1985
Connected,52,CAPP,245510.4229,1985
Connected,0,EAPP,13996136.23,1985
Connected,1,EAPP,14191139.46,1985
Connected,2,EAPP,14363453.56,1985
Connected,3,EAPP,14493702.83,1985
Connected,4,EAPP,14768355.56,1985
Connected,5,EAPP,15104215.72,1985
Connected,6,EAPP,15393494.2,1985
Connected,7,EAPP,15587321.54,1985
Connected,8,EAPP,15733357.96,1985
Connected,9,EAPP,15870660.24,1985
Connected,10,EAPP,15937671.89,1985
Connected,11,EAPP,15933410.77,1985
Connected,12,EAPP,15951974.85,1985
Connected,13,EAPP,16085892.82,1985
Connected,14,EAPP,16485931.23,1985
Connected,15,EAPP,16891321.07,1985
Connected,16,EAPP,17167371.59,1985
Connected,17,EAPP,17347356.75,1985
Connected,18,EAPP,17338251.63,1985
Connected,19,EAPP,17282396.75,1985
Connected,20,EAPP,17174093.91,1985
Connected,21,EAPP,16988021.32,1985
Connected,22,EAPP,16740660.07,1985
Connected,23,EAPP,16447724.06,1985
Connected,24,EAPP,16164182.2,1985
Connected,25,EAPP,15902828.45,1985
Connected,26,EAPP,15627992.27,1985
Connected,27,EAPP,15349099.83,1985
Connected,28,EAPP,15071595.79,1985
Connected,29,EAPP,14852234.94,1985
Connected,30,EAPP,14626647.23,1985
Connected,31,EAPP,14396933.08,1985
Connected,32,EAPP,14183675.78,1985
Connected,33,EAPP,13977917.01,1985
Connected,34,EAPP,13757872.85,1985
Connected,35,EAPP,13540564.78,1985
Connected,36,EAPP,13379952.9,1985
Connected,37,EAPP,13245389.38,1985
Connected,38,EAPP,13075651.52,1985
Connected,39,EAPP,12964465.99,1985
Connected,40,EAPP,12834158.63,1985
Connected,41,EAPP,12744236.14,1985
Connected,42,EAPP,12711479.97,1985
Connected,43,EAPP,12690884.04,1985
Connected,44,EAPP,12735750.81,1985
Connected,45,EAPP,12801846.7,1985
Connected,46,EAPP,12858483.97,1985
Connected,47,EAPP,13004776.33,1985
Connected,48,EAPP,13212686.67,1985
Connected,49,EAPP,13462903.57,1985
Connected,50,EAPP,13666831.08,1985
Connected,51,EAPP,13863862.13,1985
Connected,52,EAPP,13963273.28,1985
Connected,0,NAPP,147484.9972,1985
Connected,1,NAPP,152277.4861,1985
Connected,2,NAPP,154830.8532,1985
Connected,3,NAPP,160230.5641,1985
Connected,4,NAPP,164435.9873,1985
Connected,5,NAPP,171344.0561,1985
Connected,6,NAPP,175188.7638,1985
Connected,7,NAPP,180172.4135,1985
Connected,8,NAPP,185523.1191,1985
Connected,9,NAPP,188843.3169,1985
Connected,10,NAPP,195196.711,1985
Connected,11,NAPP,196820.7368,1985
Connected,12,NAPP,200237.149,1985
Connected,13,NAPP,206282.95,1985
Connected,14,NAPP,214523.017,1985
Connected,15,NAPP,220575.7338,1985
Connected,16,NAPP,229095.4609,1985
Connected,17,NAPP,233782.0796,1985
Connected,18,NAPP,235267.4758,1985
Connected,19,NAPP,236717.327,1985
Connected,20,NAPP,240139.6672,1985
Connected,21,NAPP,243123.7388,1985
Connected,22,NAPP,242131.4762,1985
Connected,23,NAPP,238857.5138,1985
Connected,24,NAPP,236458.9768,1985
Connected,25,NAPP,227686.0393,1985
Connected,26,NAPP,212097.0512,1985
Connected,27,NAPP,196082.8397,1985
Connected,28,NAPP,179713.4372,1985
Connected,29,NAPP,164280.3079,1985
Connected,30,NAPP,149757.364,1985
Connected,31,NAPP,133823.1988,1985
Connected,32,NAPP,123022.1323,1985
Connected,33,NAPP,115240.0216,1985
Connected,34,NAPP,105318.3221,1985
Connected,35,NAPP,99339.66807,1985
Connected,36,NAPP,97878.74282,1985
Connected,37,NAPP,97917.50338,1985
Connected,38,NAPP,102053.8662,1985
Connected,39,NAPP,105024.5641,1985
Connected,40,NAPP,106929.5441,1985
Connected,41,NAPP,109233.1321,1985
Connected,42,NAPP,112327.5783,1985
Connected,43,NAPP,115710.0732,1985
Connected,44,NAPP,118241.0307,1985
Connected,45,NAPP,120757.8314,1985
Connected,46,NAPP,123424.8322,1985
Connected,47,NAPP,126227.1461,1985
Connected,48,NAPP,129260.2391,1985
Connected,49,NAPP,132573.6067,1985
Connected,50,NAPP,136501.2298,1985
Connected,51,NAPP,139613.1698,1985
Connected,52,NAPP,141209.5132,1985
Connected,0,SAPP,13046459.13,1985
Connected,1,SAPP,12976711.38,1985
Connected,2,SAPP,12906239.36,1985
Connected,3,SAPP,12818029.44,1985
Connected,4,SAPP,12748591.24,1985
