AT,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,PL,PT,SE,SI,SK,UK,EU
0.040508631,0.050634405,0.050906929,0.04771009,0.098862509,0.064072434,0.054826954,0.14753246,0.108972466,0.161711727,0.084876146,0.110234814,0.070908754,0.044708673,0.040306532,0.149557476,0.060362261,0.1011902,0.044871753,0.101092776,0.086911501,0.081206421,0.197339233,0.15579498,0.109011804,0.054870742,0.142030875,0.097323862
0.039559851,0.048944585,0.049966044,0.046364953,0.095520018,0.062557992,0.053422632,0.143708293,0.103953366,0.158294806,0.082054948,0.10736813,0.068667716,0.043794757,0.039485605,0.142537775,0.058149679,0.099001462,0.04392688,0.096311242,0.084692503,0.07939665,0.193621601,0.151870155,0.107015793,0.053705943,0.136284513,0.09439888
0.039293594,0.047948106,0.049057739,0.045674206,0.092254183,0.061982917,0.05329003,0.142312682,0.10143434,0.153894722,0.079314053,0.106453074,0.067299009,0.043084372,0.038797397,0.139165682,0.056926252,0.098451447,0.043103666,0.093994946,0.084258619,0.078641369,0.188455182,0.150013979,0.10444059,0.052850949,0.133241644,0.092734199
0.039008738,0.047068553,0.047277567,0.044963421,0.090358801,0.061255984,0.05349612,0.140938216,0.100663725,0.151077827,0.077750656,0.105682521,0.065953459,0.041801214,0.03754476,0.138433021,0.056071717,0.097726642,0.041640463,0.093480283,0.084148039,0.077527848,0.185072947,0.147682617,0.099393623,0.051363101,0.131636577,0.091493806
0.03842159,0.045463327,0.045080404,0.043636156,0.088772551,0.06002699,0.053304079,0.138342817,0.099875203,0.147718607,0.07642153,0.104015777,0.063449322,0.040149147,0.03595355,0.137865841,0.054580248,0.096292261,0.039787346,0.093108931,0.083376973,0.075792921,0.180796573,0.144028573,0.093370656,0.049418022,0.129128406,0.089564739
0.038102055,0.04344087,0.043642691,0.04220336,0.085906008,0.05928199,0.053293044,0.13667189,0.098284668,0.141125616,0.073938225,0.102976263,0.060349257,0.039067349,0.034900168,0.136256957,0.052612907,0.09559332,0.038538074,0.092024621,0.082997972,0.074754728,0.172326818,0.141598004,0.089271864,0.048137118,0.125530534,0.087331281
0.038626206,0.042091357,0.043552114,0.041582598,0.082260621,0.059867285,0.054289464,0.137732371,0.097364878,0.133191311,0.070800475,0.103960085,0.05826342,0.039076099,0.034835926,0.135475575,0.051333035,0.097175686,0.038362752,0.091483432,0.084237462,0.075513937,0.16220478,0.142189295,0.08811785,0.048150656,0.123250337,0.086221237
0.040623838,0.041946009,0.044633217,0.042336031,0.079839858,0.062580855,0.057545531,0.143518231,0.098531653,0.127848947,0.068743769,0.108638083,0.057903485,0.040205204,0.035720549,0.137616726,0.051432773,0.102632125,0.039162592,0.092880378,0.088771108,0.078963242,0.155370589,0.147304661,0.08866086,0.049550308,0.124001883,0.087615725
0.044614344,0.042896624,0.046862493,0.044560377,0.079667175,0.068148355,0.064054311,0.156004618,0.103346289,0.126646189,0.068683698,0.11858697,0.058943367,0.042588761,0.037637537,0.145198816,0.053070758,0.113153166,0.041022201,0.097919401,0.098005182,0.085888222,0.153684323,0.158633615,0.090376542,0.052557614,0.128829919,0.092344544
0.05015344,0.045012004,0.048874268,0.048021718,0.081648026,0.075760594,0.073562804,0.173730268,0.113167824,0.128197934,0.070536314,0.132830544,0.061369576,0.045217676,0.039633114,0.160230659,0.056507894,0.12747481,0.042876172,0.10798395,0.111347945,0.095092817,0.155177432,0.174166481,0.089799757,0.056005522,0.138816009,0.10004543
0.056558545,0.047098886,0.050750103,0.051691136,0.085983039,0.084595319,0.084774835,0.194940457,0.126899937,0.131963359,0.074429252,0.149846829,0.063375761,0.048023673,0.041726105,0.181362543,0.060534656,0.143688222,0.044842111,0.122196678,0.127116864,0.10557182,0.15900101,0.192684242,0.088157435,0.059785958,0.151686719,0.109414417
0.062409377,0.049252577,0.05172728,0.055052424,0.090503697,0.092607376,0.095344217,0.214722307,0.142941772,0.133275025,0.078436022,0.165778773,0.065280835,0.0501366,0.04320116,0.205853273,0.064949654,0.158247998,0.046174515,0.138741507,0.141909364,0.11486758,0.159219274,0.209628765,0.084709961,0.062768981,0.166318608,0.118471912
0.097851529,0.21600494,0.045766904,0.090185866,0.095272265,0.144842877,0.158979038,0.231136324,0.138814856,0.125052162,0.089735776,0.182503302,0.083045145,0.052126274,0.044697273,0.243931533,0.074569539,0.190877703,0.122238672,0.154020846,0.261543511,0.153086581,0.157654839,0.201036527,0.083372976,0.070962118,0.245517788,0.167293552
0.102221451,0.233059887,0.046079057,0.093639911,0.09865176,0.151191883,0.166843692,0.24127782,0.148934352,0.121458529,0.093510449,0.190749286,0.086020969,0.053332495,0.045610342,0.263097542,0.078306536,0.19865986,0.127228993,0.166104997,0.274357003,0.159179351,0.152837402,0.208742828,0.082594364,0.07293717,0.262387817,0.175420928
0.104623418,0.243453014,0.046708489,0.095556116,0.10210185,0.154749585,0.170980133,0.247086401,0.155095372,0.12034774,0.097057878,0.195383347,0.087855922,0.054308212,0.046418495,0.274669401,0.080575244,0.203055368,0.130182225,0.173419014,0.281171635,0.16272558,0.151215911,0.213505461,0.083435037,0.074370824,0.27264063,0.180365669
0.105641342,0.249238899,0.047105387,0.096655527,0.104215616,0.156398766,0.172730979,0.250234907,0.158653483,0.119680995,0.099191139,0.197799422,0.089449223,0.054864504,0.046915106,0.28106632,0.082170068,0.204685736,0.131781122,0.177476808,0.284235742,0.164286776,0.150233351,0.216310262,0.08441349,0.075185878,0.278726861,0.183086897
0.104220252,0.251943965,0.047394549,0.096005664,0.106076944,0.154749078,0.170162981,0.248940265,0.160350487,0.120987297,0.100962703,0.196436677,0.090471085,0.054896322,0.047074494,0.283754293,0.083020802,0.201479556,0.13117533,0.179237772,0.280572881,0.162480715,0.151828284,0.216107308,0.086511742,0.075156271,0.281643606,0.18315337
0.098936946,0.249302175,0.046939183,0.092766104,0.107241215,0.147544118,0.160888523,0.239080256,0.158902601,0.122269507,0.101939822,0.188117556,0.090898926,0.053597299,0.046182017,0.279923641,0.082801641,0.191001808,0.12623956,0.176982246,0.266065984,0.155090176,0.153412226,0.209208188,0.088267845,0.07313648,0.27930548,0.178583997
0.090600978,0.237639116,0.048847875,0.086984758,0.107664042,0.135972727,0.146000896,0.222403392,0.151978204,0.124650641,0.101921,0.174181224,0.089291873,0.05167877,0.044872744,0.265793549,0.080299815,0.1751195,0.118011762,0.168257036,0.242494793,0.143579029,0.156429751,0.197397003,0.091479793,0.069993546,0.267661356,0.169111697
0.081254515,0.218806321,0.049177951,0.080428944,0.105683901,0.122968592,0.128818334,0.20330396,0.140891287,0.126168226,0.099461552,0.158153521,0.086833714,0.050140449,0.043984444,0.243598806,0.076463916,0.157961757,0.10882646,0.154452837,0.215205386,0.131105741,0.158438703,0.184378954,0.097505222,0.067080472,0.249199347,0.156762954
0.073175765,0.197508872,0.050657211,0.075105835,0.102735608,0.111858238,0.11345,0.187153006,0.12863276,0.12933881,0.095930616,0.144392279,0.085105233,0.049616701,0.044000221,0.218845644,0.072819593,0.143549895,0.101323502,0.139009032,0.190915066,0.120846269,0.162645494,0.174256641,0.105964004,0.065439461,0.229183948,0.145257265
0.066890242,0.179198622,0.051793333,0.071619687,0.100717976,0.103138503,0.101464951,0.17420836,0.118433029,0.136225009,0.093214847,0.133427342,0.085084285,0.049170781,0.04396665,0.197559718,0.070558512,0.132496295,0.095308038,0.125744182,0.171874632,0.112859148,0.171647112,0.165986841,0.112363534,0.06409094,0.212989544,0.1365172
0.062218254,0.164810053,0.051515432,0.069067348,0.100753551,0.096490818,0.093021878,0.164023303,0.110409025,0.146504397,0.092430292,0.125035715,0.084948231,0.048064793,0.043182956,0.181018482,0.068746867,0.123985589,0.090322317,0.115404642,0.158292535,0.106432931,0.184959205,0.158547309,0.11397982,0.062227088,0.200253993,0.130140389
0.058355061,0.153939015,0.050125436,0.066341169,0.100661898,0.090772878,0.086499065,0.154770531,0.104022836,0.154317914,0.091774942,0.117677577,0.083400966,0.046330305,0.041726572,0.168632684,0.066539919,0.11675179,0.08555393,0.107628452,0.147554134,0.1006135,0.19509589,0.150808944,0.111974162,0.059755374,0.189675624,0.124516014
0.055561508,0.14467472,0.048619532,0.063707998,0.098862509,0.086505549,0.08196243,0.14753246,0.098250111,0.155981021,0.089803461,0.112045994,0.080559337,0.044708673,0.040306532,0.158309425,0.063797588,0.111518664,0.081740269,0.101092776,0.139924698,0.096188329,0.197339233,0.144336413,0.109011804,0.057535641,0.179698606,0.119267714
0.054224173,0.137785399,0.047729617,0.061949896,0.095520018,0.084383589,0.079835823,0.143708293,0.093821749,0.152984187,0.086621418,0.1091259,0.077779621,0.043794757,0.039485605,0.150819986,0.061398447,0.109089315,0.079710821,0.096311242,0.13624871,0.093996971,0.193621601,0.140764482,0.107015793,0.056298154,0.171891621,0.115424343
0.053970388,0.134357796,0.046815141,0.061272414,0.092254183,0.083812173,0.079714111,0.142312682,0.091577084,0.148866234,0.083638392,0.108208737,0.076156203,0.043084372,0.038797397,0.147236074,0.060089665,0.1085615,0.078847946,0.093994946,0.135811867,0.093256846,0.188455182,0.138928589,0.10444059,0.05544337,0.167897752,0.113461298
0.053839627,0.133479099,0.045013848,0.060725442,0.090358801,0.083322812,0.080204097,0.140938216,0.090804921,0.146174744,0.081967647,0.107458614,0.074807881,0.041801214,0.03754476,0.146511413,0.059237075,0.107934544,0.077799614,0.093480283,0.136268823,0.092295203,0.185072947,0.13646406,0.099393623,0.053983841,0.166305448,0.112326037
0.053303361,0.132822104,0.042809293,0.059452256,0.088772551,0.082171024,0.080104921,0.138342817,0.089909132,0.142809053,0.080644384,0.105798399,0.072402512,0.040149147,0.03595355,0.146028237,0.057779256,0.106534487,0.076077224,0.093108931,0.135681231,0.090610776,0.180796573,0.132768531,0.093370656,0.052048006,0.164170644,0.110546851
0.053060538,0.131106512,0.041356931,0.058100995,0.085906008,0.081529597,0.080223827,0.13667189,0.088283746,0.136165822,0.078204105,0.104765624,0.069334177,0.039067349,0.034900168,0.144447355,0.055822963,0.105897706,0.074966025,0.092024621,0.135539243,0.089650783,0.172326818,0.130300838,0.089271864,0.050779286,0.160694752,0.108401765
0.05393182,0.130157782,0.041202764,0.057849136,0.082260621,0.082594187,0.081816742,0.137732371,0.087317099,0.128214694,0.075080805,0.105782175,0.067287434,0.039076099,0.034835926,0.143709022,0.054559122,0.107752103,0.075463182,0.091483432,0.137882909,0.090762442,0.16220478,0.130704104,0.08811785,0.050849209,0.158583881,0.107568896
0.056959427,0.13187687,0.042109051,0.059697221,0.079839858,0.086778321,0.086879921,0.143518231,0.088267599,0.1228451,0.07304772,0.110568972,0.06711149,0.040205204,0.035720549,0.146043992,0.05473181,0.113973745,0.078484327,0.092880378,0.145843439,0.095248599,0.155370589,0.135164007,0.08866086,0.052422513,0.160114039,0.109881876
0.06297368,0.138594607,0.044010417,0.064072376,0.079667175,0.095290273,0.096981894,0.156004618,0.092418114,0.121520502,0.073093088,0.120744472,0.068730632,0.042588761,0.037637537,0.154197634,0.056588756,0.125947667,0.08496577,0.097919401,0.161981787,0.104200778,0.153684323,0.145095428,0.090376542,0.055778635,0.167306298,0.116688424
0.071504803,0.152306588,0.045552641,0.070713597,0.081648026,0.107309208,0.111843672,0.173730268,0.100909665,0.122718231,0.075251315,0.135335675,0.072332658,0.045217676,0.039633114,0.170347912,0.060458985,0.142369566,0.09390308,0.10798395,0.18569856,0.116392865,0.155177432,0.158455477,0.089799757,0.059749221,0.181999287,0.127853604
0.081432935,0.17179852,0.046891374,0.078127333,0.085983039,0.121387599,0.129401639,0.194940457,0.112652708,0.125796523,0.079736429,0.152774353,0.076113983,0.048023673,0.041726105,0.193129686,0.065128789,0.161006154,0.104468524,0.122196678,0.213855649,0.130379354,0.15900101,0.174303835,0.088157435,0.064152458,0.201888765,0.141779846
0.090623004,0.194714024,0.04737112,0.085037497,0.090503697,0.134411348,0.146017648,0.214722307,0.126325781,0.126100617,0.084610622,0.169116476,0.08014736,0.0501366,0.04320116,0.219559462,0.070303791,0.177825681,0.114143877,0.138741507,0.240517474,0.142992294,0.159219274,0.188636585,0.084709961,0.067731393,0.224847296,0.155695362
0.134315145,0.168208842,0.045766904,0.13657917,0.095272265,0.099174455,0.152723595,0.236451542,0.176975854,0.125052162,0.092320011,0.17907508,0.098987756,0.052126274,0.044697273,0.290408081,0.0801968,0.148747074,0.151165794,0.134987607,0.215215111,0.10873574,0.157654839,0.203208451,0.083372976,0.044191533,0.26410721,0.16378155
0.140527365,0.180783585,0.046079057,0.142831095,0.09865176,0.10315427,0.160266883,0.246886299,0.190654882,0.121458529,0.096437705,0.187134003,0.103473053,0.053332495,0.045610342,0.3137962,0.08445122,0.154510942,0.157728932,0.145327347,0.225604998,0.112603721,0.152837402,0.211036256,0.082594364,0.044773465,0.282700033,0.171882402
0.143882619,0.188449271,0.046708489,0.14628404,0.10210185,0.105489777,0.164236934,0.252844558,0.1989802,0.12034774,0.100247604,0.191672153,0.106229561,0.054308212,0.046418495,0.327915803,0.087033341,0.157856579,0.161490286,0.151586005,0.231171391,0.114998206,0.151215911,0.215861052,0.083435037,0.045488563,0.293997965,0.176847883
0.145277663,0.192828852,0.047105387,0.148064698,0.104215616,0.106619219,0.165919135,0.256066439,0.203655118,0.119680995,0.102538711,0.194041895,0.108297558,0.054864504,0.046915106,0.335632785,0.088790207,0.159136364,0.163475452,0.155098547,0.233690857,0.116113584,0.150233351,0.218697009,0.08441349,0.045995137,0.300624327,0.17960099
0.143177329,0.194925773,0.047394549,0.146881777,0.106076944,0.105735386,0.163460539,0.254706442,0.205828237,0.120987297,0.104392102,0.192724641,0.109530976,0.054896322,0.047074494,0.338834117,0.089706754,0.156865642,0.1624832,0.156640406,0.230778787,0.115155631,0.151828284,0.218469635,0.086511742,0.046408587,0.303766004,0.179837583
0.135637401,0.193139218,0.046939183,0.141233091,0.107241215,0.101283258,0.15456682,0.244546957,0.203680216,0.122269507,0.105399623,0.1846013,0.109688403,0.053597299,0.046182017,0.334041513,0.089377187,0.14912767,0.155892156,0.154764637,0.219040271,0.110529625,0.153412226,0.211449929,0.088267845,0.04599687,0.301076115,0.175636442
0.123715106,0.18460794,0.048847875,0.131232988,0.107664042,0.094169357,0.140291363,0.227360596,0.194241261,0.124650641,0.1053168,0.170994695,0.107048938,0.05167877,0.044872744,0.316756982,0.086498548,0.13744963,0.144880888,0.147318734,0.199979882,0.103389297,0.156429751,0.199431573,0.091479793,0.045464592,0.28819791,0.166627408
0.110230148,0.170869193,0.049177951,0.119482766,0.105683901,0.086376096,0.12382108,0.207646455,0.179082878,0.126168226,0.102655951,0.15536226,0.102896558,0.050140449,0.043984444,0.28956771,0.08205997,0.12502314,0.132361122,0.135554431,0.177986725,0.095942029,0.158438703,0.186161776,0.097505222,0.045608215,0.267748959,0.154708879
0.098421036,0.155544653,0.050657211,0.109174738,0.102735608,0.079991478,0.109097627,0.190931032,0.162063785,0.12933881,0.098809456,0.141963473,0.099169088,0.049616701,0.044000221,0.259067316,0.077716903,0.114826476,0.121802259,0.122471112,0.15850699,0.090206106,0.162645494,0.175807131,0.105964004,0.046741278,0.245419454,0.143489795
0.089240026,0.142656963,0.051793333,0.101646262,0.100717976,0.074962106,0.097614827,0.177539158,0.147546882,0.136225009,0.0957332,0.131285298,0.097328065,0.049170781,0.04396665,0.23260609,0.074824619,0.107003606,0.113373714,0.111337422,0.143230718,0.085723847,0.171647112,0.167352748,0.112363534,0.047560532,0.227130267,0.134911678
0.082563508,0.132509465,0.051515432,0.096189586,0.100753551,0.070859015,0.08951866,0.16704797,0.136151546,0.146504397,0.09462519,0.123089536,0.09576489,0.048064793,0.043182956,0.212053516,0.072521981,0.100747699,0.106735589,0.102652284,0.132241865,0.081726604,0.184959205,0.159787552,0.11397982,0.047190862,0.212761868,0.128607802
0.077199042,0.124560021,0.050125436,0.091343925,0.100661898,0.067051026,0.083255668,0.157565007,0.127439773,0.154317914,0.093720022,0.115878781,0.093236078,0.046330305,0.041726572,0.196888059,0.069975614,0.09519612,0.100722685,0.096021821,0.123450001,0.077725685,0.19509589,0.151954134,0.111974162,0.045840921,0.20105616,0.123054707
0.073389599,0.117489326,0.048619532,0.087228382,0.098862509,0.064089209,0.078896362,0.150165752,0.119921939,0.155981021,0.091575045,0.110350353,0.089656768,0.044708673,0.040306532,0.18448327,0.066978861,0.091076903,0.096042741,0.090344096,0.117155839,0.074527123,0.197339233,0.145414957,0.109011804,0.044388898,0.190233483,0.117840731
0.071592029,0.112103113,0.047729617,0.084686777,0.095520018,0.062574365,0.076851307,0.146262195,0.11430029,0.152984187,0.088263251,0.107480173,0.086369226,0.043794757,0.039485605,0.175588716,0.064406974,0.089124163,0.093592587,0.08614475,0.11410562,0.072887451,0.193621601,0.141809766,0.107015793,0.043509634,0.181850225,0.113975803
0.07135307,0.109378252,0.046815141,0.08386988,0.092254183,0.06199929,0.076728384,0.144863055,0.111501288,0.148866234,0.085193179,0.106565117,0.08450569,0.043084372,0.038797397,0.171372106,0.063019172,0.088552461,0.092714216,0.084093458,0.113670254,0.072125428,0.188455182,0.139971891,0.10444059,0.042653809,0.177590374,0.111956983
0.071404636,0.108499435,0.045013848,0.083503068,0.090358801,0.061272513,0.077186334,0.143518781,0.110732416,0.146174744,0.083483843,0.10579587,0.08315477,0.041801214,0.03754476,0.170670875,0.062168351,0.087731173,0.091826972,0.083571803,0.1138834,0.070944198,0.185072947,0.137519894,0.099393623,0.041054463,0.176001617,0.11078335
0.070928711,0.107568231,0.042809293,0.082349356,0.088772551,0.060043609,0.077076624,0.140932564,0.110053676,0.142809053,0.082162669,0.104129421,0.080842515,0.040149147,0.03595355,0.170439235,0.060741706,0.086263663,0.09015509,0.083095561,0.113216962,0.069186765,0.180796573,0.133828278,0.093370656,0.039073234,0.173971174,0.109011095
0.070776862,0.105763911,0.041356931,0.081106739,0.085906008,0.059298631,0.077180902,0.139270899,0.108498574,0.136165822,0.079737871,0.103090328,0.077804072,0.039067349,0.034900168,0.168941975,0.058795644,0.08550393,0.08909746,0.081976825,0.112973121,0.068113692,0.172326818,0.131364226,0.089271864,0.037744575,0.170529574,0.106856751
0.07205923,0.104699351,0.041202764,0.081283946,0.082260621,0.059884306,0.078706417,0.14037717,0.107626415,0.128214694,0.076619771,0.104076341,0.075794183,0.039076099,0.034835926,0.168332411,0.057546624,0.086819388,0.089855382,0.081384715,0.114842526,0.068715788,0.16220478,0.131785051,0.08811785,0.037536361,0.168466037,0.10595663
0.076306567,0.105879467,0.042109051,0.084449682,0.079839858,0.062598969,0.0835655,0.146318161,0.109014499,0.1228451,0.074595179,0.108761204,0.075791712,0.040205204,0.035720549,0.171246362,0.05778687,0.091527016,0.093738601,0.082550543,0.121331321,0.071702777,0.155370589,0.13630677,0.08866086,0.038252595,0.170213931,0.108079074
0.084717766,0.1109299,0.044010417,0.091549803,0.079667175,0.068168676,0.093261324,0.159130125,0.114506422,0.121520502,0.074678466,0.11872458,0.07795688,0.042588761,0.037637537,0.181108944,0.059846619,0.100624378,0.102013067,0.086899619,0.134504377,0.077723976,0.153684323,0.146369601,0.090376542,0.039888339,0.178067458,0.114549656
0.09679244,0.121289682,0.045552641,0.102415933,0.081648026,0.075784239,0.107518292,0.177358336,0.125685822,0.122718231,0.076946567,0.132990395,0.082667346,0.045217676,0.039633114,0.200605289,0.064117864,0.112889823,0.113697878,0.09560364,0.153766041,0.085596724,0.155177432,0.159934095,0.089799757,0.041280309,0.194076874,0.125278144
0.110893153,0.135749845,0.046891374,0.115043273,0.085983039,0.084622869,0.124359143,0.199182712,0.141450958,0.125796523,0.081644572,0.150033722,0.088122128,0.048023673,0.041726105,0.228321875,0.069383173,0.126730778,0.127599508,0.107800855,0.176601528,0.094512009,0.15900101,0.176033756,0.088157435,0.042610917,0.215929373,0.138765411
0.124037918,0.152663866,0.04737112,0.127166364,0.090503697,0.092638718,0.140291947,0.219561989,0.159911897,0.126100617,0.086830646,0.165991487,0.094161717,0.0501366,0.04320116,0.260549076,0.075262007,0.139078276,0.14051137,0.121966552,0.198165934,0.102328962,0.159219274,0.19061241,0.084709961,0.043250253,0.241216511,0.152353365
0.137421928,0.156156135,0.047333244,0.149540166,0.096857608,0.07565092,0.137684409,0.254218827,0.165039323,0.124743964,0.110675258,0.18740975,0.127956108,0.055197995,0.04712097,0.288441545,0.08168715,0.13903714,0.127791438,0.141421787,0.217282848,0.091065482,0.157197928,0.216948564,0.083858555,0.053519769,0.253816107,0.162756627
0.143418909,0.167655828,0.048081431,0.156240316,0.101713799,0.077436343,0.144049565,0.264790004,0.177641209,0.123231219,0.118442302,0.195313706,0.13529702,0.056323237,0.048048465,0.31158551,0.086130443,0.142366965,0.13269235,0.152346684,0.227117084,0.093119139,0.15500163,0.22485406,0.084809883,0.054544155,0.27153415,0.1709395
0.147188619,0.174171711,0.048579829,0.160261254,0.105573636,0.078574257,0.147945663,0.271690786,0.184796617,0.122542449,0.12428512,0.200426896,0.139395102,0.057073308,0.04870023,0.324779526,0.088607999,0.144117886,0.136025438,0.158560258,0.23321784,0.094374642,0.153900466,0.230405955,0.0858528,0.055295737,0.281553811,0.175885861
0.149307074,0.178545719,0.048881064,0.162846251,0.107660464,0.078354671,0.150182967,0.276376117,0.18950475,0.121885952,0.127527739,0.203817049,0.142571276,0.057186045,0.048918503,0.333194336,0.090579217,0.142656159,0.138276944,0.162608524,0.236878943,0.094063562,0.152936996,0.234384981,0.087854715,0.055655111,0.288458467,0.178980085
0.147723412,0.181262663,0.04816147,0.162080758,0.109789547,0.075583338,0.148586314,0.275721529,0.19236869,0.123396741,0.130257801,0.203089353,0.144715428,0.055727074,0.047864309,0.337908966,0.091839142,0.136217049,0.138031771,0.164954155,0.234842671,0.090795688,0.154788274,0.23467912,0.08885046,0.054631475,0.292685971,0.179480503
0.14055088,0.180294558,0.047022743,0.156264874,0.111310854,0.070826845,0.141231052,0.265308972,0.191106807,0.124812308,0.13193791,0.195082034,0.144753296,0.05321863,0.045990583,0.334429153,0.091715181,0.125982745,0.13307526,0.163542223,0.223886326,0.085345194,0.156526236,0.227269372,0.089977549,0.052745044,0.291131546,0.175680548
0.128729132,0.173011103,0.04613641,0.145404656,0.111869696,0.065334524,0.128965923,0.246529153,0.183004662,0.127096156,0.131693743,0.180843675,0.140332694,0.050512566,0.044007189,0.318472047,0.088787658,0.114362289,0.124202611,0.156180069,0.205301187,0.079202915,0.159410415,0.213460452,0.092214122,0.050785956,0.27958489,0.166988834
0.114812196,0.160564718,0.045952606,0.131947994,0.109521375,0.060330179,0.114376238,0.223865423,0.169268988,0.12761618,0.127541022,0.163707885,0.132519016,0.048342823,0.042501735,0.292253851,0.083802398,0.10377018,0.11362756,0.143951205,0.183108317,0.073780455,0.160143564,0.196918911,0.09591017,0.049386792,0.260054694,0.154958997
0.101536637,0.145926073,0.045756896,0.118785424,0.105281075,0.056215663,0.100289227,0.202046774,0.153086209,0.128023891,0.120658434,0.147209709,0.123551041,0.046523365,0.041210945,0.261524964,0.078187543,0.09529509,0.103621749,0.129623627,0.161676581,0.069347103,0.160833054,0.181335996,0.098593085,0.048155215,0.237310939,0.142224797
0.09082881,0.132156723,0.045029732,0.108156577,0.100766992,0.052921616,0.088900253,0.183983744,0.137781292,0.129824916,0.113088251,0.133606501,0.115548155,0.044779127,0.039863737,0.232383339,0.073275747,0.088792113,0.095333374,0.116097606,0.144256395,0.065683168,0.163357991,0.168272634,0.098938703,0.046751918,0.216183531,0.131088293
0.082998815,0.120900525,0.043986215,0.100249799,0.097320501,0.050203034,0.080672253,0.1703449,0.125309763,0.133696463,0.106680495,0.123402859,0.108884865,0.043116844,0.038509851,0.20888932,0.069224795,0.083632145,0.088930779,0.105147192,0.131557869,0.062568518,0.168535702,0.157936053,0.097836335,0.045272009,0.198940499,0.122417966
0.077104751,0.112326174,0.042857696,0.09406908,0.094350752,0.047986987,0.074565944,0.159739274,0.115926252,0.136485379,0.101425057,0.115521689,0.103310469,0.04161113,0.03723025,0.191581268,0.065797847,0.079735576,0.083832987,0.096975602,0.122040439,0.060001286,0.172300362,0.149515611,0.095883634,0.043822878,0.185625986,0.115620941
0.072783496,0.105587752,0.042230852,0.089288407,0.09125685,0.046857593,0.070122378,0.151341023,0.108643998,0.136394699,0.096827489,0.109356045,0.098527641,0.040806305,0.036524241,0.178444976,0.062826688,0.077963304,0.079725084,0.090686663,0.114974275,0.058712761,0.172337223,0.142497052,0.094533311,0.043003155,0.175013262,0.110224694
0.070782038,0.100333072,0.041902625,0.08651794,0.088151337,0.046683053,0.068049308,0.146969239,0.103054773,0.134526772,0.092727446,0.106193926,0.094459062,0.040557908,0.036271652,0.168751037,0.060317139,0.077924151,0.077581791,0.085951005,0.111580024,0.058486506,0.170069636,0.138699258,0.093470726,0.042679545,0.166673792,0.106489605
0.070858854,0.097723035,0.041274055,0.085987204,0.08520574,0.046609697,0.068160157,0.146519742,0.10031981,0.131699652,0.089230971,0.105931049,0.092306254,0.040211701,0.03590768,0.164256713,0.059023178,0.078063189,0.077299379,0.083702303,0.111620333,0.058278985,0.166559895,0.138012351,0.091564003,0.042204866,0.162548935,0.104780344
0.071467715,0.097514722,0.040278337,0.086363593,0.083567538,0.046119137,0.068920838,0.147116243,0.100178102,0.129857349,0.087452402,0.10645035,0.091839166,0.039506601,0.035223681,0.164368537,0.058749838,0.077500706,0.077414491,0.083666477,0.112666673,0.05755,0.164268771,0.137937489,0.088845557,0.0413542,0.162161787,0.10442955
0.071432447,0.097790446,0.039429773,0.08617823,0.082978278,0.045564762,0.06905979,0.146393076,0.100607822,0.128509566,0.087044315,0.106014405,0.091464124,0.038842842,0.034588586,0.165564942,0.05847636,0.076833845,0.076836105,0.08411241,0.112698202,0.05679871,0.162559307,0.136628678,0.08654095,0.04057097,0.162383108,0.10408603
0.071107723,0.097188547,0.039149849,0.085466784,0.082147888,0.045555139,0.068847407,0.145083591,0.100133745,0.12603298,0.086519386,0.10514194,0.090271476,0.038677323,0.034386909,0.165269877,0.057679946,0.077283616,0.076029487,0.083801741,0.112181761,0.056785374,0.159390408,0.134959766,0.085325521,0.040287325,0.161147823,0.103258102
0.071681479,0.096312122,0.03967749,0.085476572,0.080585653,0.046906061,0.069451532,0.145150236,0.099339994,0.122440078,0.085220982,0.105301694,0.089007478,0.039459294,0.034957865,0.164382196,0.056870284,0.080631373,0.075998747,0.083224145,0.112916401,0.058461165,0.154806825,0.134579086,0.085095369,0.040847223,0.159559853,0.102859892
0.075157852,0.096549413,0.041395205,0.088200627,0.079127396,0.050663991,0.07293516,0.149707922,0.099709063,0.119399222,0.083965044,0.108861977,0.08877247,0.041835542,0.036848258,0.165607124,0.056773768,0.088606404,0.078229795,0.083684865,0.11801786,0.062978774,0.150940872,0.137786151,0.086489205,0.042868513,0.159901249,0.104705373
0.083641815,0.100008437,0.04340705,0.095698383,0.078643135,0.056299437,0.081522485,0.16310511,0.103565078,0.117931846,0.083830193,0.118997199,0.090910587,0.045140859,0.039430759,0.173407028,0.058260309,0.100415478,0.084794494,0.087263222,0.131059268,0.069571395,0.149082028,0.148157719,0.087233633,0.045585418,0.165504871,0.110598799
0.096794512,0.109258736,0.045420251,0.108281728,0.079896781,0.063118098,0.095027839,0.184388138,0.113648712,0.118099016,0.086036511,0.135062643,0.097337161,0.04897561,0.042428426,0.192450359,0.062465362,0.11414279,0.095031651,0.096244263,0.151635765,0.077340371,0.149281262,0.164361119,0.087594106,0.048742667,0.180357982,0.121452656
