	BE
7119	11010.85
7120	10927.17
7121	10904.22
7122	10953.26
7123	11098.12
7124	11088.23
7125	10866.43
7126	10598.74
7127	10637.88
7128	10566.80
7129	10217.23
7130	9967.99
7131	9796.13
7132	9702.56
7133	9663.42
7134	9698.96
7135	9853.27
7136	10043.13
7137	10287.42
7138	10520.91
7139	10610.44
7140	10735.96
7141	10720.21
7142	10635.18
7143	10542.51
7144	10471.42
7145	10377.85
7146	10448.03
7147	10646.43
7148	10717.97
7149	10507.42
7150	10289.22
7151	10257.27
7152	10214.09
7153	9926.15
7154	9684.11
7155	9533.85
7156	9420.92
7157	9435.77
7158	9468.16
7159	9576.59
7160	9692.66
7161	9934.70
7162	10119.61
7163	10185.74
7164	10322.06
7165	10228.93
7166	10104.31
7167	10004.44
7168	9955.40
7169	9983.74
7170	10302.26
7171	10600.54
7172	10522.26
7173	10378.30
7174	10207.34
7175	10160.10
7176	10060.22
7177	9762.39
7178	9560.84
7179	9444.32
7180	9430.82
7181	9501.45
7182	9750.25
7183	10290.57
7184	10642.38
7185	10826.84
7186	10934.36
7187	11005.00
7188	11089.13
7189	11017.14
7190	10971.70
7191	10906.92
7192	10857.43
7193	10812.89
7194	11094.98
7195	11396.40
7196	11162.46
7197	10892.52
7198	10630.24
7199	10566.80
7200	10429.58
7201	10090.81
7202	9858.67
7203	9748.00
7204	9695.81
7205	9770.49
7206	9979.69
7207	10477.72
7208	10792.20
7209	10970.81
7210	11062.13
7211	11099.47
7212	11162.01
7213	11132.77
7214	11086.88
7215	10987.45
7216	11017.14
7217	11013.54
7218	11274.93
7219	11461.64
7220	11260.09
7221	10976.20
7222	10697.27
7223	10681.07
7224	10552.85
7225	10203.29
7226	9977.44
7227	9805.13
7228	9756.99
7229	9808.28
7230	10018.83
7231	10452.98
7232	10812.89
7233	11039.64
7234	11148.06
7235	11207.00
7236	11324.87
7237	11258.74
7238	11216.45
7239	11168.76
7240	11144.01
7241	11160.66
7242	11399.55
7243	11478.73
7244	11257.39
7245	11005.45
7246	10752.61
7247	10722.46
7248	10585.25
7249	10232.98
7250	9978.79
7251	9798.38
7252	9772.74
7253	9808.28
7254	10020.18
7255	10480.42
7256	10803.89
7257	10992.85
7258	11135.02
7259	11181.35
7260	11300.13
7261	11198.90
7262	11121.07
7263	11036.04
7264	10993.30
7265	10967.21
7266	11243.44
7267	11426.10
7268	11189.45
7269	10929.86
7270	10670.73
7271	10656.33
7272	10529.01
7273	10174.94
7274	9916.71
7275	9758.34
7276	9707.06
7277	9777.69
7278	9970.24
7279	10418.79
7280	10755.31
7281	10902.42
7282	11023.44
7283	11044.59
7284	11134.12
7285	11091.83
7286	11018.94
7287	10917.27
7288	10802.10
7289	10762.95
7290	11036.94
7291	11211.05
7292	10957.31
7293	10687.37
7294	10435.43
7295	10455.68
7296	10390.44
7297	10036.83
7298	9790.29
7299	9616.63
7300	9538.80
7301	9503.70
7302	9548.69
7303	9667.92
7304	9761.04
7305	9879.81
7306	10088.12
7307	10191.14
7308	10263.12
7309	10261.32
7310	10125.91
7311	10001.74
7312	9897.36
7313	9950.90
7314	10354.00
7315	10578.50
7316	10467.37
7317	10337.81
7318	10151.10
7319	10165.05
7320	10106.11
7321	9809.63
7322	9586.03
7323	9477.16
7324	9391.23
7325	9389.43
7326	9427.22
7327	9554.99
7328	9610.78
7329	9761.94
7330	9972.49
7331	10117.81
7332	10213.64
7333	10262.22
7334	10125.91
7335	10052.57
7336	9979.69
7337	9966.64
7338	10382.79
7339	10639.23
7340	10582.55
7341	10432.73
7342	10211.39
7343	10185.74
7344	10062.47
7345	9765.99
7346	9563.09
7347	9459.61
7348	9441.62
7349	9528.90
7350	9785.34
7351	10312.16
7352	10759.36
7353	10835.39
7354	10964.06
7355	11009.50
7356	11104.42
7357	11021.19
7358	10991.95
7359	10974.85
7360	10956.86
7361	11032.89
7362	11392.35
7363	11470.19
7364	11230.84
7365	10951.01
7366	10705.82
7367	10701.32
7368	10551.95
7369	10186.64
7370	9955.40
7371	9812.33
7372	9795.23
7373	9842.92
7374	10050.32
7375	10534.41
7376	10975.30
7377	11018.94
7378	11162.46
7379	11199.35
7380	11273.58
7381	11171.46
7382	11178.66
7383	11132.32
7384	11122.87
7385	11114.32
7386	11441.84
7387	11586.71
7388	11328.02
7389	11057.18
7390	10815.14
7391	10769.25
7392	10646.43
7393	10291.47
7394	10075.07
7395	9948.20
7396	9925.25
7397	9975.64
7398	10184.84
7399	10688.72
7400	11125.57
7401	11224.54
7402	11292.48
7403	11318.57
7404	11372.56
7405	11267.73
7406	11285.73
7407	11248.39
7408	11236.69
7409	11185.40
7410	11510.23
7411	11596.16
7412	11340.17
7413	11049.99
7414	10811.09
7415	10788.15
7416	10650.03
7417	10260.42
7418	10031.88
7419	9904.11
7420	9852.82
7421	9877.12
7422	10067.42
7423	10512.36
7424	10945.16
7425	11000.50
7426	11125.12
7427	11173.71
7428	11247.49
7429	11160.66
7430	11099.92
7431	11017.14
7432	10949.66
7433	10936.61
7434	11289.33
7435	11450.39
7436	11215.55
7437	10956.86
7438	10701.32
7439	10770.15
7440	10664.88
7441	10318.91
7442	10089.46
7443	9941.00
7444	9876.22
7445	9916.71
7446	10135.35
7447	10668.93
7448	11101.27
7449	11175.06
7450	11284.38
7451	11337.02
7452	11419.35
7453	11320.37
7454	11296.53
7455	11226.79
7456	11106.22
7457	11029.29
7458	11377.06
7459	11438.24
7460	11178.66
7461	10942.91
7462	10718.42
7463	10766.10
7464	10683.77
7465	10356.70
7466	10089.46
7467	9913.56
7468	9793.44
7469	9774.99
7470	9824.93
7471	9934.70
7472	10096.66
7473	10272.57
7474	10461.98
7475	10583.90
7476	10635.18
7477	10625.29
7478	10529.46
7479	10428.23
7480	10382.35
7481	10424.64
7482	10801.20
7483	10960.91
7484	10769.25
7485	10532.16
7486	10327.91
7487	10363.45
7488	10299.11
7489	10010.28
7490	9782.64
7491	9641.82
7492	9579.74
7493	9558.14
7494	9603.13
7495	9694.01
7496	9733.15
7497	9865.42
7498	10093.06
7499	10250.53
7500	10379.65
7501	10430.48
7502	10356.70
7503	10209.59
7504	10158.75
7505	10154.25
7506	10504.72
7507	10691.42
7508	10611.34
7509	10473.22
7510	10269.87
7511	10288.77
7512	10216.78
7513	9929.30
7514	9715.60
7515	9572.54
7516	9534.30
7517	9576.59
7518	9744.40
7519	10083.17
7520	10323.41
7521	10385.04
7522	10530.81
7523	10603.24
7524	10680.17
7525	10604.14
7526	10553.75
7527	10445.78
7528	10434.53
7529	10529.46
7530	10968.56
7531	11071.13
7532	10868.68
7533	10641.03
7534	10408.89
7535	10556.45
7536	10445.78
7537	10121.86
7538	9874.87
7539	9736.30
7540	9657.12
7541	9658.47
7542	9700.31
7543	9824.93
7544	9851.02
7545	9945.95
7546	10135.80
7547	10226.23
7548	10371.55
7549	10391.79
7550	10243.33
7551	10086.77
7552	10047.62
7553	10108.36
7554	10574.90
7555	10774.20
7556	10671.18
7557	10501.12
7558	10332.86
7559	10418.34
7560	10350.40
7561	10036.83
7562	9760.14
7563	9660.72
7564	9635.07
7565	9730.90
7566	9976.09
7567	10566.80
7568	11036.04
7569	11111.17
7570	11255.59
7571	11310.92
7572	11367.16
7573	11259.64
7574	11269.98
7575	11191.25
7576	11157.96
7577	11157.51
7578	11554.77
7579	11620.00
7580	11375.71
7581	11115.67
7582	10858.33
7583	10870.48
7584	10707.17
7585	10412.49
7586	10179.89
7587	10018.83
7588	9988.24
7589	10066.07
7590	10267.17
7591	10786.35
7592	11219.15
7593	11215.55
7594	11265.48
7595	11245.24
7596	11310.92
7597	11166.51
7598	11151.21
7599	11121.97
7600	11136.37
7601	11169.21
7602	11598.86
7603	11660.04
7604	11417.10
7605	11145.36
7606	10882.63
7607	10897.02
7608	10787.70
7609	10412.49
7610	10159.20
7611	10016.58
7612	9982.84
7613	9992.74
7614	10231.18
7615	10761.15
7616	11205.20
7617	11244.34
7618	11348.72
7619	11337.02
7620	11403.60
7621	11327.57
7622	11267.73
7623	11260.09
7624	11238.49
7625	11328.47
7626	11572.31
7627	11510.68
7628	11243.44
7629	11013.54
7630	10755.31
7631	10771.05
7632	10698.17
7633	10372.90
7634	10057.97
7635	9866.32
7636	9771.39
7637	9740.35
7638	9808.73
7639	9945.50
7640	10153.35
7641	10386.84
7642	10646.88
7643	10778.70
7644	10860.58
7645	10867.78
7646	10742.71
7647	10622.59
7648	10562.30
7649	10569.05
7650	10942.01
7651	10970.81
7652	10817.39
7653	10572.20
7654	10400.79
7655	10419.24
7656	10389.09
7657	10100.71
7658	9882.06
7659	9715.15
7660	9637.32
7661	9625.63
7662	9615.73
7663	9712.00
7664	9818.18
7665	9952.25
7666	10248.28
7667	10398.54
7668	10543.41
7669	10629.79
7670	10513.26
7671	10378.30
7672	10350.85
7673	10346.80
7674	10745.86
7675	10852.93
7676	10774.65
7677	10633.39
7678	10433.63
7679	10416.99
7680	10333.31
7681	10068.32
7682	9873.97
7683	9770.04
7684	9702.56
7685	9752.49
7686	10053.47
7687	10621.69
7688	11107.57
7689	11192.15
7690	11300.13
7691	11320.37
7692	11381.11
7693	11271.33
7694	11287.08
7695	11290.23
7696	11265.04
7697	11327.12
7698	11637.55
7699	11641.15
7700	11405.40
7701	11128.72
7702	10886.68
7703	10891.17
7704	10772.40
7705	10421.04
7706	10172.25
7707	10011.63
7708	9944.60
7709	9999.04
7710	10244.68
7711	10780.95
7712	11265.48
7713	11292.93
7714	11333.87
7715	11389.21
7716	11420.25
7717	11322.17
7718	11338.37
7719	11310.92
7720	11327.12
7721	11352.31
7722	11723.03
7723	11700.98
7724	11449.49
7725	11167.86
7726	10882.18
7727	10905.12
7728	10769.25
7729	10405.74
7730	10165.50
7731	9997.69
7732	9931.10
7733	9994.09
7734	10193.84
7735	10665.33
7736	11168.31
7737	11234.44
7738	11307.77
7739	11353.21
7740	11410.80
7741	11329.37
7742	11370.31
7743	11291.13
7744	11305.08
7745	11303.73
7746	11665.44
7747	11634.85
7748	11377.51
7749	11157.96
7750	10871.83
7751	10891.17
7752	10788.60
7753	10450.73
7754	10188.89
7755	10084.97
7756	10021.98
7757	10069.67
7758	10291.92
7759	10786.35
7760	11248.39
7761	11259.64
7762	11345.57
7763	11359.96
7764	11385.61
7765	11271.33
7766	11304.18
7767	11242.99
7768	11223.64
7769	11247.49
7770	11642.05
7771	11685.68
7772	11450.39
7773	11180.46
7774	10928.97
7775	10908.27
7776	10856.53
7777	10517.31
7778	10276.17
7779	10159.20
7780	10107.91
7781	10166.85
7782	10344.55
7783	10857.88
7784	11292.03
7785	11364.46
7786	11374.36
7787	11392.35
7788	11399.10
7789	11319.47
7790	11250.64
7791	11128.72
7792	11099.47
7793	11188.10
7794	11559.71
7795	11509.78
7796	11252.89
7797	10992.85
7798	10742.26
7799	10832.24
7800	10733.26
7801	10415.64
7802	10118.26
7803	9935.60
7804	9837.52
7805	9801.98
7806	9839.77
7807	9972.94
7808	10168.20
7809	10336.01
7810	10560.05
7811	10638.33
7812	10687.37
7813	10666.23
7814	10526.76
7815	10425.08
7816	10419.69
7817	10507.87
7818	10896.12
7819	10938.41
7820	10760.71
7821	10525.86
7822	10324.31
7823	10357.15
7824	10353.55
7825	10068.32
7826	9823.58
7827	9653.52
7828	9559.04
7829	9554.09
7830	9600.88
7831	9707.51
7832	9801.98
7833	9911.31
7834	10104.31
7835	10224.88
7836	10358.95
7837	10374.25
7838	10238.38
7839	10122.76
7840	10116.46
7841	10245.58
7842	10619.44
7843	10725.61
7844	10678.82
7845	10506.97
7846	10276.62
7847	10266.72
7848	10187.09
7849	9881.16
7850	9695.36
7851	9560.39
7852	9531.60
7853	9565.79
7854	9747.10
7855	10225.33
7856	10710.77
7857	10783.20
7858	10850.23
7859	10835.84
7860	10907.37
7861	10808.84
7862	10793.55
7863	10717.07
7864	10720.66
7865	10807.49
7866	11242.99
7867	11271.33
7868	11056.73
7869	10769.25
7870	10516.86
7871	10560.05
7872	10470.97
7873	10157.85
7874	9962.59
7875	9834.83
7876	9784.89
7877	9841.57
7878	10068.77
7879	10608.64
7880	11139.51
7881	11231.29
7882	11306.43
7883	11331.17
7884	11350.51
7885	11200.70
7886	11187.20
7887	11147.61
7888	11179.56
7889	11271.33
7890	11677.59
7891	11629.00
7892	11406.30
7893	11113.87
7894	10819.64
7895	10848.88
7896	10750.36
7897	10411.59
7898	10167.75
7899	10008.48
7900	9953.15
7901	10002.19
7902	10192.94
7903	10704.02
7904	11214.65
7905	11340.17
7906	11403.60
7907	11444.99
7908	11512.93
7909	11443.64
7910	11476.48
7911	11448.59
7912	11454.89
7913	11479.18
7914	11692.43
7915	11632.15
7916	11408.55
7917	11128.72
7918	10850.68
7919	10871.83
7920	10757.56
7921	10405.29
7922	10162.80
7923	9992.29
7924	9927.95
7925	9972.04
7926	10167.30
7927	10708.52
7928	11200.25
7929	11287.08
7930	11355.01
7931	11373.01
7932	11459.84
7933	11326.67
7934	11328.92
7935	11295.63
7936	11291.13
7937	11369.41
7938	11700.53
7939	11641.15
7940	11397.75
7941	11135.47
7942	10862.83
7943	10882.63
7944	10793.10
7945	10439.48
7946	10189.79
7947	10038.18
7948	9968.44
7949	10013.88
7950	10248.28
7951	10781.85
7952	11207.45
7953	11245.69
7954	11281.23
7955	11265.04
7956	11293.83
7957	11189.90
7958	11152.56
7959	11097.67
7960	11029.29
7961	11122.42
7962	11451.29
7963	11383.36
7964	11157.96
7965	10926.72
7966	10697.27
7967	10784.10
7968	10744.51
7969	10410.69
7970	10143.90
7971	9964.84
7972	9865.42
7973	9852.82
7974	9882.96
7975	10052.12
7976	10238.38
7977	10419.24
7978	10592.00
7979	10667.58
7980	10722.91
7981	10696.37
7982	10578.05
7983	10459.28
7984	10477.27
7985	10581.20
7986	10999.60
7987	11027.94
7988	10827.29
7989	10612.69
7990	10415.19
7991	10477.27
7992	10510.56
7993	10284.27
7994	10070.57
7995	9900.51
7996	9794.78
7997	9739.00
7998	9751.60
7999	9854.62
8000	9933.80
8001	10111.06
8002	10368.40
8003	10510.56
8004	10610.44
8005	10651.38
8006	10500.67
8007	10418.79
8008	10453.88
8009	10559.60
8010	10835.84
8011	10929.86
8012	10877.68
8013	10753.96
8014	10565.90
8015	10545.21
8016	10495.27
8017	10257.72
8018	10075.52
8019	9909.96
8020	9831.68
8021	9854.17
8022	10014.78
8023	10507.87
8024	11007.70
8025	11192.60
8026	11322.62
8027	11377.06
8028	11475.14
8029	11396.85
8030	11404.50
8031	11350.96
8032	11359.51
8033	11418.00
8034	11615.05
8035	11560.61
8036	11330.72
8037	11035.59
8038	10776.90
8039	10845.73
8040	10793.10
8041	10515.06
8042	10316.21
8043	10185.29
8044	10080.92
8045	10104.31
8046	10285.17
8047	10864.63
8048	11359.51
8049	11536.32
8050	11630.35
8051	11656.89
8052	11736.97
8053	11626.30
8054	11642.05
8055	11628.55
8056	11651.04
8057	11705.48
8058	11939.42
8059	11889.49
8060	11651.04
8061	11406.30
8062	11147.16
8063	11207.00
8064	11132.77
8065	10816.49
8066	10606.84
8067	10421.49
8068	10363.90
8069	10372.45
8070	10560.50
8071	11071.58
8072	11559.27
8073	11719.88
8074	11792.31
8075	11845.40
8076	11908.38
8077	11846.75
8078	11870.59
8079	11837.75
8080	11842.70
8081	11870.59
8082	12071.69
8083	12001.96
8084	11791.41
8085	11530.47
8086	11268.63
8087	11319.02
8088	11261.44
8089	10965.41
8090	10757.11
8091	10596.94
8092	10459.73
8093	10478.17
8094	10623.49
8095	11123.77
8096	11560.16
8097	11702.33
8098	11782.86
8099	11822.00
8100	11857.99
8101	11781.06
8102	11768.47
8103	11731.57
8104	11719.43
8105	11784.21
8106	12032.10
8107	11997.46
8108	11769.81
8109	11513.38
8110	11194.85
8111	11245.69
8112	11231.29
8113	10921.77
8114	10682.42
8115	10490.32
8116	10379.20
8117	10364.80
8118	10547.91
8119	11056.28
8120	11492.23
8121	11595.71
8122	11633.95
8123	11690.63
8124	11692.88
8125	11612.35
8126	11572.76
8127	11515.63
8128	11485.03
8129	11571.86
8130	11791.41
8131	11673.54
8132	11440.94
8133	11194.40
8134	10979.35
8135	11067.53
8136	11048.64
8137	10744.96
8138	10506.07
8139	10281.12
8140	10138.95
8141	10055.27
8142	10061.12
8143	10223.98
8144	10387.74
8145	10595.14
8146	10866.88
8147	11000.05
8148	11051.34
8149	11004.10
8150	10871.83
8151	10773.30
8152	10777.80
8153	10843.04
8154	11176.86
8155	11198.00
8156	11054.49
8157	10839.44
8158	10667.58
8159	10709.42
8160	10736.41
8161	10518.21
8162	10291.92
8163	10137.15
8164	10018.83
8165	9954.50
8166	9961.25
8167	10065.62
8168	10105.66
8169	10264.92
8170	10468.27
8171	10695.92
8172	10854.73
8173	10969.01
8174	10883.08
8175	10763.40
8176	10724.26
8177	10814.24
8178	11065.28
8179	11141.31
8180	11097.22
8181	10928.52
8182	10758.46
8183	10788.60
8184	10755.31
8185	10490.32
8186	10348.15
8187	10168.20
8188	10047.17
8189	10067.87
8190	10267.62
8191	10781.85
8192	11292.48
8193	11471.09
8194	11525.97
8195	11521.02
8196	11642.05
8197	11582.66
8198	11635.75
8199	11635.30
8200	11627.20
8201	11708.18
8202	11953.82
8203	11922.33
8204	11682.54
8205	11427.45
8206	11152.11
8207	11233.54
8208	11191.25
8209	10911.42
8210	10651.83
8211	10509.21
8212	10394.49
8213	10411.59
8214	10605.49
8215	11147.16
8216	11547.12
8217	11676.24
8218	11673.09
8219	11655.99
8220	11724.38
8221	11653.29
8222	11662.29
8223	11593.01
8224	11618.20
8225	11695.13
8226	12047.40
8227	12000.61
8228	11741.02
8229	11460.74
8230	11172.36
8231	11240.29
8232	11175.51
8233	10839.89
8234	10661.73
8235	10470.07
8236	10373.80
8237	10372.45
8238	10592.45
8239	11124.67
8240	11583.11
8241	11743.72
8242	11765.77
8243	11698.73
8244	11673.09
8245	11553.87
8246	11551.62
8247	11488.63
8248	11515.63
8249	11632.60
8250	11966.42
8251	11914.23
8252	11698.28
8253	11404.95
8254	11133.22
8255	11185.85
8256	11099.92
8257	10794.45
8258	10566.80
8259	10385.49
8260	10315.76
8261	10347.70
8262	10534.41
8263	11018.04
8264	11503.03
8265	11639.80
8266	11678.04
8267	11679.39
8268	11708.18
8269	11652.84
8270	11662.29
8271	11615.95
8272	11608.75
8273	11663.19
8274	11945.27
8275	11859.79
8276	11660.04
8277	11385.61
8278	11105.77
8279	11187.20
8280	11131.87
8281	10813.79
8282	10514.61
8283	10386.39
8284	10298.22
8285	10309.01
8286	10522.26
8287	11005.00
8288	11437.79
8289	11567.81
8290	11603.35
8291	11634.40
8292	11722.58
8293	11649.69
8294	11656.89
8295	11621.35
8296	11560.16
8297	11651.04
8298	11804.91
8299	11700.08
8300	11408.10
8301	11147.61
8302	10922.22
8303	11052.69
8304	11005.90
8305	10707.17
8306	10427.33
8307	10224.43
8308	10090.36
8309	10049.42
8310	10088.12
8311	10228.03
8312	10384.59
8313	10680.62
8314	10888.02
8315	11015.79
8316	11088.68
8317	11077.43
8318	10987.00
8319	10886.68
8320	10893.87
8321	10946.96
8322	11188.55
8323	11188.55
8324	11016.69
8325	10780.05
8326	10605.04
8327	10693.67
8328	10722.01
8329	10501.57
8330	10312.16
8331	10128.61
8332	9995.44
8333	9928.40
8334	9943.70
8335	10003.09
8336	10057.52
8337	10257.27
8338	10471.87
8339	10627.54
8340	10771.50
8341	10779.60
8342	10607.29
8343	10430.48
8344	10456.13
8345	10533.06
8346	10911.87
8347	11011.75
8348	10959.56
8349	10801.20
8350	10609.09
8351	10617.19
8352	10596.49
8353	10333.31
8354	10135.35
8355	9935.60
8356	9806.03
8357	9734.95
8358	9768.69
8359	10002.19
8360	10291.02
8361	10602.34
8362	10769.25
8363	10883.08
8364	10970.81
8365	10912.32
8366	10860.13
8367	10765.20
8368	10741.36
8369	10813.34
8370	11081.48
8371	11036.94
8372	10800.30
8373	10523.16
8374	10315.31
8375	10428.68
8376	10425.98
8377	10148.40
8378	9929.75
8379	9775.89
8380	9687.26
8381	9707.51
8382	9983.74
8383	10604.14
8384	11135.47
8385	11368.06
8386	11369.41
8387	11355.01
8388	11396.85
8389	11287.08
8390	11292.03
8391	11283.48
8392	11297.88
8393	11385.16
8394	11721.23
8395	11719.43
8396	11509.33
8397	11216.45
8398	10950.11
8399	10988.80
8400	10948.31
8401	10592.00
8402	10376.50
8403	10189.34
8404	10115.56
8405	10136.25
8406	10326.56
8407	10828.19
8408	11284.38
8409	11555.22
8410	11619.10
8411	11647.89
8412	11705.93
8413	11617.30
8414	11612.35
8415	11541.72
8416	11537.67
8417	11606.05
8418	11818.85
8419	11749.57
8420	11521.47
8421	11227.24
8422	10966.31
8423	11006.80
8424	10928.07
8425	10565.00
8426	10286.07
8427	10095.76
8428	10012.08
8429	10032.33
8430	10237.03
8431	10731.01
8432	11185.85
8433	11438.69
8434	11443.64
8435	11461.19
8436	11514.73
8437	11442.29
8438	11455.79
8439	11411.25
8440	11395.50
8441	11474.69
8442	11700.08
8443	11620.00
8444	11392.35
8445	11127.37
8446	10888.92
8447	10919.97
8448	10874.08
8449	10542.51
8450	10259.52
8451	10069.22
8452	9993.19
8453	10008.03
8454	10229.83
8455	10702.22
8456	11131.87
8457	11426.10
8458	11464.34
8459	11487.73
8460	11523.27
8461	11447.24
8462	11404.05
8463	11308.22
8464	11176.86
8465	11186.75
8466	11461.19
8467	11422.50
8468	11178.21
8469	10919.52
8470	10695.02
8471	10822.34
8472	10837.64
8473	10539.36
8474	10274.82
8475	10095.31
8476	9978.79
8477	9928.85
8478	9939.20
8479	10064.72
8480	10210.94
8481	10489.87
8482	10675.68
8483	10798.05
8484	10856.08
8485	10847.98
8486	10762.50
8487	10661.28
8488	10618.99
8489	10674.78
8490	10974.85
8491	11012.65
8492	10856.08
8493	10651.38
8494	10463.78
8495	10522.71
8496	10558.70
8497	10296.42
8498	10050.32
8499	9877.12
8500	9764.19
8501	9728.20
8502	9748.45
8503	9833.48
8504	9882.51
8505	10080.47
8506	10291.92
8507	10461.08
8508	10628.89
8509	10722.91
8510	10623.04
8511	10509.21
8512	10464.68
8513	10556.90
8514	10791.30
8515	10826.84
8516	10755.31
8517	10612.69
8518	10470.52
8519	10547.01
8520	10522.26
8521	10222.63
8522	10030.98
8523	9851.02
8524	9751.60
8525	9785.79
8526	9967.99
8527	10350.40
8528	10656.78
8529	11021.19
8530	11161.11
8531	11242.54
8532	11307.32
8533	11291.13
8534	11257.39
8535	11135.47
8536	11097.67
8537	11148.06
8538	11382.91
8539	11363.56
8540	11142.21
8541	10880.38
8542	10658.58
8543	10749.01
8544	10706.27
8545	10359.85
8546	10066.52
8547	9880.71
8548	9805.58
8549	9813.68
8550	9965.29
8551	10326.56
8552	10606.84
8553	10919.97
8554	11001.85
8555	11049.99
8556	11119.27
8557	11112.52
8558	11054.94
8559	10993.30
8560	10975.75
8561	11014.89
8562	11254.69
8563	11246.14
8564	11064.38
8565	10788.60
8566	10587.95
8567	10695.02
8568	10651.38
8569	10310.36
8570	10010.28
8571	9797.93
8572	9706.61
8573	9703.91
8574	9818.63
8575	10083.17
8576	10270.32
8577	10590.20
8578	10749.91
8579	10849.33
8580	10886.68
8581	10855.18
8582	10823.69
8583	10732.81
8584	10706.72
8585	10734.16
8586	10849.78
8587	10668.48
8588	10435.88
8589	10264.92
8590	10162.35
8591	10391.34
8592	10481.77
8593	10264.92
8594	10000.39
8595	9750.70
8596	9594.58
8597	9545.54
8598	9557.24
8599	9613.03
8600	9568.04
8601	9656.22
8602	9794.78
8603	9933.80
8604	10042.23
8605	10104.76
8606	10105.21
8607	10016.13
8608	9982.39
8609	10030.08
8610	10293.72
8611	10380.10
8612	10349.50
8613	10250.98
8614	10156.95
8615	10363.45
8616	10395.39
8617	10099.36
8618	9887.91
8619	9714.25
8620	9610.78
8621	9617.08
8622	9734.50
8623	9956.75
8624	10058.87
8625	10291.02
8626	10479.07
8627	10611.34
8628	10691.42
8629	10724.26
8630	10691.42
8631	10612.69
8632	10603.24
8633	10678.37
8634	10958.21
8635	10966.76
8636	10788.60
8637	10578.05
8638	10385.04
8639	10581.20
8640	10633.39
8641	10383.69
8642	10176.74
8643	9990.94
8644	9872.17
8645	9833.48
8646	9826.73
8647	9918.96
8648	9981.49
8649	10191.59
8650	10409.79
8651	10625.29
8652	10767.45
8653	10817.84
8654	10792.65
8655	10751.26
8656	10749.91
8657	10822.34
8658	11027.94
8659	11029.74
8660	10889.37
8661	10683.32
8662	10504.27
8663	10601.44
8664	10675.23
8665	10449.38
8666	10242.43
8667	10083.62
8668	9935.60
8669	9864.97
8670	9858.67
8671	9931.10
8672	9932.45
8673	10082.72
8674	10282.92
8675	10443.08
8676	10577.60
8677	10607.29
8678	10475.92
8679	10369.75
8680	10356.70
8681	10453.43
8682	10845.28
8683	10949.21
8684	10908.72
8685	10768.80
8686	10600.54
8687	10681.97
8688	10720.66
8689	10494.82
8690	10304.96
8691	10125.01
8692	10005.78
8693	9963.94
8694	10045.38
8695	10300.01
8696	10462.43
8697	10745.86
8698	10886.23
8699	10973.95
8700	11030.64
8701	10996.00
8702	10928.52
8703	10861.93
8704	10868.23
8705	10928.07
8706	11239.84
8707	11242.54
8708	11046.39
8709	10795.35
8710	10603.24
8711	10770.60
8712	10762.95
8713	10477.27
8714	10248.73
8715	10038.63
8716	9929.75
8717	9913.11
8718	10030.53
8719	10288.32
8720	10450.73
8721	10727.86
8722	10853.38
8723	10927.62
8724	10963.61
8725	10954.61
8726	10878.58
8727	10824.14
8728	10831.34
8729	10912.32
8730	11214.20
8731	11214.20
8732	11038.74
8733	10785.45
8734	10589.75
8735	10731.91
8736	10741.81
8737	10441.73
8738	10194.29
8739	9985.09
8740	9883.86
8741	9838.87
8742	9902.31
8743	10115.56
8744	10262.22
8745	10540.71
8746	10686.02
8747	10761.60
8748	10795.80
8749	10739.11
8750	10653.63
8751	10570.40
8752	10552.85
8753	10610.89
8754	10882.18
8755	10848.88
8756	10618.54
8757	10412.04
8758	10302.26
8759	10534.41
8760	10644.63
