	BE
3621	9878.46
3622	9795.68
3623	9972.94
3624	9860.47
3625	9633.27
3626	9447.92
3627	9320.15
3628	9251.31
3629	9229.72
3630	9169.88
3631	9194.63
3632	9328.70
3633	9535.20
3634	9784.44
3635	9907.71
3636	10037.73
3637	10064.72
3638	9934.25
3639	9829.43
3640	9828.08
3641	9791.64
3642	9886.56
3643	9975.19
3644	9990.49
3645	9948.20
3646	9918.96
3647	10034.13
3648	9856.42
3649	9582.89
3650	9419.12
3651	9324.65
3652	9303.95
3653	9375.48
3654	9520.80
3655	9948.20
3656	10369.75
3657	10618.09
3658	10797.60
3659	10876.78
3660	10953.26
3661	10904.67
3662	10865.08
3663	10792.20
3664	10703.12
3665	10722.01
3666	10773.75
3667	10685.57
3668	10520.01
3669	10339.61
3670	10220.83
3671	10362.55
3672	10150.20
3673	9850.12
3674	9699.41
3675	9579.74
3676	9545.09
3677	9533.85
3678	9606.73
3679	9967.09
3680	10391.79
3681	10636.53
3682	10782.30
3683	10834.94
3684	10931.21
3685	10806.59
3686	10867.33
3687	10883.98
3688	10865.08
3689	10672.53
3690	10771.95
3691	10672.08
3692	10524.96
3693	10345.90
3694	10203.74
3695	10400.34
3696	10193.84
3697	9914.01
3698	9702.11
3699	9585.58
3700	9539.25
3701	9609.88
3702	9670.61
3703	10070.12
3704	10482.67
3705	10774.65
3706	10921.77
3707	11001.85
3708	11093.63
3709	11004.55
3710	10983.85
3711	10976.65
3712	10906.02
3713	10859.68
3714	10900.17
3715	10833.59
3716	10676.13
3717	10519.56
3718	10379.20
3719	10464.23
3720	10282.92
3721	9947.75
3722	9784.44
3723	9636.42
3724	9623.38
3725	9645.87
3726	9751.60
3727	10122.31
3728	10565.00
3729	10787.25
3730	11009.05
3731	11044.59
3732	11180.01
3733	11110.72
3734	11036.94
3735	10931.66
3736	10871.83
3737	10931.66
3738	10881.73
3739	10811.09
3740	10610.89
3741	10386.39
3742	10258.62
3743	10413.39
3744	10263.12
3745	9942.80
3746	9773.19
3747	9636.87
3748	9604.03
3749	9621.13
3750	9736.30
3751	10074.17
3752	10511.46
3753	10755.76
3754	10942.46
3755	10998.25
3756	11047.74
3757	10952.81
3758	10925.37
3759	10874.53
3760	10794.90
3761	10756.66
3762	10742.71
3763	10636.08
3764	10456.58
3765	10277.97
3766	10150.65
3767	10358.05
3768	10269.42
3769	9945.95
3770	9750.70
3771	9607.63
3772	9491.11
3773	9456.92
3774	9347.14
3775	9416.87
3776	9632.82
3777	9933.35
3778	10198.79
3779	10310.36
3780	10360.30
3781	10358.95
3782	10324.31
3783	10184.84
3784	10229.83
3785	10191.59
3786	10131.30
3787	10151.55
3788	10039.53
3789	9963.04
3790	9957.65
3791	10047.17
3792	9966.64
3793	9709.76
3794	9511.80
3795	9367.84
3796	9301.70
3797	9285.96
3798	9187.43
3799	9190.13
3800	9350.29
3801	9566.24
3802	9822.23
3803	9963.04
3804	10020.18
3805	10071.92
3806	9895.56
3807	9828.08
3808	9732.25
3809	9766.44
3810	9796.58
3811	9846.52
3812	9821.78
3813	9799.28
3814	9799.73
3815	9967.99
3816	9858.22
3817	9572.09
3818	9443.42
3819	9300.35
3820	9267.51
3821	9220.27
3822	9171.68
3823	9215.32
3824	9358.39
3825	9573.44
3826	9819.53
3827	9971.59
3828	10052.12
3829	10049.42
3830	9977.89
3831	9799.73
3832	9810.53
3833	9721.90
3834	9884.76
3835	10034.58
3836	10095.76
3837	10012.53
3838	9958.10
3839	10088.12
3840	9908.16
3841	9610.78
3842	9477.61
3843	9407.43
3844	9331.85
3845	9325.10
3846	9459.16
3847	9870.82
3848	10299.56
3849	10678.82
3850	10903.77
3851	10987.90
3852	11099.47
3853	10998.70
3854	10964.51
3855	10899.27
3856	10887.57
3857	10864.63
3858	10898.37
3859	10849.33
3860	10743.61
3861	10523.16
3862	10371.55
3863	10516.41
3864	10317.56
3865	10003.09
3866	9857.32
3867	9725.95
3868	9683.21
3869	9733.60
3870	9766.89
3871	10123.66
3872	10541.61
3873	10847.53
3874	11020.74
3875	11116.12
3876	11198.00
3877	11064.83
3878	11057.18
3879	10989.25
3880	10944.26
3881	10985.20
3882	10966.31
3883	10890.27
3884	10699.97
3885	10506.07
3886	10344.10
3887	10506.07
3888	10327.46
3889	10031.43
3890	9856.87
3891	9725.05
3892	9685.46
3893	9708.86
3894	9801.98
3895	10128.61
3896	10579.85
3897	10811.54
3898	10958.21
3899	11066.18
3900	11125.12
3901	10939.76
3902	10984.30
3903	10964.51
3904	10951.91
3905	10977.10
3906	10952.81
3907	10906.02
3908	10687.82
3909	10502.92
3910	10398.99
3911	10515.96
3912	10369.30
3913	10074.17
3914	9890.16
3915	9772.74
3916	9725.50
3917	9715.60
3918	9818.18
3919	10128.16
3920	10572.20
3921	10815.59
3922	11029.74
3923	11079.23
3924	11154.81
3925	11065.73
3926	11057.18
3927	11004.10
3928	10883.53
3929	10914.12
3930	10799.85
3931	10762.50
3932	10514.16
3933	10349.50
3934	10218.58
3935	10377.85
3936	10281.12
3937	9992.29
3938	9783.99
3939	9635.07
3940	9569.39
3941	9499.21
3942	9425.87
3943	9447.92
3944	9697.61
3945	9952.70
3946	10204.64
3947	10334.21
3948	10426.88
3949	10379.20
3950	10299.11
3951	10223.53
3952	10197.89
3953	10149.75
3954	10170.45
3955	10106.56
3956	10113.76
3957	9958.55
3958	9845.17
3959	9967.99
3960	9895.56
3961	9706.61
3962	9558.59
3963	9405.18
3964	9322.40
3965	9299.00
3966	9204.08
3967	9260.31
3968	9384.48
3969	9595.03
3970	9769.59
3971	9969.34
3972	10143.00
3973	10183.04
3974	10042.23
3975	9923.90
3976	9870.37
3977	9889.26
3978	9953.15
3979	10050.77
3980	10073.72
3981	9998.14
3982	9929.30
3983	10026.93
3984	9908.61
3985	9653.07
3986	9526.65
3987	9422.27
3988	9404.28
3989	9458.26
3990	9581.54
3991	9947.30
3992	10392.24
3993	10631.59
3994	10806.14
3995	10929.86
3996	10998.70
3997	10859.68
3998	10932.56
3999	10885.78
4000	10937.96
4001	10833.14
4002	10912.32
4003	10818.29
4004	10602.34
4005	10443.98
4006	10327.01
4007	10403.04
4008	10251.88
4009	9918.51
4010	9763.29
4011	9698.96
4012	9668.36
4013	9692.66
4014	9821.33
4015	10155.60
4016	10565.00
4017	10808.84
4018	10995.55
4019	11054.04
4020	11189.00
4021	11040.54
4022	11054.94
4023	11001.40
4024	11037.84
4025	10909.62
4026	10913.22
4027	10715.27
4028	10481.32
4029	10378.75
4030	10294.17
4031	10423.29
4032	10300.01
4033	9990.94
4034	9822.23
4035	9723.70
4036	9680.51
4037	9708.86
4038	9776.79
4039	10140.30
4040	10553.30
4041	10837.64
4042	11038.29
4043	11039.19
4044	11050.44
4045	10874.08
4046	10872.73
4047	10845.28
4048	10811.09
4049	10814.24
4050	10915.92
4051	10887.12
4052	10698.17
4053	10509.21
4054	10334.21
4055	10436.78
4056	10341.40
4057	10065.17
4058	9841.12
4059	9724.15
4060	9684.11
4061	9734.95
4062	9829.88
4063	10188.89
4064	10570.40
4065	10812.44
4066	10982.05
4067	11104.87
4068	11119.72
4069	11094.08
4070	11072.48
4071	10965.41
4072	10961.81
4073	10909.17
4074	10888.92
4075	10835.84
4076	10685.12
4077	10516.41
4078	10382.79
4079	10486.27
4080	10320.71
4081	10075.07
4082	9890.16
4083	9734.05
4084	9719.65
4085	9717.85
4086	9790.29
4087	10143.90
4088	10535.76
4089	10781.85
4090	10917.72
4091	11031.09
4092	11099.92
4093	11044.14
4094	10893.42
4095	10889.82
4096	10831.79
4097	10754.41
4098	10787.25
4099	10668.93
4100	10493.92
4101	10297.32
4102	10155.15
4103	10320.71
4104	10205.99
4105	9918.51
4106	9712.90
4107	9566.69
4108	9492.01
4109	9415.53
4110	9358.39
4111	9432.17
4112	9647.67
4113	9941.00
4114	10208.69
4115	10306.76
4116	10337.81
4117	10283.37
4118	10219.93
4119	10126.81
4120	10102.06
4121	10133.55
4122	10176.29
4123	10166.40
4124	10050.77
4125	9910.86
4126	9839.32
4127	9938.75
4128	9900.06
4129	9644.97
4130	9477.61
4131	9348.49
4132	9259.86
4133	9279.21
4134	9195.53
4135	9199.58
4136	9363.79
4137	9624.28
4138	9883.86
4139	10021.08
4140	10120.06
4141	10121.86
4142	9990.49
4143	9934.70
4144	9918.96
4145	9947.75
4146	10004.44
4147	9991.84
4148	9887.91
4149	9893.31
4150	9882.51
4151	10039.08
4152	9926.60
4153	9658.47
4154	9509.10
4155	9388.98
4156	9348.49
4157	9365.59
4158	9502.80
4159	9926.60
4160	10326.11
4161	10622.59
4162	10842.59
4163	10915.92
4164	11017.59
4165	10958.66
4166	10973.50
4167	10900.62
4168	10898.82
4169	10828.19
4170	10848.43
4171	10800.75
4172	10615.84
4173	10421.49
4174	10295.97
4175	10449.38
4176	10319.36
4177	9981.04
4178	9770.04
4179	9635.97
4180	9590.53
4181	9611.68
4182	9673.76
4183	10006.68
4184	10385.94
4185	10672.98
4186	10842.14
4187	10942.46
4188	11029.29
4189	10987.00
4190	11034.69
4191	11008.60
4192	10961.36
4193	10953.26
4194	10901.52
4195	10828.19
4196	10587.95
4197	10402.59
4198	10285.62
4199	10464.23
4200	10314.86
4201	10010.73
4202	9834.38
4203	9714.25
4204	9657.57
4205	9682.76
4206	9711.55
4207	10041.33
4208	10411.14
4209	10651.83
4210	10841.69
4211	10924.92
4212	10972.15
4213	10941.56
4214	10920.42
4215	10843.49
4216	10806.14
4217	10742.71
4218	10784.10
4219	10700.87
4220	10531.26
4221	10348.15
4222	10225.78
4223	10360.30
4224	10247.38
4225	9961.25
4226	9743.05
4227	9634.17
4228	9595.93
4229	9627.42
4230	9703.01
4231	10026.03
4232	10397.19
4233	10650.03
4234	10833.59
4235	10930.31
4236	11042.34
4237	10926.27
4238	10932.11
4239	10853.83
4240	10843.94
4241	10780.05
4242	10775.55
4243	10718.42
4244	10541.61
4245	10359.85
4246	10219.03
4247	10360.75
4248	10247.83
4249	9968.44
4250	9750.70
4251	9624.28
4252	9543.74
4253	9571.19
4254	9645.87
4255	9978.79
4256	10377.85
4257	10619.89
4258	10801.20
4259	10917.27
4260	11016.69
4261	10910.97
4262	10869.58
4263	10806.59
4264	10635.18
4265	10665.78
4266	10625.74
4267	10569.95
4268	10467.37
4269	10348.60
4270	10166.85
4271	10245.13
4272	10158.30
4273	9868.12
4274	9697.16
4275	9568.49
4276	9489.76
4277	9436.22
4278	9353.89
4279	9446.57
4280	9635.97
4281	9907.26
4282	10144.35
4283	10308.56
4284	10455.68
4285	10487.62
4286	10375.60
4287	10228.93
4288	10164.60
4289	10147.95
4290	10140.75
4291	10193.84
4292	10106.56
4293	9981.49
4294	9875.32
4295	9964.84
4296	9874.87
4297	9647.67
4298	9490.21
4299	9374.14
4300	9331.40
4301	9304.85
4302	9224.32
4303	9265.71
4304	9409.23
4305	9600.43
4306	9798.38
4307	9928.40
4308	10015.68
4309	10179.44
4310	10171.35
4311	10121.41
4312	10080.02
4313	9978.34
4314	10055.27
4315	10027.38
4316	9955.85
4317	9893.76
4318	9864.97
4319	9945.95
4320	9825.38
4321	9613.03
4322	9508.20
4323	9383.58
4324	9320.60
4325	9371.44
4326	9480.31
4327	9807.83
4328	10178.54
4329	10506.97
4330	10708.52
4331	10805.69
4332	10924.47
4333	10798.05
4334	10802.10
4335	10766.55
4336	10797.15
4337	10775.55
4338	10716.62
4339	10704.92
4340	10531.71
4341	10354.45
4342	10208.24
4343	10322.51
4344	10226.23
4345	9941.90
4346	9775.44
4347	9673.76
4348	9622.03
4349	9660.27
4350	9707.06
4351	10019.73
4352	10394.49
4353	10679.72
4354	10847.53
4355	10907.37
4356	10983.85
4357	10917.72
4358	10853.38
4359	10796.25
4360	10825.04
4361	10803.44
4362	10820.09
4363	10727.41
4364	10540.71
4365	10389.54
4366	10228.48
4367	10331.51
4368	10278.87
4369	10082.27
4370	9878.02
4371	9698.96
4372	9639.57
4373	9633.72
4374	9717.85
4375	9977.89
4376	10339.16
4377	10657.23
4378	10840.34
4379	10937.96
4380	11082.38
4381	10965.86
4382	10934.81
4383	10874.53
4384	10889.37
4385	10849.78
4386	10817.39
4387	10757.11
4388	10551.95
4389	10448.93
4390	10343.65
4391	10471.42
4392	10273.47
4393	10010.28
4394	9848.32
4395	9711.10
4396	9641.82
4397	9665.67
4398	9732.25
4399	10029.18
4400	10378.30
4401	10683.32
4402	10863.73
4403	10964.96
4404	11038.74
4405	10972.15
4406	10993.30
4407	10915.92
4408	10911.87
4409	10874.53
4410	10889.82
4411	10798.95
4412	10617.64
4413	10443.08
4414	10362.55
4415	10452.53
4416	10331.51
4417	10034.58
4418	9868.57
4419	9765.09
4420	9720.10
4421	9744.40
4422	9792.54
4423	10081.37
4424	10438.13
4425	10758.91
4426	10976.20
4427	11071.58
4428	11113.87
4429	10985.20
4430	11072.48
4431	10993.75
4432	10936.16
4433	10774.20
4434	10764.75
4435	10728.31
4436	10502.92
4437	10424.19
4438	10315.31
4439	10390.44
4440	10238.38
4441	9998.59
4442	9790.74
4443	9631.02
4444	9537.90
4445	9501.90
4446	9442.07
4447	9481.66
4448	9652.17
4449	9926.15
4450	10145.70
4451	10333.31
4452	10406.64
4453	10407.99
4454	10332.86
4455	10268.52
4456	10193.39
4457	10208.69
4458	10161.90
4459	10058.42
4460	9912.66
4461	9896.91
4462	9854.17
4463	9976.09
4464	9877.57
4465	9683.21
4466	9534.30
4467	9404.73
4468	9339.49
4469	9262.11
4470	9196.88
4471	9231.52
4472	9356.14
4473	9556.79
4474	9741.25
4475	9898.26
4476	10053.02
4477	10146.15
4478	9996.34
4479	9894.66
4480	9856.87
4481	9847.42
4482	9917.16
4483	10023.33
4484	10006.23
4485	9949.55
4486	9877.57
4487	9971.14
4488	9850.12
4489	9609.88
4490	9495.16
4491	9409.68
4492	9363.79
4493	9407.43
4494	9533.40
4495	9853.27
4496	10241.53
4497	10545.21
4498	10743.16
4499	10907.37
4500	10994.20
4501	10910.07
4502	10911.42
4503	10872.28
4504	10839.89
4505	10800.75
4506	10777.80
4507	10708.97
4508	10584.80
4509	10470.97
4510	10381.90
4511	10456.13
4512	10309.46
4513	10035.48
4514	9866.77
4515	9752.49
4516	9672.86
4517	9689.06
4518	9785.79
4519	10051.22
4520	10434.53
4521	10758.46
4522	10953.71
4523	11073.38
4524	11187.65
4525	11110.72
4526	11145.81
4527	11112.97
4528	11042.34
4529	10943.81
4530	10942.46
4531	10858.78
4532	10704.92
4533	10583.45
4534	10465.58
4535	10533.96
4536	10401.24
4537	10062.92
4538	9909.06
4539	9790.74
4540	9752.94
4541	9748.90
4542	9849.22
4543	10133.10
4544	10505.62
4545	10850.23
4546	10998.70
4547	11149.41
4548	11296.53
4549	11208.80
4550	11205.65
4551	11158.41
4552	11111.17
4553	11068.43
4554	11031.09
4555	11003.20
4556	10865.08
4557	10706.72
4558	10596.94
4559	10654.53
4560	10482.67
4561	10220.83
4562	9989.14
4563	9846.52
4564	9769.14
4565	9789.84
4566	9893.76
4567	10170.45
4568	10497.07
4569	10820.54
4570	11025.69
4571	11152.11
4572	11261.44
4573	11199.80
4574	11109.37
4575	11017.14
4576	10955.96
4577	10895.22
4578	10924.47
4579	10858.33
4580	10712.12
4581	10594.69
4582	10498.42
4583	10533.96
4584	10384.59
4585	10095.31
4586	9907.26
4587	9838.87
4588	9792.54
4589	9770.49
4590	9865.87
4591	10136.25
4592	10462.88
4593	10721.56
4594	10878.13
4595	10964.96
4596	11066.63
4597	11003.65
4598	10906.92
4599	10813.34
4600	10771.50
4601	10712.12
4602	10715.27
4603	10635.18
4604	10489.87
4605	10385.49
4606	10291.92
4607	10363.90
4608	10195.19
4609	9948.65
4610	9764.19
4611	9609.43
4612	9554.54
4613	9487.06
4614	9434.87
4615	9451.07
4616	9644.52
4617	9907.26
4618	10140.30
4619	10304.96
4620	10399.89
4621	10398.54
4622	10318.01
4623	10237.93
4624	10144.80
4625	10161.00
4626	10196.09
4627	10181.69
4628	10147.50
4629	10024.23
4630	9971.14
4631	10055.72
4632	9947.75
4633	9722.35
4634	9558.14
4635	9431.72
4636	9356.59
4637	9309.80
4638	9286.41
4639	9289.11
4640	9424.97
4641	9606.28
4642	9807.38
4643	9988.24
4644	10145.25
4645	10229.83
4646	10059.77
4647	9985.99
4648	9894.21
4649	9935.15
4650	9942.35
4651	10047.17
4652	10057.07
4653	10013.88
4654	9987.34
4655	10060.67
4656	9990.94
4657	9778.14
4658	9571.64
4659	9460.06
4660	9448.37
4661	9465.46
4662	9595.93
4663	9857.77
4664	10268.07
4665	10556.45
4666	10800.30
4667	10946.06
4668	11022.54
4669	10973.95
4670	10916.37
4671	10842.14
4672	10794.90
4673	10704.02
4674	10743.16
4675	10689.62
4676	10533.51
4677	10348.60
4678	10240.18
4679	10409.79
4680	10253.23
4681	9977.44
4682	9809.18
4683	9670.16
4684	9645.42
4685	9659.37
4686	9714.70
4687	9966.64
4688	10301.81
4689	10536.66
4690	10719.31
4691	10816.94
4692	10917.27
4693	10901.07
4694	10876.33
4695	10874.98
4696	10845.73
4697	10781.40
4698	10799.40
4699	10709.87
4700	10534.86
4701	10330.61
4702	10228.48
4703	10364.80
4704	10219.48
4705	9942.35
4706	9780.84
4707	9638.67
4708	9598.63
4709	9613.48
4710	9726.85
4711	9948.20
4712	10260.42
4713	10547.46
4714	10738.66
4715	10893.87
4716	10968.56
4717	10896.12
4718	10862.38
4719	10801.65
4720	10818.74
4721	10743.16
4722	10784.55
4723	10679.72
4724	10464.23
4725	10279.32
4726	10200.14
4727	10370.65
4728	10245.58
4729	9965.74
4730	9748.90
4731	9645.87
4732	9601.33
4733	9598.18
4734	9694.91
4735	9922.10
4736	10207.79
4737	10525.86
4738	10749.01
4739	10867.33
4740	10964.51
4741	10935.26
4742	10902.87
4743	10869.58
4744	10868.68
4745	10810.19
4746	10799.85
4747	10694.57
4748	10509.66
4749	10335.56
4750	10280.67
4751	10449.38
4752	10282.02
4753	10052.12
4754	9815.93
4755	9701.21
4756	9666.57
4757	9658.92
4758	9757.44
4759	9967.09
4760	10285.17
4761	10622.14
4762	10811.99
4763	10926.27
4764	11033.34
4765	10986.10
4766	10915.92
4767	10842.59
4768	10803.89
4769	10747.66
4770	10752.61
4771	10636.08
4772	10432.28
4773	10256.82
4774	10168.65
4775	10308.11
4776	10204.64
4777	9947.30
4778	9771.84
4779	9617.53
4780	9505.95
4781	9490.21
4782	9414.63
4783	9430.82
4784	9576.59
4785	9832.13
4786	10103.41
4787	10253.68
4788	10317.56
4789	10339.16
4790	10256.38
4791	10190.69
4792	10170.90
4793	10159.65
4794	10116.46
4795	10172.25
4796	10074.62
4797	9985.54
4798	9962.15
4799	9998.59
4800	9880.71
4801	9642.72
4802	9492.01
4803	9368.29
4804	9322.85
4805	9280.56
4806	9269.76
4807	9243.67
4808	9354.79
4809	9497.41
4810	9753.84
4811	9906.36
4812	9979.69
4813	9940.10
4814	9926.15
4815	9914.46
4816	9703.46
4817	9697.61
4818	9810.08
4819	9807.38
4820	9809.18
4821	9770.04
4822	9771.84
4823	9900.96
4824	9754.29
4825	9517.20
4826	9382.23
4827	9294.95
4828	9234.22
4829	9224.32
4830	9193.28
4831	9197.78
4832	9350.74
4833	9531.15
4834	9718.75
4835	9853.72
4836	9974.29
4837	10008.93
4838	9873.07
4839	9794.78
4840	9738.55
4841	9767.34
4842	9840.67
4843	9897.36
4844	9881.61
4845	9845.62
4846	9833.03
4847	9935.60
4848	9765.09
4849	9519.90
4850	9381.78
4851	9290.90
4852	9252.66
4853	9257.61
4854	9396.63
4855	9633.27
4856	9954.50
4857	10300.91
4858	10481.77
4859	10660.83
4860	10797.15
4861	10735.51
4862	10672.08
4863	10660.83
4864	10634.74
4865	10613.14
4866	10607.29
4867	10479.52
4868	10294.62
4869	10164.15
4870	10080.02
4871	10257.27
4872	10118.26
4873	9837.52
4874	9648.57
4875	9512.70
4876	9483.46
4877	9473.11
4878	9548.24
4879	9711.10
4880	10029.63
4881	10292.37
4882	10493.02
4883	10616.74
4884	10722.01
4885	10714.82
4886	10678.82
4887	10662.18
4888	10653.18
4889	10609.99
4890	10600.99
4891	10509.66
4892	10332.41
4893	10183.94
4894	10124.56
4895	10299.11
4896	10142.10
4897	9863.17
4898	9653.97
4899	9548.24
4900	9495.16
4901	9510.45
4902	9562.64
4903	9740.35
4904	10013.43
4905	10253.68
4906	10471.87
4907	10589.30
4908	10660.83
4909	10650.93
4910	10656.78
4911	10586.60
4912	10555.10
4913	10512.36
4914	10499.77
4915	10385.04
4916	10261.77
4917	10133.10
4918	10088.57
4919	10270.77
4920	10089.46
4921	9831.68
4922	9664.32
4923	9520.35
4924	9484.36
4925	9502.80
4926	9570.29
4927	9743.05
4928	9989.59
4929	10235.68
4930	10435.88
4931	10565.45
4932	10630.24
4933	10553.30
4934	10449.38
4935	10355.35
4936	10294.62
4937	10402.14
4938	10324.76
4939	10251.88
4940	10104.31
4941	10010.73
4942	9979.69
4943	10141.65
4944	9967.09
4945	9720.10
4946	9554.99
4947	9419.57
4948	9364.69
4949	9321.95
4950	9299.00
4951	9308.90
4952	9467.26
4953	9691.76
4954	9959.90
4955	10095.31
4956	10113.76
4957	10065.17
4958	10048.52
4959	10020.63
4960	9974.29
4961	9981.94
4962	10024.68
4963	10017.48
4964	9923.45
4965	9807.83
4966	9780.39
4967	9883.41
4968	9753.39
4969	9541.50
4970	9405.18
4971	9299.00
4972	9231.07
4973	9187.88
4974	9202.73
4975	9153.24
4976	9280.11
4977	9451.07
4978	9674.21
4979	9787.14
4980	9889.71
4981	9914.91
4982	9858.22
4983	9767.34
4984	9752.05
4985	9634.17
4986	9707.06
4987	9818.18
4988	9880.71
4989	9845.62
4990	9854.17
4991	9919.41
4992	9764.19
4993	9537.90
4994	9416.42
4995	9314.75
4996	9280.11
4997	9312.50
4998	9437.12
4999	9631.92
5000	9899.16
5001	10165.95
5002	10358.95
5003	10477.27
5004	10609.09
5005	10594.24
5006	10536.66
5007	10448.93
5008	10392.24
5009	10348.60
5010	10452.08
5011	10395.39
5012	10193.39
5013	10055.72
5014	10009.38
5015	10167.75
5016	9990.49
5017	9725.05
5018	9565.34
5019	9439.82
5020	9407.43
5021	9411.48
5022	9510.00
5023	9689.06
5024	9967.99
5025	10252.78
5026	10450.28
5027	10575.35
5028	10725.16
5029	10784.55
5030	10704.47
5031	10582.55
5032	10505.17
5033	10545.21
5034	10590.65
5035	10502.92
5036	10323.86
5037	10145.70
5038	10075.07
5039	10216.33
5040	10009.83
5041	9756.99
5042	9586.03
5043	9475.81
5044	9440.27
5045	9440.27
5046	9520.35
5047	9702.56
5048	9983.29
5049	10274.37
5050	10425.53
5051	10422.39
5052	10518.21
5053	10526.76
5054	10491.22
5055	10509.21
5056	10473.22
5057	10466.92
5058	10441.73
5059	10359.40
5060	10165.05
5061	10020.63
5062	9994.09
5063	10170.90
5064	9974.29
5065	9717.40
5066	9553.64
5067	9438.02
5068	9375.93
5069	9387.63
5070	9476.26
5071	9647.22
5072	9905.46
5073	10161.45
5074	10358.50
5075	10460.63
5076	10558.25
5077	10527.66
5078	10493.47
5079	10466.92
5080	10456.58
5081	10426.88
5082	10413.84
5083	10347.70
5084	10191.59
5085	10068.77
5086	10061.12
5087	10214.09
5088	9992.29
5089	9734.50
5090	9567.14
5091	9448.37
5092	9423.62
5093	9395.73
5094	9479.86
5095	9640.92
5096	9941.00
5097	10191.59
5098	10401.69
5099	10499.32
5100	10581.65
5101	10562.75
5102	10520.46
5103	10470.97
5104	10417.89
5105	10398.99
5106	10410.24
5107	10310.81
5108	10143.90
5109	10029.18
5110	9967.54
5111	10161.45
5112	9993.64
5113	9725.05
5114	9547.34
5115	9412.83
5116	9341.29
5117	9323.75
5118	9325.10
5119	9306.20
5120	9447.02
5121	9669.26
5122	9918.51
5123	10111.51
5124	10204.19
5125	10235.68
5126	10121.86
5127	10052.12
5128	9953.15
5129	9963.49
5130	10016.58
5131	10017.93
5132	9916.26
5133	9800.18
5134	9813.23
5135	9903.21
5136	9763.29
5137	9533.85
5138	9389.43
5139	9263.46
5140	9206.32
5141	9189.68
5142	9180.23
5143	9154.14
5144	9244.57
5145	9442.07
5146	9641.82
5147	9783.09
5148	9906.36
5149	9911.31
5150	9789.84
5151	9723.70
5152	9572.99
5153	9539.25
5154	9697.16
5155	9784.89
5156	9785.79
5157	9761.49
5158	9780.84
5159	9860.47
5160	9705.26
5161	9465.91
5162	9350.29
5163	9256.26
5164	9224.77
5165	9251.31
5166	9390.33
5167	9650.82
5168	9972.94
5169	10268.97
5170	10425.08
5171	10551.50
5172	10683.32
5173	10699.97
5174	10652.73
5175	10556.00
5176	10495.72
5177	10494.82
5178	10519.11
5179	10428.68
5180	10275.72
5181	10163.70
5182	10100.26
5183	10221.73
5184	10009.38
5185	9740.35
5186	9584.24
5187	9486.16
5188	9433.07
5189	9426.32
5190	9539.70
5191	9778.14
5192	10071.02
5193	10311.71
5194	10493.02
5195	10614.49
5196	10762.50
5197	10684.67
5198	10651.83
5199	10616.29
5200	10546.56
5201	10486.27
5202	10535.76
5203	10449.38
5204	10288.77
5205	10144.80
5206	10149.30
5207	10269.42
5208	10036.38
5209	9773.19
5210	9617.53
5211	9482.56
5212	9469.96
5213	9456.47
5214	9594.58
5215	9799.73
5216	10098.46
5217	10368.85
5218	10544.31
5219	10636.53
5220	10718.42
5221	10683.32
5222	10659.03
5223	10663.98
5224	10613.14
5225	10585.25
5226	10555.55
5227	10470.07
5228	10307.66
5229	10215.88
5230	10187.99
5231	10246.93
5232	10035.93
5233	9764.19
5234	9591.43
5235	9478.51
5236	9440.72
5237	9457.82
5238	9582.89
5239	9774.09
5240	10062.92
5241	10344.10
5242	10534.86
5243	10652.73
5244	10762.05
5245	10739.56
5246	10754.86
5247	10686.02
5248	10583.45
5249	10474.12
5250	10505.17
5251	10486.27
5252	10322.06
5253	10220.38
5254	10225.78
5255	10300.91
5256	10122.76
5257	9843.37
5258	9663.42
5259	9562.64
5260	9513.15
5261	9519.00
5262	9645.42
5263	9845.62
5264	10178.99
5265	10455.23
5266	10623.94
5267	10715.27
5268	10833.59
5269	10848.43
5270	10793.10
5271	10708.07
5272	10612.69
5273	10560.05
5274	10577.60
5275	10472.32
5276	10317.11
5277	10196.54
5278	10150.65
5279	10202.84
5280	10033.68
5281	9779.49
5282	9597.73
5283	9493.81
5284	9423.62
5285	9414.18
5286	9378.63
5287	9401.58
5288	9529.35
5289	9741.25
5290	10001.74
5291	10150.65
5292	10242.43
5293	10201.94
5294	10088.12
5295	9997.69
5296	9996.79
5297	9973.84
5298	9980.14
5299	9904.56
5300	9871.27
5301	9804.68
5302	9852.82
5303	9912.66
5304	9761.04
5305	9521.25
5306	9395.73
5307	9286.41
5308	9205.43
5309	9185.63
5310	9208.57
5311	9177.53
5312	9249.06
5313	9456.92
5314	9693.56
5315	9887.91
5316	9984.64
5317	10027.83
5318	9905.01
5319	9837.07
5320	9766.89
5321	9683.21
5322	9877.12
5323	9980.59
5324	9876.22
5325	9821.33
5326	9883.41
5327	9908.16
5328	9751.60
5329	9524.85
5330	9373.24
5331	9268.41
5332	9262.11
5333	9317.90
5334	9494.71
5335	9732.70
5336	10036.38
5337	10358.50
5338	10582.55
5339	10675.68
5340	10833.59
5341	10767.45
5342	10702.22
5343	10636.98
5344	10717.97
5345	10642.38
5346	10650.03
5347	10576.70
5348	10388.64
5349	10233.43
5350	10207.79
5351	10233.43
5352	10062.47
5353	9815.03
5354	9646.77
5355	9542.39
5356	9509.10
5357	9535.20
5358	9680.96
5359	9916.26
5360	10239.28
5361	10498.87
5362	10685.12
5363	10775.10
5364	10851.58
5365	10760.26
5366	10730.11
5367	10731.46
5368	10703.12
5369	10681.07
