,AT,BE,BG,CZ,DK,DE,EE,IE,ES,FR,HR,IT,LV,LT,LU,HU,NL,PL,PT,RO,SI,SK,FI,SE,NO,CH,UK,EL
21/08/2016 05:00,13.583,12.345,19.447,15.935,14.134,12.731,15.487,12.563,15.644,12.184,18.662,18.525,15.151,15.761,10.847,19.255,13.639,17.377,14.799,19.147,16.86,16.526,13.127,11.574,9.029,8.487,12.914,22.384
21/08/2016 06:00,13.873,12.571,22.227,16.196,15.361,13.554,16.52,12.318,15.393,12.698,20.274,20.07,16.466,16.763,11.708,20.891,13.93,18.325,14.5,21.818,17.485,18.086,13.987,12.44,9.558,9.53,13.021,24.827
21/08/2016 07:00,14.154,13.401,25.787,16.481,16.324,14.862,18.037,12.743,16.861,14.369,22.109,22.198,18.132,18.256,13.152,22.946,14.766,19.606,15.54,24.898,18.525,19.454,14.937,13.595,10.166,10.479,13.763,27.018
21/08/2016 08:00,14.496,14.458,28.169,16.941,17.542,16.554,20.077,13.508,19.374,16.293,23.958,24.381,19.867,20.083,14.58,25.216,15.84,21.244,18.131,27.104,19.923,20.92,15.914,14.956,10.886,11.434,14.747,28.631
21/08/2016 09:00,14.786,15.535,29.892,17.468,18.477,18.053,21.748,14.313,22.317,17.944,25.505,26.11,21.111,21.709,15.525,26.635,16.933,22.453,21.892,28.634,21.613,21.981,16.771,16.06,11.583,12.611,15.789,29.913
21/08/2016 10:00,15.205,16.632,31.162,18.053,19.133,19.107,22.833,14.894,24.925,19.232,26.595,27.424,22.151,23.101,16.153,27.45,17.987,23.148,25.642,29.719,22.866,22.418,17.4,16.864,12.189,13.867,16.678,30.829
21/08/2016 11:00,15.839,17.48,31.983,18.684,19.576,19.824,23.62,15.314,26.914,20.239,27.324,28.357,23.051,24.162,16.457,27.914,18.641,23.479,28.592,30.409,23.377,22.515,17.81,17.356,12.674,14.837,17.352,31.411
21/08/2016 12:00,16.473,18.114,32.404,19.278,19.818,20.285,24.059,15.908,28.487,21.049,27.711,28.926,23.664,24.816,16.673,28.051,18.919,23.483,30.741,30.774,23.451,22.489,17.999,17.635,12.972,15.415,17.887,31.627
21/08/2016 13:00,16.848,18.608,32.423,19.76,19.919,20.486,24.194,16.567,29.669,21.627,27.801,29.083,23.929,25.023,17.049,27.875,19.131,23.196,32.281,30.816,23.258,22.196,18.016,17.7,13.085,15.646,18.225,31.467
21/08/2016 14:00,16.892,18.889,31.977,20.054,19.871,20.436,23.992,17.023,30.425,21.901,27.51,28.827,23.811,24.82,17.397,27.372,19.173,22.708,33.301,30.511,21.881,21.756,17.917,17.595,13.063,15.561,18.235,31.011
21/08/2016 15:00,16.561,18.908,31.127,20.105,19.706,20.172,23.48,17.387,30.705,21.829,26.884,28.223,23.298,24.065,17.46,26.642,19.16,22.075,33.782,29.859,20.97,21.235,17.658,17.343,12.921,15.145,17.961,30.38
21/08/2016 16:00,15.884,18.58,29.964,19.733,19.293,19.651,22.607,17.657,30.516,21.463,25.849,27.382,22.329,22.811,17.303,25.545,19.012,21.238,33.759,28.849,19.736,20.445,17.181,17.009,12.683,14.452,17.601,29.553
21/08/2016 17:00,14.811,17.93,27.458,18.808,18.754,18.827,21.386,17.755,29.795,20.802,24.323,26.236,20.86,21.461,16.773,23.959,18.75,20.146,33.182,26.455,18.356,19.303,16.455,16.433,12.28,13.382,17.162,28.259
21/08/2016 18:00,13.167,16.876,24.777,16.693,17.916,17.406,20.164,17.655,28.467,19.624,22.36,24.2,19.609,20.454,15.832,22.229,18.134,18.796,31.942,24.544,16.938,18.019,15.601,15.223,11.566,11.767,16.575,26.385
21/08/2016 19:00,11.825,15.377,23.787,14.704,16.545,15.439,19.541,17.34,25.763,17.204,20.963,22.217,19.097,19.893,14.257,21.011,16.665,17.804,28.905,23.567,15.901,17.077,15.029,13.866,10.374,9.679,15.78,25.395
21/08/2016 20:00,11.311,14.226,22.927,14.066,15.907,14.641,19.19,16.926,23.083,15.682,19.979,21.204,18.689,19.348,13.103,20.054,15.931,17.146,25.223,22.587,15.289,16.392,14.751,13.155,9.604,8.885,15.079,24.506
21/08/2016 21:00,10.881,13.5,22.208,13.531,15.578,14.076,18.849,16.662,21.728,15.031,19.219,20.319,18.249,18.781,12.365,19.283,15.77,16.548,23.435,21.669,14.7,15.809,14.492,12.656,9.214,8.46,14.867,23.75
21/08/2016 22:00,10.58,12.984,21.672,13.171,15.277,13.562,18.544,16.555,20.616,14.464,18.605,19.552,17.79,18.231,11.639,18.704,15.481,16.069,22.067,20.946,14.119,15.358,14.334,12.183,8.895,8.242,14.801,23.259
21/08/2016 23:00,10.379,12.697,21.239,12.872,14.987,13.151,18.177,16.472,19.769,13.981,18.041,18.843,17.4,17.745,10.985,18.261,15.157,15.708,21.082,20.402,13.568,15.008,14.192,11.817,8.642,8.085,14.777,22.97
22/08/2016 00:00,10.197,12.602,20.854,12.546,14.725,12.787,17.762,16.422,19.074,13.561,17.47,18.245,16.987,17.297,10.51,17.874,14.903,15.367,20.458,19.986,13.032,14.702,14.097,11.56,8.441,7.896,14.78,22.683
22/08/2016 01:00,9.95,12.621,20.536,12.25,14.464,12.43,17.338,16.424,18.462,13.189,16.932,17.729,16.721,16.991,10.267,17.539,14.723,15.043,20.058,19.631,12.55,14.475,14.007,11.346,8.256,7.744,14.847,22.447
22/08/2016 02:00,9.532,12.768,20.239,11.916,14.203,12.101,16.973,16.368,17.917,12.872,16.454,17.272,16.31,16.664,10.066,17.202,14.759,14.769,19.67,19.315,12.189,14.321,13.946,11.093,8.092,7.531,14.926,22.264
22/08/2016 03:00,9.255,12.992,19.984,11.43,13.964,11.82,16.701,16.231,17.473,12.602,15.969,16.844,15.967,16.366,10.014,16.889,14.923,14.548,19.269,19.013,11.821,14.193,13.973,10.803,7.989,7.339,14.967,22.131
22/08/2016 04:00,9.065,13.223,19.746,10.851,13.756,11.576,16.635,15.976,17.104,12.353,15.546,16.467,15.881,16.231,9.713,16.578,14.957,14.277,18.83,18.766,11.563,14.027,14.359,10.676,7.959,7.11,14.977,21.957
22/08/2016 05:00,9.026,13.406,21.2,11.161,13.979,11.709,16.978,15.629,16.768,12.127,15.237,16.293,16.332,16.667,9.802,16.504,14.904,14.62,18.409,19.962,11.508,14.126,14.848,11.31,8.182,6.847,14.95,22.86
22/08/2016 06:00,9.646,13.847,23.853,12.557,15.463,13.097,17.682,15.228,16.659,12.845,15.36,17.947,16.984,17.442,11.369,16.852,15.153,15.391,18.072,22.082,12.502,14.551,15.465,12.493,8.864,7.859,15.039,25.2
22/08/2016 07:00,10.667,14.617,26.992,14.473,16.388,14.758,18.595,15.194,18.61,15.216,15.912,20.16,18.004,18.524,12.578,17.56,15.646,16.574,19.245,24.592,14.283,15.1,16.207,13.733,9.704,9.839,15.516,27.989
22/08/2016 08:00,12.177,15.882,29.306,16.11,17.326,16.447,19.368,15.489,21.398,17.909,16.788,22.285,19.275,19.559,14.43,18.351,16.548,17.918,22.143,26.569,16.362,16.009,16.899,15.128,10.706,11.84,16.241,29.837
22/08/2016 09:00,13.841,17.513,30.96,17.641,18.172,17.948,20.11,15.93,24.773,20.468,17.866,24.05,20.432,20.372,15.981,18.952,17.771,19.159,25.63,27.849,18.311,17.064,17.454,16.261,11.726,13.646,17.144,31.189
22/08/2016 10:00,15.225,19.134,32.138,18.998,18.888,19.143,20.824,16.519,27.809,22.247,18.803,25.301,21.247,21.023,17.396,19.332,19.038,20.096,29.072,28.683,19.687,17.659,17.844,17.074,12.562,15.098,18.097,32.16
22/08/2016 11:00,16.249,20.565,32.85,19.879,19.329,20.066,21.298,17.179,30.002,23.678,19.56,26.139,21.736,21.511,18.971,19.618,19.951,20.745,31.698,29.178,20.603,17.992,18.074,17.571,13.17,16.213,18.914,32.742
22/08/2016 12:00,16.937,21.634,33.102,20.464,19.376,20.773,21.529,17.786,31.595,24.865,20.08,26.638,21.916,21.797,20.55,19.834,20.453,21.174,33.549,29.33,21.201,18.168,18.14,17.749,13.514,17.027,19.542,32.952
22/08/2016 13:00,17.247,22.276,32.868,20.781,19.229,21.238,21.437,18.201,32.734,25.788,20.301,26.8,21.961,21.835,21.633,19.856,20.702,21.394,34.792,29.101,21.454,18.171,18.046,17.669,13.645,17.506,19.904,32.675
22/08/2016 14:00,17.208,22.587,32.224,20.84,19.031,21.418,21.096,18.388,33.423,26.373,20.225,26.646,21.852,21.681,22.225,19.642,20.838,21.365,35.51,28.554,21.359,17.969,17.8,17.447,13.593,17.624,20.027,32.038
22/08/2016 15:00,16.806,22.689,31.264,20.648,18.74,21.297,20.621,18.407,33.636,26.566,19.814,26.161,21.51,21.265,22.381,19.2,20.922,21.102,35.74,27.61,20.904,17.596,17.442,17.067,13.373,17.397,19.903,31.216
22/08/2016 16:00,16.209,22.623,29.855,20.167,18.434,20.906,20.022,18.229,33.413,26.405,19.208,25.411,20.831,20.547,22.249,18.715,20.999,20.594,35.506,26.098,20.218,17.138,17.014,16.543,12.978,16.928,19.578,30.254
22/08/2016 17:00,15.283,22.204,27.249,19.228,18.09,20.23,19.214,17.905,32.685,25.794,18.367,24.316,19.477,19.432,21.81,18.154,20.751,19.746,34.746,23.822,19.031,16.445,16.526,15.781,12.429,16.156,19.061,28.829
22/08/2016 18:00,13.536,20.888,24.845,17.109,17.564,18.931,18.091,17.358,31.306,24.362,17.178,22.295,18.098,18.184,20.327,17.501,19.816,18.07,33.361,22.009,16.697,15.431,15.987,14.66,11.623,14.618,18.319,27.038
22/08/2016 19:00,12.054,18.165,23.626,15.424,16.752,17.168,17.47,16.567,28.256,21.379,16.512,20.249,17.425,17.578,17.578,17.11,17.875,17.083,30.398,21.106,15.19,14.773,15.538,13.467,10.455,12.459,17.164,25.981
22/08/2016 20:00,11.546,16.885,22.376,14.792,16.517,16.435,17.077,15.451,25.594,19.795,16.267,19.462,17.018,17.124,16.705,16.845,16.93,16.499,26.75,20.295,14.719,14.448,15.24,12.888,9.661,11.706,15.727,25.123
22/08/2016 21:00,11.083,16.268,21.097,14.125,16.473,15.889,16.705,14.84,24.264,18.951,16.034,18.909,16.622,16.69,16.134,16.545,16.627,15.822,24.778,19.598,14.299,13.999,14.94,12.431,9.202,11.155,15.067,24.385
22/08/2016 22:00,10.627,15.699,19.982,13.427,16.411,15.445,16.347,14.374,23.197,18.162,15.867,18.494,16.195,16.241,15.457,16.302,16.383,15.19,23.405,19.07,13.946,13.616,14.661,12.017,8.8,10.587,14.579,23.785
22/08/2016 23:00,10.175,15.163,19.082,12.819,16.353,15.052,16.009,13.944,22.422,17.476,15.779,18.129,15.752,15.787,14.787,16.117,16.173,14.662,22.499,18.623,13.606,13.362,14.375,11.672,8.465,10.098,14.135,23.349
23/08/2016 00:00,9.779,14.76,18.238,12.288,16.278,14.707,15.695,13.542,21.737,16.881,15.651,17.713,15.357,15.37,14.175,15.931,15.961,14.202,21.819,18.234,13.283,13.142,14.106,11.397,8.176,9.748,13.74,22.923
23/08/2016 01:00,9.456,14.262,17.482,11.862,16.151,14.373,15.399,13.24,21.121,16.339,15.565,17.349,15.007,14.988,13.564,15.719,15.717,13.83,21.313,17.856,12.974,12.909,13.815,11.18,7.948,9.473,13.474,22.454
23/08/2016 02:00,9.225,13.558,16.806,11.526,15.97,14.041,15.125,12.983,20.562,15.857,15.428,17.008,14.674,14.611,12.975,15.512,15.481,13.516,20.983,17.486,12.577,12.658,13.52,10.968,7.755,9.284,13.286,22.005
23/08/2016 03:00,9.049,12.885,16.225,11.268,15.801,13.746,14.848,12.796,20.034,15.441,15.254,16.687,14.368,14.247,12.436,15.308,15.28,13.257,20.842,17.111,12.229,12.445,13.233,10.798,7.584,9.196,13.115,21.621
23/08/2016 04:00,8.832,12.441,15.756,11.001,15.614,13.466,14.776,12.668,19.514,15.091,15.068,16.359,14.349,14.016,11.95,15.006,15.092,13.043,20.655,16.769,11.812,12.054,13.163,10.715,7.404,9.019,12.941,21.266
23/08/2016 05:00,8.97,12.312,15.973,11.626,15.671,13.376,15.617,12.544,18.968,14.797,15.078,16.164,15.447,15.003,11.571,15.109,14.93,13.986,20.306,17.226,11.775,12.433,13.465,11.26,7.455,8.902,12.77,21.7
23/08/2016 06:00,11.155,14.168,17.107,14.186,16.65,14.925,16.273,12.414,18.618,15.557,15.947,17.78,16.246,15.885,13.378,16.18,16.176,15.42,19.952,18.47,13.979,13.93,13.958,12.157,7.973,10.666,13.013,23.021
23/08/2016 07:00,13.721,16.565,19.046,16.826,17.351,16.818,17.093,12.836,20.435,17.839,17.407,19.968,17.189,17.143,15.612,18.129,17.544,17.495,20.82,20.421,16.552,16.164,14.749,13.202,8.535,13.466,14.141,24.87
23/08/2016 08:00,16.08,18.692,21.189,19.354,18.032,19.424,17.947,13.452,23.323,20.528,19.132,22.078,18.165,18.415,18.195,20.351,19.252,19.463,23.572,22.505,18.846,18.199,15.733,14.385,9.289,16.066,15.167,26.52
23/08/2016 09:00,17.763,21.546,23.119,20.873,18.812,21.429,18.76,14.181,26.485,23.644,20.753,23.727,18.971,19.626,21.291,22.191,21.13,20.82,27.03,24.157,20.383,19.729,16.555,15.534,9.976,18.38,16.586,27.729
23/08/2016 10:00,19.085,23.441,24.723,22.115,19.458,22.803,19.557,14.903,29.117,25.955,22.093,24.936,19.552,20.627,22.741,23.579,22.713,21.847,30.366,25.273,21.545,21.012,17.04,16.45,10.64,19.918,17.897,28.511
23/08/2016 11:00,20.13,24.732,25.886,23.084,19.887,23.858,20.119,15.596,31.01,27.688,23.133,25.773,19.991,21.194,23.869,24.65,23.859,22.58,32.683,25.956,22.418,22.079,17.288,17.065,11.177,21.017,19.015,28.913
23/08/2016 12:00,20.902,25.617,26.533,23.84,20.199,24.675,20.433,16.204,32.401,29.001,23.892,26.336,20.203,21.304,24.811,25.404,24.674,23.061,34.228,26.303,23.062,22.808,17.317,17.423,11.517,21.724,19.87,28.973
23/08/2016 13:00,21.35,26.208,26.658,24.276,20.329,25.235,20.505,16.564,33.371,29.936,24.276,26.638,20.163,21.049,25.515,25.805,25.325,23.302,35.207,26.276,23.407,23.15,17.099,17.54,11.661,22.116,20.485,28.782
23/08/2016 14:00,21.424,26.542,26.222,24.3,20.288,25.477,20.343,16.695,33.892,30.454,24.325,26.647,19.892,20.534,25.925,25.898,25.764,23.24,35.684,25.947,23.443,23.108,16.68,17.396,11.634,22.168,20.829,28.295
23/08/2016 15:00,21.133,26.611,25.4,23.911,20.054,25.392,19.976,16.659,33.942,30.535,24.08,26.332,19.356,19.849,26.007,25.601,25.972,22.908,35.687,25.32,23.16,22.694,16.084,17.021,11.499,21.881,20.911,27.606
23/08/2016 16:00,20.49,26.388,24.266,23.329,19.706,25.031,19.341,16.605,33.569,30.209,23.497,25.717,18.594,19.023,25.83,24.924,25.871,22.233,35.289,24.371,22.51,21.859,15.402,16.445,11.285,21.388,20.747,26.711
23/08/2016 17:00,19.358,25.778,22.535,22.369,19.252,24.31,18.288,16.377,32.672,29.407,22.219,24.718,17.411,17.892,25.247,23.447,25.463,21.03,34.376,22.807,21.121,20.131,14.501,15.607,10.856,20.512,20.311,25.52
23/08/2016 18:00,16.895,24.025,20.68,20.075,18.488,22.397,16.718,15.883,31.105,27.329,19.548,22.784,15.884,16.432,23.207,20.509,23.987,18.921,32.802,21.16,18.001,16.817,13.276,14.124,10.074,18.601,19.478,24.182
23/08/2016 19:00,15.268,20.94,19.755,18.233,17.098,19.896,15.838,15.131,28.043,23.891,17.947,20.952,15.056,15.78,19.904,19.157,21.39,17.595,30.131,20.349,16.098,15.359,12.478,12.421,8.952,16.345,18.153,23.392
23/08/2016 20:00,14.703,19.588,18.961,17.329,16.476,18.658,15.208,14.09,25.367,22.25,17.215,20.261,14.394,15.293,18.42,18.407,20.199,16.897,27.218,19.59,15.48,14.67,12.024,11.608,8.207,15.601,16.975,22.776
23/08/2016 21:00,14.086,18.899,18.315,16.513,16.138,17.77,14.626,13.458,23.97,21.326,16.605,19.735,13.71,14.825,17.479,17.676,19.645,16.274,25.654,18.904,14.894,13.945,11.514,10.999,7.785,15.048,16.415,22.271
23/08/2016 22:00,13.546,18.247,17.873,15.923,15.88,17.079,14.129,12.954,22.828,20.472,16.148,19.317,13.149,14.398,16.656,17.021,19.195,15.747,24.548,18.338,14.396,13.354,11.093,10.445,7.476,14.551,15.964,21.925
23/08/2016 23:00,13.187,17.621,17.551,15.602,15.671,16.5,13.723,12.455,21.906,19.725,15.812,19.003,12.69,14,15.919,16.49,18.748,15.31,23.7,17.841,13.99,13.01,10.716,9.928,7.27,14.076,15.538,21.645
24/08/2016 00:00,12.869,17.014,17.269,15.342,15.484,15.966,13.428,11.969,21.14,19.047,15.517,18.686,12.325,13.611,15.242,15.998,18.24,14.927,23.051,17.392,13.647,12.792,10.375,9.46,7.116,13.593,15.137,21.329
24/08/2016 01:00,12.547,16.446,17.016,15.106,15.253,15.467,13.229,11.502,20.483,18.428,15.223,18.353,12.031,13.258,14.634,15.52,17.694,14.584,22.535,16.964,13.386,12.629,10.026,9.039,6.975,13.111,14.782,21.049
24/08/2016 02:00,12.223,15.93,16.764,14.949,15.028,15.015,13.053,11.079,19.905,17.869,14.957,18.064,11.767,12.925,14.119,15.063,17.159,14.284,22.04,16.592,13.184,12.477,9.728,8.714,6.854,12.745,14.442,20.819
24/08/2016 03:00,11.915,15.475,16.546,14.75,14.814,14.625,12.87,10.779,19.391,17.361,14.709,17.796,11.536,12.596,13.717,14.638,16.67,14.015,21.542,16.209,13.008,12.397,9.467,8.477,6.729,12.479,14.128,20.631
24/08/2016 04:00,11.487,15.101,16.384,14.352,14.575,14.274,13.3,10.537,18.913,16.877,14.455,17.533,11.92,12.579,13.407,14.248,16.2,13.767,21.169,15.952,12.769,12.352,9.643,8.393,6.671,12.155,13.812,20.391
24/08/2016 05:00,11.404,14.839,17.397,14.338,14.556,14.243,14.981,10.199,18.444,16.436,14.795,17.328,14.032,13.934,13.178,14.978,15.805,14.678,20.89,16.921,12.988,13.454,10.158,9.221,6.967,11.867,13.475,20.808
24/08/2016 06:00,13.743,15.91,19.369,16.293,15.866,16.456,16.126,9.945,18.14,17.057,16.701,18.919,15.643,15.26,15.104,16.995,16.71,16.385,20.704,18.524,15.803,15.589,10.828,10.626,7.733,13.192,13.528,21.928
24/08/2016 07:00,16.351,17.745,21.801,18.629,16.905,18.581,17.172,11.557,19.889,19.487,19.345,21.18,17.081,16.804,17.68,19.878,18.067,18.209,21.444,20.727,18.36,18.053,11.79,12.169,8.566,15.858,14.626,23.47
24/08/2016 08:00,18.609,19.879,24.161,20.705,18.222,21.342,18.129,13.227,22.498,21.936,22.01,23.329,18.337,18.214,20.032,22.935,19.832,19.868,23.475,22.778,20.346,20.088,12.857,13.701,9.437,18.443,15.689,25.004
24/08/2016 09:00,20.389,22.536,26.023,22.087,19.431,23.685,18.923,14.547,25.465,24.77,23.653,24.946,19.293,19.391,22.875,24.607,22.131,21.252,26.327,24.379,21.726,21.525,13.818,14.966,10.27,21.121,17.038,26.14
24/08/2016 10:00,21.56,25.096,27.231,23.288,20.467,25.191,19.521,15.6,28.051,27.049,24.784,26.108,19.979,20.315,24.483,25.765,24.456,22.294,29.313,25.491,22.786,22.596,14.571,15.981,10.991,22.593,18.265,26.874
24/08/2016 11:00,22.353,26.542,27.917,24.273,21.27,26.329,19.896,16.453,30.006,28.801,25.608,26.951,20.395,20.922,25.75,26.605,26.062,23.039,31.084,26.162,23.486,23.391,15.086,16.768,11.553,23.446,19.273,27.357
24/08/2016 12:00,22.906,27.458,28.112,25.015,21.778,27.213,20.067,17.158,31.398,30.138,26.194,27.525,20.575,21.175,26.812,27.19,27.11,23.59,32.277,26.414,24.126,23.981,15.385,17.315,11.948,24.023,20.001,27.659
24/08/2016 13:00,23.147,28.079,27.825,25.457,22.012,27.825,20.014,17.685,32.25,31.038,26.447,27.798,20.566,21.279,27.623,27.432,27.766,23.885,33.109,26.303,24.434,24.209,15.445,17.556,12.168,24.3,20.453,27.724
24/08/2016 14:00,23.046,28.418,27.144,25.55,22.078,28.122,19.74,18.016,32.646,31.5,26.367,27.725,20.287,21.098,28.168,27.385,28.126,23.868,33.67,25.928,24.422,24.067,15.305,17.466,12.214,24.263,20.704,27.558
24/08/2016 15:00,22.57,28.471,26.158,25.28,22.107,28.058,19.252,18.096,32.64,31.537,25.948,27.314,19.766,20.626,28.382,26.97,28.19,23.503,33.827,25.273,24.057,23.572,14.946,17.084,12.11,23.9,20.742,27.185
24/08/2016 16:00,21.768,28.2,25.003,24.625,21.951,27.635,18.556,17.816,32.261,31.161,25.136,26.63,19.064,19.814,28.271,26.097,27.992,22.831,33.602,24.229,23.315,22.631,14.49,16.465,11.859,23.401,20.474,26.647
24/08/2016 17:00,20.464,27.649,23.465,23.245,21.43,26.629,17.429,17.268,31.385,30.404,23.617,25.56,17.685,18.378,27.699,24.378,27.338,21.589,32.873,22.459,21.872,20.889,13.502,15.559,11.419,22.592,19.958,25.588
24/08/2016 18:00,17.39,25.384,21.825,19.851,20.518,23.76,15.442,16.649,29.841,28.294,20.714,23.47,15.378,16.191,24.801,21.419,25.415,18.875,31.528,20.468,18.718,17.531,11.917,14.256,10.763,20.633,19.031,24.374
24/08/2016 19:00,15.573,22.281,20.941,17.491,19.255,20.988,14.446,15.846,26.67,24.795,19.046,21.494,14.352,15.222,21.487,20.108,22.979,17.24,29.113,19.561,16.711,15.913,10.93,13.182,10.004,18.462,17.607,23.859
24/08/2016 20:00,14.808,20.901,20.211,16.529,18.694,20.042,13.86,14.439,24.056,22.997,18.215,20.724,13.689,14.543,20.049,19.278,21.901,16.382,26.143,18.741,15.961,15.07,10.338,12.761,9.493,17.578,16.395,23.402
24/08/2016 21:00,14.056,20.14,19.587,15.646,18.283,19.317,13.404,13.697,22.777,21.916,17.54,20.095,13.037,13.822,19.196,18.383,21.273,15.61,24.565,17.96,15.277,14.2,9.862,12.502,9.179,16.784,15.7,22.999
24/08/2016 22:00,13.407,19.516,19.053,14.827,17.88,18.605,13.047,13.314,21.704,21.031,17.015,19.575,12.457,13.1,18.509,17.575,20.74,14.922,23.415,17.238,14.575,13.47,9.432,12.311,8.931,16.095,15.22,22.742
24/08/2016 23:00,12.888,18.975,18.647,14.148,17.578,17.912,12.733,13.01,20.862,20.284,16.64,19.165,12.009,12.389,17.907,16.975,20.293,14.328,22.511,16.66,13.994,12.932,9.062,12.11,8.736,15.465,14.82,22.485
25/08/2016 00:00,12.405,18.458,18.263,13.535,17.366,17.25,12.471,12.654,20.135,19.634,16.282,18.786,11.683,11.784,17.382,16.402,19.788,13.791,21.768,16.161,13.479,12.471,8.859,11.937,8.504,14.843,14.379,22.204
25/08/2016 01:00,11.97,17.967,17.867,12.98,17.187,16.64,12.261,12.304,19.493,19.066,15.987,18.44,11.347,11.282,16.815,15.872,19.186,13.31,21.159,15.713,13.061,12.092,8.791,11.761,8.281,14.323,14.006,21.938
25/08/2016 02:00,11.549,17.531,17.5,12.473,16.997,16.051,12.124,11.932,18.9,18.546,15.685,18.135,11.063,10.905,16.132,15.39,18.579,12.857,20.616,15.325,12.726,11.691,8.912,11.563,8.124,13.954,13.738,21.692
25/08/2016 03:00,11.167,17.141,17.167,12.015,16.846,15.482,12.12,11.569,18.369,18.098,15.361,17.859,10.808,10.629,15.425,14.924,18.014,12.433,20.157,14.955,12.426,11.322,9.114,11.416,8.02,13.654,13.564,21.457
25/08/2016 04:00,10.729,16.768,16.876,11.562,16.681,14.951,12.516,11.229,17.852,17.677,15.061,17.59,11.008,10.679,14.79,14.45,17.529,12.077,19.755,14.62,12.146,10.925,9.479,11.321,7.979,13.334,13.379,21.169
25/08/2016 05:00,10.652,16.351,17.687,12.03,16.839,14.711,13.805,10.931,17.376,17.274,15.223,17.459,13.261,12.795,14.259,15.003,17.074,13.38,19.391,15.808,12.309,12.042,10.05,11.716,8.081,13.009,13.224,21.583
25/08/2016 06:00,13.014,17.186,19.332,14.756,17.926,16.446,14.974,10.712,17.078,17.864,17.199,19.25,14.893,14.57,15.737,17.13,18.039,15.351,19.037,17.86,15.034,14.734,10.683,12.427,8.533,14.33,13.415,22.756
25/08/2016 07:00,15.776,18.83,21.366,17.272,18.797,18.607,16.357,11.529,18.965,20.207,19.835,21.733,16.567,17.09,17.808,20.07,19.534,18.175,19.708,20.363,17.772,17.458,11.377,13.336,9.008,16.918,14.358,24
25/08/2016 08:00,18.337,20.78,23.135,20.242,20.033,21.47,17.684,12.936,21.678,22.571,22.458,24.055,17.989,18.791,20.135,22.879,21.271,20.502,21.784,22.349,20.06,19.697,12.094,14.35,9.584,19.144,15.299,25.165
25/08/2016 09:00,20.373,23.329,24.581,21.949,21.646,24.036,18.788,14.199,24.789,25.361,23.947,25.764,19.12,19.934,22.715,24.579,23.6,21.871,24.803,23.8,21.445,21.132,12.804,15.339,10.169,21.355,16.454,26.12
25/08/2016 10:00,21.885,25.567,25.772,23.411,22.963,25.908,19.892,15.53,27.364,27.711,25.076,27.046,20.11,20.923,24.841,25.778,25.427,23.012,27.653,24.832,22.553,22.349,13.484,16.151,10.663,22.892,17.539,26.798
25/08/2016 11:00,22.903,27.24,26.682,24.673,23.86,27.328,20.794,16.453,29.37,29.495,25.985,28.004,20.882,21.728,26.504,26.714,26.812,23.966,29.756,25.574,23.458,23.361,14.014,16.798,11.034,23.898,18.438,27.224
25/08/2016 12:00,23.543,28.452,27.165,25.638,24.466,28.386,21.281,17.129,30.927,30.789,26.63,28.667,21.36,22.241,27.788,27.398,27.843,24.682,31.33,26.023,24.115,24.084,14.339,17.256,11.212,24.546,19.117,27.36
25/08/2016 13:00,23.81,29.236,27.241,26.246,24.835,29.09,21.473,17.637,32.037,31.645,26.956,28.973,21.559,22.443,28.755,27.757,28.553,25.105,32.46,26.109,24.438,24.452,14.477,17.458,11.206,24.896,19.518,27.224
25/08/2016 14:00,23.709,29.679,26.871,26.43,24.876,29.404,21.432,17.898,32.655,32.057,26.943,28.893,21.49,22.332,29.368,27.765,28.98,25.21,33.122,25.822,24.402,24.459,14.455,17.445,11.113,24.918,19.584,26.871
25/08/2016 15:00,23.236,29.781,26.121,26.146,24.616,29.278,21.123,17.906,32.765,32.054,26.579,28.431,21.15,21.911,29.619,27.382,29.113,24.969,33.269,25.186,24.009,24.104,14.329,17.189,10.994,24.647,19.356,26.366
25/08/2016 16:00,22.622,29.651,24.968,25.316,24.137,28.781,20.462,17.672,32.393,31.713,25.783,27.65,20.446,21.186,29.687,26.499,29.129,24.271,32.93,24.15,23.214,23.305,14.073,16.673,10.785,24.202,19.018,25.733
25/08/2016 17:00,21.115,29.264,22.897,23.5,23.448,27.42,19.368,17.266,31.49,31.041,24.148,26.439,18.839,19.394,29.153,24.488,28.511,22.616,32.059,21.963,21.618,21.228,13.571,15.813,10.419,23.597,18.56,24.761
25/08/2016 18:00,17.831,27.225,20.332,19.768,22.291,24.298,17.793,16.629,29.936,29.103,20.922,24.093,16.767,17.583,26.524,21.102,26.543,19.62,30.674,19.396,18.235,17.6,12.686,14.549,9.743,21.846,17.912,23.577
25/08/2016 19:00,16.001,24.74,19.307,17.548,20.905,21.773,16.93,15.564,26.916,26.004,19.337,21.965,15.936,17.045,24.294,19.875,24.318,18.211,28.409,18.448,16.392,15.966,12.099,13.22,8.865,20.281,16.917,23.052
25/08/2016 20:00,15.142,23.433,18.457,16.647,20.251,20.796,16.415,14.006,24.572,24.314,18.597,21.119,15.509,16.705,23.096,19.074,23.304,17.506,25.726,17.597,15.775,15.07,11.801,12.633,8.37,19.652,15.904,22.59
25/08/2016 21:00,14.378,22.522,17.694,15.744,19.778,19.882,16.091,13.313,23.35,23.125,17.891,20.413,15.141,16.147,21.989,18.262,22.608,16.789,24.203,16.789,15.288,14.27,11.522,12.152,8.066,18.852,15.369,22.147
