,AT,BE,BG,CZ,DK,DE,EE,IE,ES,FR,HR,IT,LV,LT,LU,HU,NL,PL,PT,RO,SI,SK,FI,SE,NO,CH,UK,EL
25/08/2016 22:00,13.77,21.837,17.088,14.905,19.363,19.039,16.017,12.824,22.292,22.14,17.288,19.831,14.759,15.318,21.076,17.525,22.007,16.026,23.039,16.066,15.025,13.674,11.209,11.697,7.829,18.154,14.953,21.782
25/08/2016 23:00,13.258,21.378,16.539,14.184,18.936,18.274,16.094,12.27,21.392,21.327,16.841,19.402,14.481,14.42,20.382,16.866,21.538,15.313,22.141,15.407,14.831,13.215,10.897,11.224,7.633,17.617,14.592,21.468
26/08/2016 00:00,12.868,20.913,16.039,13.576,18.511,17.618,16.103,11.758,20.589,20.563,16.35,19.057,14.228,13.805,19.826,16.216,21.156,14.698,21.44,14.823,14.418,12.824,10.635,10.81,7.475,17.119,14.243,21.129
26/08/2016 01:00,12.529,20.395,15.519,13.077,18.124,17.047,16.11,11.43,19.911,19.873,15.887,18.765,13.99,13.444,19.356,15.567,20.816,14.143,20.874,14.304,13.897,12.508,10.363,10.454,7.3,16.552,13.826,20.781
26/08/2016 02:00,12.225,19.923,15.044,12.665,17.731,16.53,16.125,11.211,19.334,19.258,15.467,18.522,13.819,13.148,18.888,15,20.438,13.641,20.427,13.819,13.347,12.246,10.028,10.109,7.143,16.122,13.368,20.414
26/08/2016 03:00,11.923,19.405,14.618,12.308,17.363,16.042,16.125,11.062,18.84,18.705,15.091,18.321,13.702,12.826,18.388,14.445,20.029,13.18,20.062,13.382,12.975,11.918,9.747,9.85,7.087,15.737,12.965,20.093
26/08/2016 04:00,11.529,18.787,14.237,11.965,17.028,15.595,16.124,11.045,18.416,18.176,14.671,18.083,13.765,12.655,17.828,13.893,19.547,12.755,19.739,13.054,12.593,11.542,9.868,9.809,7.118,15.293,12.575,19.742
26/08/2016 05:00,11.497,18.106,15.742,12.37,17.006,15.38,16.381,11.052,17.966,17.673,14.842,17.905,14.632,14.153,17.235,14.515,18.953,13.727,19.371,14.739,12.56,12.513,10.597,10.564,7.393,14.89,12.209,20.289
26/08/2016 06:00,13.638,18.76,18.666,14.948,17.876,17.119,16.992,11.078,17.63,18.071,17.114,19.555,16.02,15.731,18.505,16.719,19.555,15.578,19.038,17.425,15.073,15.405,11.519,11.547,7.978,15.857,12.2,21.993
26/08/2016 07:00,16.4,20.417,21.504,17.482,18.854,19.417,18.012,12.016,18.948,20.285,19.767,22.019,18.118,18.087,20.8,19.596,20.651,18.122,19.618,20.486,17.644,18.122,12.742,12.777,8.537,18.474,13.31,23.443
26/08/2016 08:00,19.072,21.933,23.42,20.78,20.251,22.206,19.128,13.259,21.135,22.42,23.061,24.432,20.059,20.44,22.506,23.057,22.148,21.417,21.361,22.538,20.152,20.932,13.949,14.071,9.128,20.865,14.371,24.777
26/08/2016 09:00,20.951,23.94,24.835,22.939,21.882,25.258,20.072,14.48,23.822,24.837,24.864,26.136,21.363,21.793,25.015,25.595,23.739,23.366,24.046,23.927,21.583,22.584,14.921,15.215,9.709,22.44,15.476,25.979
26/08/2016 10:00,22.331,25.572,25.93,24.546,23.137,27.544,20.913,15.427,26.171,26.788,26.035,27.432,22.328,22.835,27.692,26.956,24.61,24.861,27.079,25.002,22.761,23.769,15.607,16.19,10.244,23.484,16.486,26.973
26/08/2016 11:00,23.376,26.72,26.7,25.832,23.795,29.068,21.678,16.199,28.161,28.391,27.006,28.42,23.09,23.648,29.512,27.875,25.197,26.055,29.412,25.82,23.782,24.679,16.021,16.901,10.694,24.311,17.35,27.728
26/08/2016 12:00,24.097,27.488,27.126,26.786,23.952,30.037,22.285,16.798,29.871,29.61,27.733,29.075,23.575,24.145,30.451,28.542,25.492,26.917,31.191,26.359,24.552,25.332,16.215,17.325,10.993,24.875,17.962,28.208
26/08/2016 13:00,24.444,27.88,27.133,27.357,23.679,30.559,22.647,17.158,31.185,30.43,28.132,29.36,23.77,24.311,30.989,28.924,25.48,27.435,32.445,26.552,25.008,25.66,16.223,17.501,11.135,25.148,18.349,28.37
26/08/2016 14:00,24.423,27.939,26.699,27.523,23.082,30.674,22.742,17.312,31.938,30.832,28.214,29.27,23.662,24.165,31.166,28.958,25.215,27.574,33.13,26.388,25.095,25.654,15.996,17.454,11.086,25.108,18.552,28.177
26/08/2016 15:00,24.007,27.712,25.84,27.22,22.302,30.374,22.567,17.277,32.156,30.832,27.925,28.835,23.212,23.65,31.035,28.614,24.71,27.257,33.322,25.815,24.778,25.267,15.574,17.175,10.872,24.763,18.577,27.633
26/08/2016 16:00,23.404,27.376,24.558,26.446,21.327,29.816,21.951,16.983,31.89,30.55,27.113,28.096,22.209,22.512,31.058,27.762,23.998,26.343,33.071,24.717,24.078,24.338,15.105,16.646,10.471,24.352,18.409,26.747
26/08/2016 17:00,22.13,26.529,22.272,24.649,20.202,28.692,20.461,16.525,31.09,29.826,25.318,26.965,20.366,20.263,30.612,25.632,23.07,24.022,32.321,21.844,22.484,22.102,14.033,15.805,9.867,23.76,18,25.095
26/08/2016 18:00,18.87,24.567,19.483,20.74,18.95,26.078,18.676,15.995,29.663,27.88,21.952,24.605,18.588,17.82,28.427,22.754,21.758,20.69,30.976,19.073,18.925,19.086,12.865,14.806,9.034,21.752,17.229,22.895
26/08/2016 19:00,17.118,22.444,18.359,18.577,17.502,23.981,18.106,14.974,26.865,25.085,20.422,22.545,17.945,17.097,26.384,21.484,20.011,19.253,28.361,18.069,17.094,17.658,11.963,13.993,8.119,20.118,15.663,22.039
26/08/2016 20:00,16.29,21.309,17.366,17.587,16.698,22.705,17.662,13.287,24.623,23.627,19.607,21.752,17.258,16.326,24.938,20.505,19.134,18.498,25.334,17.21,16.383,16.639,11.546,13.442,7.498,19.636,14.081,21.401
26/08/2016 21:00,15.509,20.466,16.515,16.594,16.186,21.599,17.267,12.768,23.464,22.673,18.883,21.114,16.647,15.64,23.91,19.617,18.608,17.744,23.881,16.428,15.917,15.748,11.416,12.932,7.068,19.155,13.42,20.858
26/08/2016 22:00,14.866,19.733,15.873,15.676,15.882,20.643,16.938,12.514,22.594,21.852,18.322,20.546,16.15,15.055,22.814,18.758,18.199,16.963,22.806,15.769,15.64,14.973,11.323,12.45,6.782,18.468,12.912,20.42
26/08/2016 23:00,14.314,19.154,15.412,14.923,15.604,19.804,16.663,12.422,21.903,21.111,17.896,20.105,15.743,14.534,21.723,17.985,17.819,16.219,22.151,15.228,15.411,14.319,11.215,11.999,6.563,17.738,12.465,20.087
27/08/2016 00:00,13.855,18.673,15.025,14.312,15.252,19.114,16.424,12.297,21.295,20.47,17.508,19.722,15.393,14.072,20.931,17.296,17.478,15.56,21.764,14.729,15.218,13.773,11.147,11.545,6.346,17.111,12.071,19.744
27/08/2016 01:00,13.507,18.251,14.702,13.826,14.787,18.536,16.218,12.132,20.765,19.909,17.152,19.385,15.035,13.68,20.278,16.658,17.12,14.967,21.531,14.315,14.88,13.36,11.128,11.129,6.149,16.542,11.777,19.398
27/08/2016 02:00,13.2,17.874,14.41,13.428,14.363,18.039,16.061,11.955,20.287,19.395,16.839,19.071,14.684,13.336,19.809,16.099,16.792,14.436,21.276,13.929,14.593,13.038,11.187,10.757,6,16.013,11.553,19.095
27/08/2016 03:00,12.935,17.549,14.087,13.07,14.084,17.576,15.95,11.77,19.874,18.94,16.568,18.798,14.366,13.002,19.516,15.615,16.498,13.965,20.891,13.608,14.295,12.773,11.256,10.444,5.867,15.604,11.398,18.835
27/08/2016 04:00,12.517,17.222,13.752,12.681,13.869,17.039,15.971,11.501,19.439,18.514,16.271,18.482,14.208,12.79,19.135,15.137,16.221,13.555,20.343,13.372,13.931,12.478,11.455,10.218,5.777,15.185,11.298,18.504
27/08/2016 05:00,12.328,16.876,15.262,12.978,13.852,16.615,16.676,11.329,18.947,18.092,16.392,18.207,15.043,13.869,18.641,15.767,16.008,14.569,19.766,15.097,13.76,13.266,11.895,10.26,5.779,14.658,11.286,19.178
27/08/2016 06:00,14.508,17.47,18.212,15.609,15.352,18.055,17.87,11.266,18.603,18.409,18.876,19.765,16.575,15.561,19.472,18.328,16.686,16.759,19.34,18.096,15.827,16.289,12.486,10.694,6.067,15.482,11.559,21.467
27/08/2016 07:00,17.214,18.932,21.4,17.983,16.612,19.947,19.222,12.146,19.972,20.58,21.354,22.344,18.66,17.937,21.611,20.886,17.978,19.167,19.747,21.348,18.408,18.878,13.099,11.256,6.513,17.877,12.817,23.177
27/08/2016 08:00,20.013,20.914,23.513,21.43,17.621,22.151,20.211,13.517,22.305,22.769,24.53,24.969,20.473,20.556,23.129,24.499,19.609,22.589,21.682,23.656,21.323,21.703,13.683,11.861,7.039,19.988,14.037,24.537
27/08/2016 09:00,22.146,23.208,24.962,24.104,18.5,24.669,20.84,14.66,25.097,25.396,26.319,26.794,21.805,22.569,25.908,26.758,21,25.124,24.612,25.107,23.066,23.599,14.134,12.431,7.593,22.091,15.319,25.739
27/08/2016 10:00,23.664,25.208,26.11,25.746,19.268,26.55,21.186,15.918,27.731,27.575,27.477,28.049,22.773,24.029,28.608,27.956,22.24,26.724,27.109,26.248,24.362,24.806,14.332,12.905,8.095,23.43,16.516,26.775
27/08/2016 11:00,24.747,26.595,26.838,27.04,19.869,27.948,21.264,16.873,29.777,29.182,28.374,28.959,23.4,25,30.135,28.854,23.342,27.846,29.29,27.122,25.413,25.767,14.143,13.249,8.515,24.161,17.436,27.606
27/08/2016 12:00,25.415,27.485,27.153,28.022,20.285,28.941,21.088,17.464,31.297,30.319,29.01,29.565,23.658,25.507,31.026,29.517,24.18,28.597,30.916,27.685,26.185,26.466,13.729,13.518,8.783,24.516,18.151,28.136
27/08/2016 13:00,25.699,27.958,27.112,28.627,20.538,29.548,20.712,17.81,32.362,31.044,29.314,29.845,23.512,25.549,31.576,29.888,24.685,29,32.055,27.889,26.615,26.856,13.167,13.717,8.89,24.596,18.626,28.317
27/08/2016 14:00,25.58,28.254,26.701,28.808,20.624,29.772,20.187,18.055,32.935,31.343,29.283,29.76,22.98,25.131,31.815,29.909,24.823,29.033,32.69,27.702,26.639,26.88,12.533,13.792,8.823,24.374,18.819,28.135
27/08/2016 15:00,25.106,28.295,25.94,28.512,20.535,29.642,19.53,18.099,33.043,31.234,28.839,29.301,22.051,24.277,31.64,29.557,24.624,28.634,32.841,27.122,26.275,26.542,11.871,13.602,8.601,23.976,18.781,27.59
27/08/2016 16:00,24.552,28.155,24.807,27.666,20.284,29.17,18.737,17.914,32.699,30.771,27.96,28.571,20.752,22.914,31.515,28.71,24.122,27.799,32.52,25.998,25.702,25.707,11.164,13.148,8.259,23.598,18.519,26.694
27/08/2016 17:00,22.976,27.441,22.394,25.79,19.797,27.982,17.695,17.505,31.85,29.845,26.101,27.371,19.005,20.785,30.459,26.635,23.388,25.632,31.647,23.017,24.311,23.414,10.399,12.389,7.722,22.977,18.039,25.061
27/08/2016 18:00,19.525,25.932,19.794,21.879,18.707,25.153,16.439,16.816,30.393,27.755,22.515,24.874,16.809,18.394,27.755,23.846,22.574,23.088,30.19,20.726,20.993,20.612,9.562,11.094,6.903,21.412,17.371,22.938
27/08/2016 19:00,17.828,24.033,18.915,19.791,17.39,23.007,15.661,15.805,27.452,24.695,20.854,22.934,15.494,17.198,25.207,22.53,21.804,21.652,27.694,19.868,19.415,19.373,8.755,9.683,5.861,20.338,16.4,22.167
27/08/2016 20:00,17.081,23.154,18.236,18.821,16.831,21.945,15.114,14.754,25.006,23.141,19.881,22.078,14.55,16.131,24.024,21.587,21.311,20.518,24.649,19.141,18.633,18.466,8.031,9.031,5.363,19.815,15.505,21.569
27/08/2016 21:00,16.244,22.607,17.773,17.943,16.484,21.06,14.57,14.276,23.802,22.119,19.052,21.423,13.854,15.174,23.075,20.671,21.038,19.514,22.958,18.395,17.998,17.647,7.382,8.484,5.101,19.018,15.035,21.081
27/08/2016 22:00,15.476,22.023,17.421,17.141,16.192,20.301,14.092,13.829,22.815,21.225,18.383,20.923,13.189,14.211,22.185,19.811,20.799,18.612,21.573,17.732,17.478,16.899,6.892,7.922,4.884,18.192,14.677,20.653
27/08/2016 23:00,14.864,21.363,17.034,16.449,16.066,19.67,13.573,13.362,22.027,20.482,17.954,20.529,12.532,13.275,21.409,19.056,20.6,17.803,20.487,17.104,17.132,16.196,6.514,7.393,4.711,17.357,14.353,20.249
28/08/2016 00:00,14.344,20.718,16.611,15.819,16.07,19.15,13.097,12.964,21.379,19.839,17.714,20.198,11.926,12.517,20.749,18.346,20.412,17.101,19.602,16.527,16.855,15.511,6.139,6.973,4.626,16.669,14.051,19.9
28/08/2016 01:00,13.891,20.092,16.169,15.272,16.097,18.68,12.659,12.71,20.817,19.271,17.639,19.914,11.404,11.891,20.131,17.683,20.19,16.486,18.876,16.009,16.527,14.912,5.804,6.572,4.556,16.388,13.731,19.559
28/08/2016 02:00,13.556,19.46,15.701,14.806,16.113,18.282,12.218,12.518,20.28,18.76,17.579,19.603,10.948,11.395,19.533,17.057,19.92,15.93,18.289,15.519,16.227,14.443,5.43,6.22,4.532,16.071,13.473,19.241
28/08/2016 03:00,13.333,18.914,15.267,14.393,16.09,17.937,11.799,12.174,19.822,18.313,17.381,19.283,10.594,11.039,18.984,16.505,19.593,15.471,17.814,15.083,15.907,14.029,5.124,5.965,4.522,15.747,13.258,18.976
28/08/2016 04:00,13.079,18.607,14.948,14.001,16.053,17.593,11.843,11.719,19.388,17.899,16.944,18.941,10.753,10.983,18.456,15.941,19.234,15.026,17.328,14.784,15.444,13.62,5.224,5.923,4.567,15.281,13.095,18.72
28/08/2016 05:00,13.152,18.411,16.181,14.198,16.035,17.396,13.687,11.371,18.936,17.518,16.632,18.611,12.894,12.571,17.94,16.313,18.976,15.709,16.835,16.418,15.012,14.248,5.995,6.772,4.765,14.88,13.001,19.373
28/08/2016 06:00,15.26,18.871,18.765,16.58,16.19,18.79,15.261,11.168,18.596,17.692,18.583,19.956,14.894,14.397,18.773,18.687,19.817,17.806,16.372,19.471,16.743,17.124,7.047,7.924,5.272,15.642,13.064,21.767
28/08/2016 07:00,17.874,19.716,21.943,18.991,16.551,20.572,16.603,12.197,19.898,19.157,20.917,22.565,17.296,16.841,20.153,21.01,20.906,20.1,17.12,22.828,19.258,19.721,8.105,8.969,5.897,17.886,13.916,24.002
28/08/2016 08:00,20.554,20.983,24.379,22.215,17.182,22.958,17.597,13.469,22.213,20.917,24.243,25.359,19.302,19.314,22.275,24.899,21.885,23.661,19.482,25.465,22.244,22.631,9.126,9.869,6.548,19.833,14.798,25.555
28/08/2016 09:00,22.629,22.29,25.992,24.927,18.137,25.779,18.407,14.902,25.43,22.688,26.356,27.247,20.324,20.864,24.45,27.254,23.071,26.15,23.063,26.976,24.094,24.406,10.078,10.609,7.131,21.364,15.752,26.793
28/08/2016 10:00,24.069,23.06,27.152,26.538,19.083,27.863,19.1,16.198,27.846,24.173,27.654,28.53,21.049,22.11,25.883,28.613,23.544,27.734,26.303,28.036,25.397,25.643,10.838,11.212,7.624,22.336,16.678,27.745
28/08/2016 11:00,24.947,23.51,27.874,27.687,19.869,29.184,19.626,17.264,29.655,25.464,28.61,29.462,21.602,23.068,26.789,29.595,23.579,28.714,28.537,28.782,26.391,26.585,11.362,11.703,8.054,23.09,17.495,28.407
28/08/2016 12:00,25.515,23.663,28.162,28.495,20.333,29.952,19.933,18.036,31.063,26.436,29.26,30.081,21.918,23.732,26.876,30.295,23.485,29.353,30.076,29.201,27.102,27.225,11.71,12.07,8.379,23.558,18.161,28.743
28/08/2016 13:00,25.768,23.614,28.08,28.963,20.756,30.282,20.044,18.509,32.076,27.009,29.593,30.335,22.017,24.048,26.165,30.68,23.131,29.685,31.122,29.302,27.477,27.541,11.892,12.275,8.546,23.761,18.555,28.811
28/08/2016 14:00,25.586,23.452,27.594,29.046,21.005,30.159,19.908,18.724,32.596,27.155,29.55,30.212,21.825,23.991,24.993,30.698,22.613,29.658,31.685,29.003,27.475,27.512,11.91,12.324,8.528,23.66,18.72,28.586
28/08/2016 15:00,25.119,23.131,26.741,28.715,20.795,29.603,19.643,18.711,32.631,26.885,29.096,29.698,21.348,23.739,24.245,30.307,22.01,29.221,31.75,28.351,27.172,27.069,11.689,12.181,8.385,23.317,18.635,28.098
28/08/2016 16:00,24.714,22.589,25.593,27.966,20.437,28.679,19.122,18.386,32.171,26.213,28.586,28.852,20.438,22.936,23.815,29.462,21.406,28.286,31.295,27.245,27.218,26.056,11.075,11.863,8.144,22.793,18.333,27.226
28/08/2016 17:00,23.142,21.792,23.261,26.212,20.1,27.106,17.587,17.837,31.168,25.146,26.647,27.464,18.31,20.506,23.151,27.378,20.75,26.012,30.298,24.612,25.573,23.517,10.016,11.216,7.772,22.022,17.812,25.603
28/08/2016 18:00,20.865,20.496,21.002,23.205,19.539,24.685,16.069,17.013,29.553,23.496,23.481,24.906,16.567,18.406,21.881,24.875,19.856,23.162,28.682,22.694,21.841,20.484,8.813,10.012,7.213,20.037,17.064,23.618
28/08/2016 19:00,19.818,18.52,20.247,21.816,18.917,22.848,15.257,15.832,26.31,21.344,21.982,22.91,16.086,17.812,19.398,23.736,18.622,22.034,26.15,21.827,20.33,19.424,8.259,8.96,6.621,18.272,15.804,22.74
28/08/2016 20:00,19.08,17.437,19.694,21.207,18.57,21.778,14.692,14.171,23.724,20.163,21.034,21.898,15.8,17.448,18.087,22.761,17.992,21.414,23.221,21.06,19.609,18.68,7.822,8.459,6.298,17.614,14.475,22.05
28/08/2016 21:00,18.27,16.754,19.222,20.556,18.17,20.762,14.314,13.237,22.463,19.346,20.263,21.103,15.425,17.016,17.163,21.834,17.635,20.844,21.416,20.305,18.998,18.078,7.266,8.117,6.06,17.038,13.889,21.414
28/08/2016 22:00,17.604,16.226,18.704,19.945,17.731,19.842,13.952,12.538,21.396,18.643,19.742,20.523,15.042,16.573,16.552,21.092,17.364,20.225,20.003,19.586,18.507,17.503,6.699,7.892,5.858,16.569,13.334,20.959
28/08/2016 23:00,17.061,15.731,18.142,19.373,17.289,19.015,13.698,11.968,20.589,18.029,19.488,20.117,14.696,16.186,16.179,20.535,17.118,19.608,18.948,18.966,18.057,17.101,6.265,7.728,5.69,16.259,12.846,20.683
29/08/2016 00:00,16.621,15.307,17.637,18.896,16.909,18.287,13.608,11.571,19.887,17.443,19.232,19.775,14.466,15.778,15.957,19.964,16.932,19.088,18.089,18.452,17.499,16.649,6.013,7.563,5.54,15.984,12.435,20.414
29/08/2016 01:00,16.261,14.896,17.274,18.408,16.661,17.681,13.568,11.339,19.237,16.894,18.886,19.462,14.265,15.449,15.849,19.375,16.761,18.588,17.414,17.984,16.955,16.126,5.829,7.392,5.409,15.742,12.084,20.14
29/08/2016 02:00,15.897,14.547,16.914,17.886,16.457,17.192,13.545,11.169,18.672,16.42,18.47,19.178,14.014,15.116,15.747,18.862,16.594,18.116,16.847,17.53,16.416,15.607,5.687,7.244,5.281,15.449,11.756,19.885
29/08/2016 03:00,15.602,14.233,16.568,17.426,16.209,16.81,13.535,11.016,18.199,16.009,18.04,18.917,13.786,14.892,15.339,18.235,16.437,17.611,16.377,17.135,15.877,15.111,5.681,7.148,5.175,15.103,11.458,19.639
29/08/2016 04:00,15.336,14.026,16.237,17.073,15.918,16.521,13.531,10.875,17.758,15.636,17.522,18.594,13.693,14.773,14.534,17.643,16.264,17.097,15.975,16.787,15.482,14.676,6.098,7.182,5.134,14.606,11.204,19.4
29/08/2016 05:00,15.323,13.894,17.386,17.115,15.645,16.29,13.653,10.753,17.327,15.321,17.171,18.277,14.556,16.18,13.53,17.761,16.06,17.516,15.62,17.974,15.398,15.188,7.178,7.873,5.26,14.116,10.997,20.058
29/08/2016 06:00,16.593,14.774,19.699,18.361,15.64,17.141,13.932,10.643,16.977,15.491,18.889,19.717,16.026,17.8,13.979,19.745,16.509,18.73,15.321,20.478,17.763,17.708,8.297,8.812,5.782,14.476,11.07,22.507
29/08/2016 07:00,18.187,16.227,22.297,19.742,15.924,18.424,14.429,11.705,18.133,16.743,21.232,22.261,18.136,19.891,16.058,21.98,17.305,20.534,15.955,23.607,20.398,20.016,9.551,9.769,6.423,15.839,12.498,25.193
29/08/2016 08:00,20.066,17.409,24.11,21.434,16.422,19.834,15.077,13.404,20.474,18.295,24.722,25.034,20.319,22.352,18.296,26.15,17.948,22.534,18.276,26.173,23.893,22.872,10.687,10.866,7.177,17.08,13.735,26.966
29/08/2016 09:00,21.324,18.455,25.36,22.715,17.022,20.995,15.989,14.977,23.387,19.782,27.042,26.916,22.014,24.109,19.651,28.3,18.615,23.861,21.527,27.666,25.961,24.773,11.627,11.767,7.94,17.482,14.919,28.24
29/08/2016 10:00,21.7,19.541,26.243,23.343,17.507,21.797,17.109,16.435,26.002,21.025,28.319,28.17,23.151,25.171,20.506,29.526,19.281,24.85,24.722,28.667,27.07,26.18,12.368,12.458,8.557,17.856,15.998,29.214
29/08/2016 11:00,21.582,20.42,26.756,23.536,17.884,22.369,18.223,17.504,27.824,21.997,29.206,29.009,23.73,25.648,21.147,30.435,19.86,25.506,27.262,29.231,27.711,27.022,12.821,12.967,9.023,18.224,16.947,29.841
29/08/2016 12:00,21.304,20.947,26.974,23.451,18.106,22.716,19.035,18.282,29.21,22.697,29.777,29.491,23.787,25.491,21.697,31.032,20.232,25.773,29.15,29.406,28.016,27.243,13.002,13.249,9.368,18.442,17.709,30.131
29/08/2016 13:00,20.961,21.122,26.863,23.155,18.143,22.789,19.47,18.846,30.197,23.095,30.071,29.671,23.472,24.807,21.913,31.231,20.422,25.669,30.49,29.216,28.002,26.952,12.932,13.271,9.574,18.442,18.223,30.062
29/08/2016 14:00,20.361,21.065,26.44,22.852,18.008,22.641,19.549,19.209,30.722,23.192,29.952,29.501,22.833,23.725,21.628,31.014,20.452,25.207,31.239,28.672,27.625,26.301,12.677,13.055,9.604,18.091,18.495,29.695
29/08/2016 15:00,19.782,20.86,25.743,22.537,17.706,22.215,19.339,19.355,30.742,22.964,29.437,28.994,21.906,22.297,21.169,30.369,20.295,24.486,31.423,27.917,26.992,25.325,12.279,12.674,9.466,17.48,18.522,29.049
29/08/2016 16:00,19.093,20.476,24.828,22.087,17.25,21.557,18.996,19.23,30.248,22.486,28.515,28.147,20.697,20.835,20.754,29.265,19.972,23.425,31.094,26.88,25.89,24.046,11.684,12.207,9.186,16.833,18.343,28.139
29/08/2016 17:00,18.107,19.864,22.819,21.144,16.636,20.63,18.537,18.8,29.244,21.744,26.361,26.802,19.455,19.449,20.133,26.776,19.414,21.95,30.254,24.528,23.658,22.178,10.822,11.488,8.715,16.055,17.94,26.498
29/08/2016 18:00,16.692,18.693,20.965,19.135,15.878,19.106,17.758,18.064,27.65,20.6,22.772,24.517,18.203,17.947,19.052,23.929,18.374,20.199,28.829,22.758,20.928,20.398,9.807,10.214,7.793,15.088,17.214,24.567
29/08/2016 19:00,15.778,16.477,20.354,17.715,15.019,17.296,16.961,16.845,24.717,18.813,21.273,22.809,17.283,17.023,17.188,22.835,16.367,19.106,26.061,22.028,19.524,19.461,9.211,9.025,6.675,14.156,15.798,23.671
29/08/2016 20:00,15.307,15.458,19.847,17.013,14.479,16.383,16.219,15.256,22.338,17.709,20.582,21.88,16.534,16.409,16.429,22.049,15.5,18.343,22.933,21.329,18.765,18.751,8.749,8.458,6.102,13.725,14.776,22.956
29/08/2016 21:00,14.887,14.749,19.379,16.304,14.121,15.589,15.757,14.624,21.1,17.019,20.029,21.162,16.01,15.948,15.81,21.306,15.047,17.632,21.355,20.637,18.215,18.155,8.33,8.04,5.745,13.33,14.489,22.346
29/08/2016 22:00,14.55,14.059,18.921,15.704,13.844,14.868,15.586,14.273,20.041,16.377,19.573,20.686,15.657,15.65,15.11,20.651,14.782,16.966,20.135,19.971,17.799,17.699,8.044,7.719,5.475,13.002,14.236,21.919
29/08/2016 23:00,14.264,13.526,18.446,15.168,13.686,14.23,15.52,14.004,19.271,15.788,19.185,20.362,15.41,15.389,14.483,20.129,14.595,16.366,19.244,19.33,17.465,17.419,7.836,7.476,5.283,12.704,13.975,21.578
30/08/2016 00:00,13.966,13.116,17.97,14.711,13.497,13.641,15.414,13.737,18.601,15.264,18.749,20.094,15.136,15.036,13.839,19.676,14.446,15.771,18.52,18.737,17.077,17.198,7.646,7.353,5.17,12.469,13.682,21.272
30/08/2016 01:00,13.652,12.795,17.504,14.212,13.336,13.081,15.282,13.415,18.016,14.825,18.33,19.815,14.842,14.606,13.226,19.238,14.238,15.198,17.929,18.201,16.696,16.892,7.395,7.273,5.099,12.281,13.371,20.996
30/08/2016 02:00,13.303,12.55,17.067,13.628,13.307,12.582,15.179,13.101,17.481,14.447,18.019,19.529,14.551,14.112,12.709,18.843,13.996,14.636,17.418,17.776,16.336,16.538,7.263,7.187,5.064,12.024,13.066,20.719
30/08/2016 03:00,12.972,12.387,16.663,13.034,13.342,12.139,15.044,12.918,16.989,14.113,17.781,19.25,14.34,13.647,12.31,18.518,13.621,14.116,16.996,17.367,16.112,16.123,7.2,7.124,5.054,11.766,12.811,20.45
30/08/2016 04:00,12.666,12.138,16.273,12.534,13.406,11.732,14.955,12.877,16.56,13.8,17.604,18.935,14.105,13.293,11.973,18.269,13.339,13.603,16.574,17.062,15.966,15.643,7.383,7.134,5.042,11.476,12.593,20.164
