,[7] - BE_DHN_HP_ELEC,[6] - BE_IND_DIRECT_ELEC,[5] - BE_IND_COGEN_GAS,[8] - BE_DEC_HP_ELEC
2015-01-03 12:00:00,6183.586857705909,283.85471234879475,7172.905827651206,8990.066032294091
2015-01-03 13:00:00,6255.3828734913795,283.85471234879475,7172.905827651206,9094.447346508618
2015-01-03 14:00:00,6398.974896911899,283.85471234879475,7172.905827651206,9303.2099630881
2015-01-03 15:00:00,6901.546995184565,283.85471234879475,7172.905827651206,10033.879144815432
2015-01-03 16:00:00,7475.915101092279,283.85471234879475,7172.905827651206,10868.92962890772
2015-01-03 17:00:00,7691.303140298271,283.85471234879475,7172.905827651206,11182.073559701728
2015-01-03 18:00:00,7978.487195289731,283.85471234879475,7172.905827651206,11599.59880471027
2015-01-03 19:00:00,8193.875238570936,283.85471234879475,7172.905827651206,11912.742741429065
2015-01-03 20:00:00,8409.263277776927,283.85471234879475,7172.905827651206,12225.88667222307
2015-01-03 21:00:00,8696.447332768392,283.85471234879475,7172.905827651206,12643.41191723161
2015-01-03 22:00:00,8911.835371974379,283.85471234879475,7172.905827651206,12956.555848025615
2015-01-03 23:00:00,9127.223411180372,283.85471234879475,7172.905827651206,13269.69977881963
2015-01-04 00:00:00,9486.203481957304,283.85471234879475,7172.905827651206,13791.606338042693
2015-01-04 01:00:00,9845.183548659028,180.60175804473693,7172.905827651206,14313.51289134097
2015-01-04 02:00:00,10204.163615360749,0.0,7172.905827651206,14835.419444639248
2015-01-04 03:00:00,10347.75564285648,0.0,7172.905827651206,15044.182067143516
2015-01-04 04:00:00,10563.143682062471,0.0,7172.905827651206,15357.325997937527
2015-01-04 05:00:00,10778.531725343675,0.0,7172.905827651206,15670.469934656321
2015-01-04 06:00:00,10922.123748764194,0.0,7172.905827651206,15879.232551235804
2015-01-04 07:00:00,10993.919764549668,0.0,7172.905827651206,15983.613865450334
2015-01-04 08:00:00,10993.919764549668,0.0,7172.905827651206,15983.613865450334
2015-01-04 09:00:00,10563.143682062471,0.0,7172.905827651206,15357.325997937527
2015-01-04 10:00:00,9988.77557615476,283.85471234879475,7172.905827651206,14522.275513845241
2015-01-04 11:00:00,9127.223411180372,283.85471234879475,7172.905827651206,13269.69977881963
2015-01-04 12:00:00,8840.03936026412,283.85471234879475,7172.905827651206,12852.174539735877
2015-01-04 13:00:00,9127.223411180372,283.85471234879475,7172.905827651206,13269.69977881963
2015-01-04 14:00:00,9199.019426965842,283.85471234879475,7172.905827651206,13374.081093034156
2015-01-04 15:00:00,9486.203481957304,283.85471234879475,7172.905827651206,13791.606338042693
2015-01-04 16:00:00,9916.979560369286,0.0,7172.905827651206,14417.894199630713
2015-01-04 17:00:00,10060.571587865019,0.0,7172.905827651206,14626.65682213498
2015-01-04 18:00:00,10275.959627071008,0.0,7172.905827651206,14939.800752928992
2015-01-04 19:00:00,10419.55165456674,0.0,7172.905827651206,15148.56337543326
2015-01-04 20:00:00,10563.143682062471,0.0,7172.905827651206,15357.325997937527
2015-01-04 21:00:00,10778.531725343675,0.0,7172.905827651206,15670.469934656321
2015-01-04 22:00:00,10922.123748764194,0.0,7172.905827651206,15879.232551235804
2015-01-04 23:00:00,11065.715776259924,0.0,7172.905827651206,16087.995173740072
2015-01-05 00:00:00,11281.103819541131,0.0,7172.905827651206,15325.398120102996
2015-01-05 01:00:00,11352.899831251389,0.0,7172.905827651206,16321.235961769125
2015-01-05 02:00:00,11568.28787045738,0.0,7172.905827651206,16293.792359484401
2015-01-05 03:00:00,11855.471925448841,0.0,7172.905827651206,17236.189594551153
2015-01-05 04:00:00,11496.491858747118,0.0,7172.905827651206,16714.283041252882
2015-01-05 05:00:00,11496.491858747118,0.0,7172.905827651206,16714.283041252882
2015-01-05 06:00:00,11496.491858747118,0.0,7172.905827651206,11202.047179528627
2015-01-05 07:00:00,11496.491858747118,0.0,7172.905827651206,11849.534302239674
2015-01-05 08:00:00,11568.28787045738,0.0,7172.905827651206,12422.106396553909
2015-01-05 09:00:00,11209.307803755657,283.85471234879475,7172.905827651206,16296.757796244343
2015-01-05 10:00:00,10850.327737053934,283.85471234879475,7172.905827651206,15774.851242946064
2015-01-05 11:00:00,10563.143682062471,283.85471234879475,7172.905827651206,15357.325997937527
2015-01-05 12:00:00,10419.55165456674,283.85471234879475,7172.905827651206,15148.56337543326
2015-01-05 13:00:00,10347.75564285648,283.85471234879475,7172.905827651206,15044.182067143516
2015-01-05 14:00:00,10347.75564285648,283.85471234879475,7172.905827651206,15044.182067143516
2015-01-05 15:00:00,10491.347670352212,283.85471234879475,7172.905827651206,15252.944689647786
2015-01-05 16:00:00,10706.735709558205,283.85471234879475,7172.905827651206,15566.088620441797
2015-01-05 17:00:00,10850.327737053934,283.85471234879475,7172.905827651206,15774.851242946064
2015-01-05 18:00:00,10993.919764549668,283.85471234879475,7172.905827651206,15983.613865450334
2015-01-05 19:00:00,11137.5117920454,283.85471234879475,7172.905827651206,16192.376487954602
2015-01-05 20:00:00,11281.103819541131,283.85471234879475,7172.905827651206,16401.13911045887
2015-01-05 21:00:00,11424.69584703686,283.85471234879475,7172.905827651206,16609.90173296314
2015-01-05 22:00:00,11568.28787045738,283.85471234879475,7172.905827651206,16818.664349542618
2015-01-05 23:00:00,11711.879897953113,283.85471234879475,7172.905827651206,17027.426972046887
2015-01-06 00:00:00,11999.063952944573,283.85471234879475,7172.905827651206,17444.952217055426
2015-01-06 01:00:00,12286.248007936036,283.85471234879475,7172.905827651206,17862.477462063962
2015-01-06 02:00:00,12645.228074637758,283.85471234879475,7172.905827651206,18384.38401536224
2015-01-06 03:00:00,12860.616113843753,283.85471234879475,7172.905827651206,18697.52794615625
2015-01-06 04:00:00,13004.208141339484,283.85471234879475,7172.905827651206,18906.29056866052
2015-01-06 05:00:00,13219.596184620683,283.85471234879475,7172.905827651206,19219.434505379308
2015-01-06 06:00:00,13291.392196330944,279.2969707267139,7172.905827651206,19323.815813669054
2015-01-06 07:00:00,13434.984223826676,146.12064560669478,7172.905827651206,19532.578436173324
2015-01-06 08:00:00,13434.984223826676,283.85471234879475,7172.905827651206,19532.578436173324
2015-01-06 09:00:00,12573.4320629275,283.85471234879475,7172.905827651206,18280.002707072494
2015-01-06 10:00:00,11568.28787045738,283.85471234879475,7172.905827651206,16818.664349542618
2015-01-06 11:00:00,10634.939697847944,283.85471234879475,7172.905827651206,15461.707312152055
2015-01-06 12:00:00,9988.77557615476,283.85471234879475,7172.905827651206,14522.275513845241
2015-01-06 13:00:00,9701.591521163296,283.85471234879475,7172.905827651206,14104.750268836704
2015-01-06 14:00:00,9773.387532873556,283.85471234879475,7172.905827651206,14209.131577126444
2015-01-06 15:00:00,10275.959627071008,283.85471234879475,7172.905827651206,14939.800752928992
