Time	PHS	BATT_LI	BEV_BATT	PHEV_BATT	SEASONAL_NG	SEASONAL_H2	CO2_STORAGE	SLF_STO	PHS_in	PHS_out	BATT_LI_in	BATT_LI_out	BEV_BATT_in	BEV_BATT_out	PHEV_BATT_in	PHEV_BATT_out	SEASONAL_NG_in	SEASONAL_NG_out	SEASONAL_H2_in	SEASONAL_H2_out	CO2_STORAGE_in	CO2_STORAGE_out	SLF_STO_in	SLF_STO_out
7674	4.160448	39.443253	0	0	0	1.498536	0	104.037854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7675	4.160448	39.435365	0	0	0	1.498536	0	104.130044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.09219	0
7676	4.160448	39.427477	0	0	0	1.498536	0	104.383249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.253206	0
7677	4.160448	39.419592	0	0	0	1.498536	0	104.797471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.414221	0
7678	4.160448	39.411708	0	0	0	1.498536	0	105.327624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7679	4.160448	39.403826	0	0	0	1.498536	0	105.935064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607441	0
7680	4.160448	39.395945	0	0	0	1.498536	0	106.619793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.684728	0
7681	4.160448	39.388066	0	0	0	1.498536	0	107.323843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70405	0
7682	4.160448	39.380188	0	0	0	1.498536	0	108.047215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.723372	0
7683	4.160448	39.372312	0	0	0	1.498536	0	108.777027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.729813	0
7684	4.160448	39.364438	0	0	0	1.498536	0	109.435993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.658966	0
7685	4.160448	39.356565	0	0	0	1.498536	0	109.966146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7686	4.160448	39.348693	0	0	0	1.498536	0	110.187148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.221002	0
7687	4.160448	39.340824	0	0	0	1.498536	0	109.925104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262044
7688	4.160448	39.332956	0	0	0	1.498536	0	109.791873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13323
7689	4.160448	39.325089	0	0	0	1.498536	0	109.723047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
7690	4.160448	39.317224	0	0	0	1.498536	0	109.557609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7691	4.160448	39.309361	0	0	0	1.498536	0	109.263363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7692	4.160448	39.301499	0	0	0	1.498536	0	108.866063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
7693	4.160448	39.293638	0	0	0	1.498536	0	108.571817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7694	4.160448	39.28578	0	0	0	1.498536	0	108.264687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
7695	4.160448	39.466929	0	0	0	1.498536	0	107.828744	0	0	-0.189006	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
7696	4.160448	39.459035	0	0	0	1.498058	0	107.341274	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7697	4.160448	39.451143	0	0	0	1.49758	0	106.853804	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7698	4.160448	39.443253	0	0	0	1.49758	0	106.688366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7699	4.160448	39.435365	0	0	0	1.49758	0	106.780556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.09219	0
7700	4.160448	39.427477	0	0	0	1.49758	0	107.033761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.253206	0
7701	4.160448	39.419592	0	0	0	1.49758	0	107.447983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.414221	0
7702	4.160448	39.411708	0	0	0	1.49758	0	107.978136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7703	4.160448	39.403826	0	0	0	1.49758	0	108.585576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607441	0
7704	4.160448	39.395945	0	0	0	1.49758	0	109.270305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.684728	0
7705	4.160448	39.388066	0	0	0	1.49758	0	109.974355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70405	0
7706	4.160448	39.380188	0	0	0	1.49758	0	110.697727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.723372	0
7707	4.160448	39.372312	0	0	0	1.49758	0	111.427539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.729813	0
7708	4.160448	39.364438	0	0	0	1.49758	0	112.086505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.658966	0
7709	4.160448	39.356565	0	0	0	1.49758	0	112.616658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7710	4.160448	39.348693	0	0	0	1.49758	0	112.83766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.221002	0
7711	4.160448	39.340824	0	0	0	1.49758	0	112.575616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262044
7712	4.160448	39.332956	0	0	0	1.49758	0	112.442385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13323
7713	4.160448	39.325089	0	0	0	1.49758	0	112.373559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
7714	4.160448	39.317224	0	0	0	1.49758	0	112.208121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7715	4.160448	39.309361	0	0	0	1.49758	0	111.913875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7716	4.160448	39.301499	0	0	0	1.49758	0	111.516575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
7717	4.160448	39.293638	0	0	0	1.49758	0	111.222329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7718	4.160448	39.28578	0	0	0	1.49758	0	110.915199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
7719	4.160448	39.466929	0	0	0	1.49758	0	110.479256	0	0	-0.189006	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
7720	4.160448	39.459035	0	0	0	1.497101	0	109.991786	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7721	4.160448	39.451143	0	0	0	1.496623	0	109.504316	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7722	4.160448	39.443253	0	0	0	1.496623	0	109.338878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7723	4.160448	39.435365	0	0	0	1.496623	0	109.431068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.09219	0
7724	4.160448	39.427477	0	0	0	1.496623	0	109.684273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.253206	0
7725	4.160448	39.419592	0	0	0	1.496623	0	110.098495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.414221	0
7726	4.160448	39.411708	0	0	0	1.496623	0	110.628648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7727	4.160448	39.403826	0	0	0	1.496623	0	111.236088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607441	0
7728	4.160448	39.395945	0	0	0	1.496623	0	111.920817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.684728	0
7729	4.160448	39.388066	0	0	0	1.496623	0	112.624867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70405	0
7730	4.160448	39.380188	0	0	0	1.496623	0	113.348239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.723372	0
7731	4.160448	39.372312	0	0	0	1.496623	0	114.078051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.729813	0
7732	4.160448	39.364438	0	0	0	1.496623	0	114.737017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.658966	0
7733	4.160448	39.356565	0	0	0	1.496623	0	115.26717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7734	4.160448	39.348693	0	0	0	1.496623	0	115.488172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.221002	0
7735	4.160448	39.340824	0	0	0	1.496623	0	115.226128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262044
7736	4.160448	39.332956	0	0	0	1.496623	0	115.092897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13323
7737	4.160448	39.325089	0	0	0	1.496623	0	115.024071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
7738	4.160448	39.317224	0	0	0	1.496623	0	114.858633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7739	4.160448	39.309361	0	0	0	1.496623	0	114.564387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7740	4.160448	39.301499	0	0	0	1.496623	0	114.167087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
7741	4.160448	39.293638	0	0	0	1.496623	0	113.872841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7742	4.160448	39.474824	0	0	0	1.496623	0	113.565711	0	0	-0.189044	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
7743	4.160448	39.466929	0	0	0	1.496623	0	113.129768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
7744	4.160448	39.459035	0	0	0	1.496144	0	112.642298	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7745	4.160448	39.451143	0	0	0	1.495666	0	112.154828	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7746	4.160448	39.443253	0	0	0	1.495666	0	111.98939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7747	4.160448	39.435365	0	0	0	1.495666	0	112.08158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.09219	0
7748	4.160448	39.427477	0	0	0	1.495666	0	112.334785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.253206	0
7749	4.160448	39.419592	0	0	0	1.495666	0	112.749007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.414221	0
7750	4.160448	39.411708	0	0	0	1.495666	0	113.27916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7751	4.160448	39.403826	0	0	0	1.495666	0	113.8866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607441	0
7752	4.160448	39.395945	0	0	0	1.495666	0	114.571329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.684728	0
7753	4.160448	39.388066	0	0	0	1.495666	0	115.275379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70405	0
7754	4.160448	39.380188	0	0	0	1.495666	0	115.998751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.723372	0
7755	4.160448	39.372312	0	0	0	1.495666	0	116.728563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.729813	0
7756	4.160448	39.364438	0	0	0	1.495666	0	117.387529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.658966	0
7757	4.160448	39.356565	0	0	0	1.495666	0	117.917682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7758	4.160448	39.348693	0	0	0	1.495666	0	118.138684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.221002	0
7759	4.160448	39.340824	0	0	0	1.495666	0	117.87664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262044
7760	4.160448	39.332956	0	0	0	1.495666	0	117.743409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13323
7761	4.160448	39.325089	0	0	0	1.495666	0	117.674583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
7762	4.160448	39.317224	0	0	0	1.495666	0	117.509145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7763	4.160448	39.309361	0	0	0	1.495666	0	117.214899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7764	4.160448	39.301499	0	0	0	1.495666	0	116.817599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
7765	4.160448	39.293638	0	0	0	1.495666	0	116.523353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7766	4.160448	39.474824	0	0	0	1.495666	0	116.216223	0	0	-0.189044	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
7767	4.160448	39.466929	0	0	0	1.495666	0	115.78028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
7768	4.160448	39.459035	0	0	0	1.495188	0	115.29281	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7769	4.160448	39.451143	0	0	0	1.494709	0	114.80534	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7770	4.160448	39.443253	0	0	0	1.494709	0	114.639902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7771	4.160448	39.435365	0	0	0	1.494709	0	114.732092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.09219	0
7772	4.160448	39.427477	0	0	0	1.494709	0	114.985297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.253206	0
7773	4.160448	39.419592	0	0	0	1.494709	0	115.399519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.414221	0
7774	4.160448	39.411708	0	0	0	1.494709	0	115.929672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7775	4.160448	39.403826	0	0	0	1.494709	0	116.537112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607441	0
7776	4.160448	39.395945	0	0	0	1.494709	0	117.22184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.684728	0
7777	4.160448	39.388066	0	0	0	1.494709	0	117.925891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70405	0
7778	4.160448	39.380188	0	0	0	1.494709	0	118.649263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.723372	0
7779	4.160448	39.372312	0	0	0	1.494709	0	119.379075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.729813	0
7780	4.160448	39.364438	0	0	0	1.494709	0	120.038041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.658966	0
7781	4.160448	39.356565	0	0	0	1.494709	0	120.568194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7782	4.160448	39.348693	0	0	0	1.494709	0	120.789196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.221002	0
7783	4.160448	39.340824	0	0	0	1.494709	0	120.527152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262044
7784	4.160448	39.332956	0	0	0	1.494709	0	120.393921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13323
7785	4.160448	39.325089	0	0	0	1.494709	0	120.325095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
7786	4.160448	39.317224	0	0	0	1.494709	0	120.159657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7787	4.160448	39.309361	0	0	0	1.494709	0	119.865411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7788	4.160448	39.301499	0	0	0	1.494709	0	119.468111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
7789	4.160448	39.293638	0	0	0	1.494709	0	119.173865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7790	4.160448	39.28578	0	0	0	1.494709	0	118.866735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
7791	4.160448	39.466929	0	0	0	1.494709	0	118.430792	0	0	-0.189006	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
7792	4.160448	39.459035	0	0	0	1.494231	0	117.943322	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7793	4.160448	39.451143	0	0	0	1.493753	0	117.455852	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7794	4.160448	39.443253	0	0	0	1.493753	0	117.290414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7795	4.160448	39.435365	0	0	0	1.493753	0	117.382604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.09219	0
7796	4.160448	39.427477	0	0	0	1.493753	0	117.635809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.253206	0
7797	4.160448	39.419592	0	0	0	1.493753	0	118.050031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.414221	0
7798	4.160448	39.411708	0	0	0	1.493753	0	118.580184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7799	4.160448	39.403826	0	0	0	1.493753	0	119.187624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607441	0
7800	4.160448	39.395945	0	0	0	1.493753	0	119.872352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.684728	0
7801	4.160448	39.388066	0	0	0	1.493753	0	120.576403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70405	0
7802	4.160448	39.380188	0	0	0	1.493753	0	121.299775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.723372	0
7803	4.160448	39.372312	0	0	0	1.493753	0	122.029587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.729813	0
7804	4.160448	39.364438	0	0	0	1.493753	0	122.688553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.658966	0
7805	4.160448	39.356565	0	0	0	1.493753	0	123.218706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7806	4.160448	39.348693	0	0	0	1.493753	0	123.439708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.221002	0
7807	4.160448	39.340824	0	0	0	1.493753	0	123.177664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262044
7808	4.160448	39.332956	0	0	0	1.493753	0	123.044433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13323
7809	4.160448	39.325089	0	0	0	1.493753	0	122.975607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
7810	4.160448	39.317224	0	0	0	1.493753	0	122.810169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7811	4.160448	39.309361	0	0	0	1.493753	0	122.515923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7812	4.160448	39.301499	0	0	0	1.493753	0	122.118623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
7813	4.160448	39.293638	0	0	0	1.493753	0	121.824377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7814	4.160448	39.474824	0	0	0	1.493753	0	121.517247	0	0	-0.189044	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
7815	4.160448	39.466929	0	0	0	1.493753	0	121.081304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
7816	4.160448	39.459035	0	0	0	1.493274	0	120.593834	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7817	4.160448	39.451143	0	0	0	1.492796	0	120.106364	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7818	4.160448	39.443253	0	0	0	1.492796	0	119.940926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7819	4.160448	39.435365	0	0	0	1.492796	0	120.033116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.09219	0
7820	4.160448	39.427477	0	0	0	1.492796	0	120.286321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.253206	0
7821	4.160448	39.419592	0	0	0	1.492796	0	120.700543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.414221	0
7822	4.160448	39.411708	0	0	0	1.492796	0	121.230696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7823	4.160448	39.403826	0	0	0	1.492796	0	121.838136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607441	0
7824	4.160448	39.395945	0	0	0	1.492796	0	122.522864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.684728	0
7825	4.160448	39.388066	0	0	0	1.492796	0	123.226915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70405	0
7826	4.160448	39.380188	0	0	0	1.492796	0	123.950287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.723372	0
7827	4.160448	39.372312	0	0	0	1.492796	0	124.680099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.729813	0
7828	4.160448	39.364438	0	0	0	1.492796	0	125.339065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.658966	0
7829	4.160448	39.356565	0	0	0	1.492796	0	125.869218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7830	4.160448	39.348693	0	0	0	1.492796	0	126.09022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.221002	0
7831	4.160448	39.340824	0	0	0	1.492796	0	125.828176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262044
7832	4.160448	39.332956	0	0	0	1.492796	0	125.694945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13323
7833	4.160448	39.325089	0	0	0	1.492796	0	125.626119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
7834	4.160448	39.317224	0	0	0	1.492796	0	125.460681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7835	4.160448	39.309361	0	0	0	1.492796	0	125.166435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7836	4.160448	39.301499	0	0	0	1.492796	0	124.769135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
7837	4.160448	39.293638	0	0	0	1.492796	0	124.474889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7838	4.160448	39.474824	0	0	0	1.492796	0	124.167759	0	0	-0.189044	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
7839	4.160448	39.466929	0	0	0	1.492796	0	123.731816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
7840	4.160448	39.459035	0	0	0	1.492318	0	123.244346	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7841	4.160448	39.451143	0	0	0	1.491839	0	122.756876	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7842	4.160448	39.443253	0	0	0	1.491839	0	122.591438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7843	4.160448	39.435365	0	0	0	1.491839	0	122.683628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.09219	0
7844	4.160448	39.427477	0	0	0	1.491839	0	122.936833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.253206	0
7845	4.160448	39.419592	0	0	0	1.491839	0	123.351055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.414221	0
7846	4.160448	39.411708	0	0	0	1.491839	0	123.881208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7847	4.160448	39.403826	0	0	0	1.491839	0	124.488648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607441	0
7848	4.160448	39.395945	0	0	0	1.491839	0	125.173376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.684728	0
7849	4.160448	39.388066	0	0	0	1.491839	0	125.877427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70405	0
7850	4.160448	39.380188	0	0	0	1.491839	0	126.600799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.723372	0
7851	4.160448	39.372312	0	0	0	1.491839	0	127.330611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.729813	0
7852	4.160448	39.364438	0	0	0	1.491839	0	127.989577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.658966	0
7853	4.160448	39.356565	0	0	0	1.491839	0	128.51973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7854	4.160448	39.348693	0	0	0	1.491839	0	128.740732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.221002	0
7855	4.160448	39.340824	0	0	0	1.491839	0	128.478688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262044
7856	4.160448	39.332956	0	0	0	1.491839	0	128.345457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13323
7857	4.160448	39.325089	0	0	0	1.491839	0	128.276631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
7858	4.160448	39.317224	0	0	0	1.491839	0	128.111193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7859	4.160448	39.309361	0	0	0	1.491839	0	127.816947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7860	4.160448	39.301499	0	0	0	1.491839	0	127.419647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
7861	4.160448	39.293638	0	0	0	1.491839	0	127.125401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
7862	4.160448	39.28578	0	0	0	1.491839	0	126.818271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
7863	4.160448	39.466929	0	0	0	1.491839	0	126.382328	0	0	-0.189006	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
7864	4.160448	39.459035	0	0	0	1.491361	0	125.894858	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7865	4.160448	39.451143	0	0	0	1.490882	0	125.407388	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
7866	4.160448	39.443253	0	0	0	1.490882	0	125.24195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
7867	4.160448	39.435365	0	0	0	1.490882	0	125.33414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.09219	0
7868	4.160448	39.427477	0	0	0	1.490882	0	125.587345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.253206	0
7869	4.160448	39.419592	0	0	0	1.490882	0	126.001567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.414221	0
7870	4.160448	39.411708	0	0	0	1.490882	0	126.53172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7871	4.160448	39.403826	0	0	0	1.490882	0	127.13916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607441	0
7872	4.160448	39.395945	0	0	0	1.490882	0	127.823888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.684728	0
7873	4.160448	39.388066	0	0	0	1.490882	0	128.527939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70405	0
7874	4.160448	39.380188	0	0	0	1.490882	0	129.251311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.723372	0
7875	4.160448	39.372312	0	0	0	1.490882	0	129.981123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.729813	0
7876	4.160448	39.364438	0	0	0	1.490882	0	130.640089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.658966	0
7877	4.160448	39.356565	0	0	0	1.490882	0	131.170242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
7878	4.160448	39.348693	0	0	0	1.490882	0	131.391244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.221002	0
